Topic,Count,Name,Representation,Representative_Docs,Representative Documents
94,28,94_nuts_peanuts_peanut_black,"['nuts', 'peanuts', 'peanut', 'black', 'nut', 'squirrels', 'hole', 'sort', 'current', 'clearer']","['well last nuts', 'last owners nuts', 'previous owners nuts']","['well last nuts', 'last owners nuts', 'previous owners nuts']"
95,28,95_army_accountants_lawyers_war,"['army', 'accountants', 'lawyers', 'war', 'looting', 'fear', 'troops', 'led', 'pillaging', 'simple']","['sure army accountants need', 'sure said army accountants', 'said army accountants think meant army accountants']","['sure army accountants need', 'sure said army accountants', 'said army accountants think meant army accountants']"
96,28,96_architect_aerodynamics_wind_architecture,"['architect', 'aerodynamics', 'wind', 'architecture', 'building', 'engineer', 'resistance', 'birmingham', 'bn', 'builder']","['owner hired architect', 'owner must architect', 'owner architect']","['owner hired architect', 'owner must architect', 'owner architect']"
97,28,97_cpap_machine_snoring_rhombus,"['cpap', 'machine', 'snoring', 'rhombus', 'mask', 'cosmos', 'divinerbut', 'knockdowndragout', 'machinesoh', 'foolin']","['gary go get cpap machine', 'selling new cpap machine longer need', 'put cpap machine']","['gary go get cpap machine', 'selling new cpap machine longer need', 'put cpap machine']"
98,27,98_girls_allowed_strict_policy,"['girls', 'allowed', 'strict', 'policy', 'sorry', 'unfortunately', 'says', 'clause', 'jones', 'forbid']","['sorry says girls allowed', 'sorry owner says girls allowed', 'says girls allowed']","['sorry says girls allowed', 'sorry owner says girls allowed', 'says girls allowed']"
99,27,99_half_saw_sawed_sawing,"['half', 'saw', 'sawed', 'sawing', 'attempting', 'cut', 'trick', 'ladies', 'guilty', 'performed']","['called magic actually saw half', 'may saw da half', 'answer question saw half']","['called magic actually saw half', 'may saw da half', 'answer question saw half']"
100,27,100_sundays_drove_playground_church,"['sundays', 'drove', 'playground', 'church', 'weekends', 'sunday', 'dates', 'rode', 'little', 'playroom']","['previous owner little young lady drove around church playroom sundays', 'one lady owner drove sundays', 'previous owner drove sundays playground']","['previous owner little young lady drove around church playroom sundays', 'one lady owner drove sundays', 'previous owner drove sundays playground']"
101,27,101_auditorium_performance_concerto_mayor,"['auditorium', 'performance', 'concerto', 'mayor', 'art', 'meant', 'allow', 'present', 'piano', 'shape']","['sorry fire allow anything hot auditorium', 'think came wrong auditorium', 'think came wrong auditorium']","['sorry fire allow anything hot auditorium', 'think came wrong auditorium', 'think came wrong auditorium']"
102,27,102_parking_park_reserved_spot,"['parking', 'park', 'reserved', 'spot', 'space', 'validate', 'ceos', 'bigs', 'dominion', 'westside']","['park ceos spot', 'owners think take park', 'one last thing never take ceos parking spot']","['park ceos spot', 'owners think take park', 'one last thing never take ceos parking spot']"
103,26,103_excalibur_calibre_dough_caliber,"['excalibur', 'calibre', 'dough', 'caliber', 'ex', 'role', 'finding', 'corporation', 'extricate', 'exaggerating']","['think excalibur corporation', 'pull next excalibur inc', 'pull next excalibur inc']","['think excalibur corporation', 'pull next excalibur inc', 'pull next excalibur inc']"
104,26,104_recruitment_hiring_recruiting_recruiter,"['recruitment', 'hiring', 'recruiting', 'recruiter', 'lake', 'hire', 'process', 'restrictive', 'eminently', 'utilizing']","['simplifies recruitment next', 'latest deadhead board decides radical new recruitment method', 'part hiring process']","['simplifies recruitment next', 'latest deadhead board decides radical new recruitment method', 'part hiring process']"
105,26,105_money_launderer_launder_foreclosure,"['money', 'launderer', 'launder', 'foreclosure', 'launderers', 'laundered', 'laundromats', 'fell', 'rumor', 'estate']","['heard previous owner money launderer', 'former owner money launderer', 'previous owner money launderer']","['heard previous owner money launderer', 'former owner money launderer', 'previous owner money launderer']"
106,25,106_egg_nest_protect_sit,"['egg', 'nest', 'protect', 'sit', 'golden', 'meant', 'season', 'appreciating', 'kit', 'horace']","['suggested nest egg check', 'next nest egg comes home', 'sure meant nest egg']","['suggested nest egg check', 'next nest egg comes home', 'sure meant nest egg']"
107,25,107_office_future_corner_offices,"['office', 'future', 'corner', 'offices', 'windows', 'viper', 'dopple', 'endron', 'manipulating', 'nefarious']","['office future', 'future office', 'please show new office']","['office future', 'future office', 'please show new office']"
108,25,108_wife_husband_married_divorce,"['wife', 'husband', 'married', 'divorce', 'mad', 'trouble', 'matrimonial', 'ceasefire', 'misbehaves', 'sends']","['share owner wife mad', 'built previous owner wife', 'wife left']","['share owner wife mad', 'built previous owner wife', 'wife left']"
109,25,109_entrepreneurs_entrepreneurship_entrepreneurial_demo,"['entrepreneurs', 'entrepreneurship', 'entrepreneurial', 'demo', 'spirit', 'inflation', 'successful', 'friend', 'decades', 'gofundme']","['well friend said entrepreneurs working demo flight sfo', 'inflation hit private entrepreneurs pretty bad', 'need keep entrepreneurs float']","['well friend said entrepreneurs working demo flight sfo', 'inflation hit private entrepreneurs pretty bad', 'need keep entrepreneurs float']"
110,25,110_sellers_best_snapped_worst,"['sellers', 'best', 'snapped', 'worst', 'copies', 'devours', 'belping', 'sellersomething', 'ghostwritten', 'bur']","['sorry snapped best sellers', 'best sellers snapped', 'one way get top best sellers']","['sorry snapped best sellers', 'best sellers snapped', 'one way get top best sellers']"
111,25,111_laundering_money_prison_jail,"['laundering', 'money', 'prison', 'jail', 'convicted', 'went', 'operation', 'arrested', 'forced', 'involved']","['former owner prison money laundering', 'previous owner prison money laundering', 'think previous owner laundering money']","['former owner prison money laundering', 'previous owner prison money laundering', 'think previous owner laundering money']"
112,25,112_magic_magicians_magician_magical,"['magic', 'magicians', 'magician', 'magical', 'accomplice', 'transform', 'federal', '6000', 'armrests', 'handydandy']","['although intrigued genre bookstore owners leo sofia prepared practicalities magic magic realism', 'watch transform ordinary magicians accomplice federal crime', 'magic work order however works like magic']","['although intrigued genre bookstore owners leo sofia prepared practicalities magic magic realism', 'watch transform ordinary magicians accomplice federal crime', 'magic work order however works like magic']"
113,25,113_jack_stalk_lantern_fall,"['jack', 'stalk', 'lantern', 'fall', 'growth', 'giant', 'columbos', 'dayinsider', 'coveredour', 'dismay']","['hello jack lantern new', 'everyone jack new stalk', 'jack giant']","['hello jack lantern new', 'everyone jack new stalk', 'jack giant']"
114,24,114_camelot_merlin_merlins_cameup,"['camelot', 'merlin', 'merlins', 'cameup', 'search', 'selecting', 'camelotthemed', 'camelotcom', 'python', 'steeped']","['hear new camelot', 'last thought camelot officer', 'rumor mr merlin looking replacement camelot']","['hear new camelot', 'last thought camelot officer', 'rumor mr merlin looking replacement camelot']"
115,24,115_shape_shoulders_strength_weight,"['shape', 'shoulders', 'strength', 'weight', 'body', 'heart', 'upper', 'diagram', 'caress', 'shapes']","['looks like wants us get shape', 'must want us get shape', 'said get shape']","['looks like wants us get shape', 'must want us get shape', 'said get shape']"
116,24,116_told_bipolar_following_heart,"['told', 'bipolar', 'following', 'heart', 'best', 'blend', 'cup', 'cheerful', 'rebalance', 'seattle']","['told best', 'told already', 'told see would']","['told best', 'told already', 'told see would']"
117,23,117_piano_grand_cover_grands,"['piano', 'grand', 'cover', 'grands', 'homeowners', 'clause', 'large', '44520', 'activity', 'hogging']","['found homeowners cover act piano', 'sure homeowners cover piano', 'homeowners cover piano']","['found homeowners cover act piano', 'sure homeowners cover piano', 'homeowners cover piano']"
118,23,118_corners_cutting_cut_edge,"['corners', 'cutting', 'cut', 'edge', 'canopy', 'deadwood', 'hinting', 'ledges', 'rounded', 'smiling']","['looks like started cutting corners around', 'say cutting corners', 'serious said cutting corners']","['looks like started cutting corners around', 'say cutting corners', 'serious said cutting corners']"
119,23,119_pumpkin_halloween_christmas_pumpkins,"['pumpkin', 'halloween', 'christmas', 'pumpkins', 'heads', 'generic', 'pun', 'regardless', 'launch', 'costume']","['board directors directed tell smiley face pumpkin heads hereby required headsso team know got want continue pumpkin heads us', 'first item agenda heads cards pumpkin heads pumpkin patch', 'thanks vice president ruddy pumpkin success pumpkin spice campaign next month launch pumpkin weed gummies market domination halloween 2023']","['board directors directed tell smiley face pumpkin heads hereby required headsso team know got want continue pumpkin heads us', 'first item agenda heads cards pumpkin heads pumpkin patch', 'thanks vice president ruddy pumpkin success pumpkin spice campaign next month launch pumpkin weed gummies market domination halloween 2023']"
120,22,120_pool_swimming_guests_build,"['pool', 'swimming', 'guests', 'build', 'disturb', 'brocklin', 'deck', 'bulletin', 'cannonballed', 'editors']","['yes pool bit', 'sure take pool day', 'pool swimming pool']","['yes pool bit', 'sure take pool day', 'pool swimming pool']"
121,22,121_life_protection_risk_easier,"['life', 'protection', 'risk', 'easier', 'bin', 'eve', 'inquest', 'landing', 'israeli', 'thata']","['worry folks safe recently chair yous consumer product safety commission sad', 'life takes protection bit far', 'israeli space security may blown cover act normal let us garbage truck hey friend put bin next time']","['worry folks safe recently chair yous consumer product safety commission sad', 'life takes protection bit far', 'israeli space security may blown cover act normal let us garbage truck hey friend put bin next time']"
122,22,122_cold_frosty_fan_chilly,"['cold', 'frosty', 'fan', 'chilly', 'iceolation', 'winter', 'snowballs', 'whereabout', 'symptoms', 'puddle']","['one stone cold', 'find new kind cold', 'put cold case']","['one stone cold', 'find new kind cold', 'put cold case']"
123,22,123_motivated_sellers_price_rubles,"['motivated', 'sellers', 'price', 'rubles', 'extremely', 'highly', 'range', 'town', 'throw', 'lower']","['town owners motivated sellers want cash rubles', 'might little price range discussed sellers motivated', 'oh sellers motivated']","['town owners motivated sellers want cash rubles', 'might little price range discussed sellers motivated', 'oh sellers motivated']"
124,22,124_speak_talk_let_demanderinchief,"['speak', 'talk', 'let', 'demanderinchief', 'baaahumbug', 'nepo', 'fucked', 'contacting', 'deaf', 'ibanker']","['would like speak', 'would like speak', 'would like speak']","['would like speak', 'would like speak', 'would like speak']"
125,22,125_dutch_denmark_danish_france,"['dutch', 'denmark', 'danish', 'france', 'french', 'moved', 'visionary', 'belgian', 'vassar', 'traditionalist']","['sorry folks go dutch', 'previous owner got dutch bank', 'makes ask previous owner dutch']","['sorry folks go dutch', 'previous owner got dutch bank', 'makes ask previous owner dutch']"
126,21,126_antimasker_vaccine_antimaskers_november,"['antimasker', 'vaccine', 'antimaskers', 'november', 'vaccination', 'covid19', 'quarantine', 'covid', 'outrage', 'malicious']","['owner antimasker', 'right roger complete maze ahead class excelled survived vaccination trials invaluable moneysaving past 8 months think stars', 'sorry charliei clue owner antimasker least got rabies vaccine']","['owner antimasker', 'right roger complete maze ahead class excelled survived vaccination trials invaluable moneysaving past 8 months think stars', 'sorry charliei clue owner antimasker least got rabies vaccine']"
127,21,127_mortgage_loan_rates_buyers,"['mortgage', 'loan', 'rates', 'buyers', 'bank', 'enclosure', 'mortgagedisappear', 'renttoown', 'jumbo', 'rocksolid']","['5th floor mortgage jumbo loan enclosure', 'willing offer mortgage convenient revolving loan features', 'happy taking loan bank asked ownercarry mortgage']","['5th floor mortgage jumbo loan enclosure', 'willing offer mortgage convenient revolving loan features', 'happy taking loan bank asked ownercarry mortgage']"
128,21,128_chiefs_blockhead_kansas_fallen,"['chiefs', 'blockhead', 'kansas', 'fallen', 'city', 'bakeoff', 'confirms', 'craftsmanship', 'assessments', 'chiefshow']","['chiefs soninlaw', 'always known chiefs blockhead', 'well new chiefs name peg']","['chiefs soninlaw', 'always known chiefs blockhead', 'well new chiefs name peg']"
129,20,129_break_buy_bought_shop,"['break', 'buy', 'bought', 'shop', 'broke', 'crack', 'breaks', 'lenny', 'fostered', 'panicked']","['said break buy became owner small', 'became new owner break buy policy', 'well previous owner said break buy']","['said break buy became owner small', 'became new owner break buy policy', 'well previous owner said break buy']"
130,20,130_letter_word_watson_letters,"['letter', 'word', 'watson', 'letters', 'bell', 'graham', 'alexander', 'detectives', 'puzzle', 'clueless']","['six letters alexander graham bell', 'hm six letter word theranos intersects six letter word ibms jeopardy contestant must saturday puzzle', 'watson need 6 letter word subservient']","['six letters alexander graham bell', 'hm six letter word theranos intersects six letter word ibms jeopardy contestant must saturday puzzle', 'watson need 6 letter word subservient']"
131,20,131_hail_rendition_arrangement_songs,"['hail', 'rendition', 'arrangement', 'songs', 'music', 'play', 'song', 'album', 'justin', 'keef']","['may rendition hail', 'play hail', 'play hail']","['may rendition hail', 'play hail', 'play hail']"
132,20,132_succession_plan_planning_successor,"['succession', 'plan', 'planning', 'successor', 'old', 'cert', 'widely', 'invoking', 'gored', 'regarded']","['succession planning', 'idea succession plan', 'must new succession plan']","['succession planning', 'idea succession plan', 'must new succession plan']"
133,20,133_offer_gravity_accept_desperate,"['offer', 'gravity', 'accept', 'desperate', 'bid', 'refuse', 'situation', 'sell', 'current', 'cub']","['new owner cutting costs looks like grasp gravity situation', 'current owners bite initial bid think swayed allcandy offer', 'owner desperate sell divulge gravity situation']","['new owner cutting costs looks like grasp gravity situation', 'current owners bite initial bid think swayed allcandy offer', 'owner desperate sell divulge gravity situation']"
