Topic,Count,Name,Representation,Representative_Docs,Representative Documents
97,34,97_size_head_mans_halo,"['size', 'head', 'mans', 'halo', 'umbrella', 'zhoozh', 'bigger', 'organ', 'big', 'shovel']","['true women size mans hand size umbrella', 'true women size mans hand size umbrella', 'oh see size']","['true women size mans hand size umbrella', 'true women size mans hand size umbrella', 'oh see size']"
98,33,98_diplomatic_diplomats_immunity_nato,"['diplomatic', 'diplomats', 'immunity', 'nato', 'ambassadors', 'laws', 'claim', 'disputes', 'democracys', 'encrypted']","['calls diplomatic solution', 'think could little diplomatic', 'next time diplomatic next time']","['calls diplomatic solution', 'think could little diplomatic', 'next time diplomatic next time']"
99,33,99_swamp_hoover_drain_draining,"['swamp', 'hoover', 'drain', 'draining', 'drained', 'career', 'promised', 'bottomfeeders', 'confirms', 'asset']","['drained swamp', 'draining swamp idea goes way back hoover', 'drain swamp']","['drained swamp', 'draining swamp idea goes way back hoover', 'drain swamp']"
100,32,100_disappear_make_question_young,"['disappear', 'make', 'question', 'young', 'away', 'cones', 'demining', 'marvelous', 'loaded', 'reassures']","['make disappear', 'may make disappear', 'may make disappear']","['make disappear', 'may make disappear', 'may make disappear']"
101,32,101_alien_aliens_mars_lawyered,"['alien', 'aliens', 'mars', 'lawyered', 'martians', 'space', 'guns', 'alienation', 'lanterns', 'rightlawyers']","['lawyers lawyers even aliens', 'oh alien lawyers', 'one alien need four lawyers']","['lawyers lawyers even aliens', 'oh alien lawyers', 'one alien need four lawyers']"
102,32,102_pardon_pardons_pardoned_presidential,"['pardon', 'pardons', 'pardoned', 'presidential', 'jail', 'coworker', '8pm', 'lens', 'makebelieve', 'pardoning']","['hoping presidential pardon', 'presidential pardon', 'one presidential pardon']","['hoping presidential pardon', 'presidential pardon', 'one presidential pardon']"
103,32,103_biden_transparency_moon_happy,"['biden', 'transparency', 'moon', 'happy', 'bidders', 'birdied', 'beaches', 'takenpresident', 'tits', 'tray']","['ready anything biden becomes', 'sure said biden', 'biden still']","['ready anything biden becomes', 'sure said biden', 'biden still']"
104,32,104_assistant_lovely_deputy_referring,"['assistant', 'lovely', 'deputy', 'referring', 'stop', 'linda', 'whoa', 'beautiful', 'refer', 'address']","['lovely assistant', 'lovely assistant', 'last time assistant lovely assistant']","['lovely assistant', 'lovely assistant', 'last time assistant lovely assistant']"
105,31,105_healthcare_health_repeal_plan,"['healthcare', 'health', 'repeal', 'plan', 'care', 'obamacare', 'healthiest', 'vote', 'saving', 'trumps']","['running let tell health care plan', 'tell senators going vote trumps new health care plan', 'trumps healthcare plan']","['running let tell health care plan', 'tell senators going vote trumps new health care plan', 'trumps healthcare plan']"
106,31,106_art_artist_painting_malignant,"['art', 'artist', 'painting', 'malignant', 'artistic', 'portrait', 'narcissist', 'artists', 'performance', 'uninspiring']","['art artist', 'art artist', 'never art']","['art artist', 'art artist', 'never art']"
107,30,107_wife_wifes_hates_husband,"['wife', 'wifes', 'hates', 'husband', 'kazaam', 'flirtatious', 'beneath', 'birdy', 'tenminute', 'pinthedivorcepapersonherhusband']","['wife told customer', 'wife better', 'wife told']","['wife told customer', 'wife better', 'wife told']"
108,30,108_board_coop_condo_sandbox,"['board', 'coop', 'condo', 'sandbox', 'association', 'ceased', 'computers', 'argued', '2b', 'farming']","['meet new condo board', 'yes coop board', 'say coop board']","['meet new condo board', 'yes coop board', 'say coop board']"
109,30,109_hoodie_hood_hoodies_remove,"['hoodie', 'hood', 'hoodies', 'remove', 'warn', 'advise', 'leniently', 'goyou', 'hoods', 'straightlaced']","['ones going wearing hoodie', 'lose hoodie gets', 'going allow hoodie']","['ones going wearing hoodie', 'lose hoodie gets', 'going allow hoodie']"
110,30,110_brought_seriousthey_tbey_looks,"['brought', 'seriousthey', 'tbey', 'looks', 'seriously', 'karl', 'planned', 'entertainment', 'rearended', 'beats']","['must serious brought', 'serious brought', 'serious brought']","['must serious brought', 'serious brought', 'serious brought']"
111,29,111_king_warriors_kingdom_kings,"['king', 'warriors', 'kingdom', 'kings', 'army', 'depose', 'hire', 'said', 'queen', 'lawyers']","['sure king said lawyers warriors', 'well king say army lawyers', 'king army lawyers']","['sure king said lawyers warriors', 'well king say army lawyers', 'king army lawyers']"
112,29,112_trouble_brought_big_worth,"['trouble', 'brought', 'big', 'worth', 'oh', 'deep', 'molehill', 'nowthey', 'ewe', 'troublethey']","['trouble brought', 'brought trouble', 'could trouble brought']","['trouble brought', 'brought trouble', 'could trouble brought']"
113,29,113_safe_secrets_safer_warned,"['safe', 'secrets', 'safer', 'warned', 'coneheads', 'panamanian', 'nuclawyer', 'desinigrate', 'avalanchechasing', 'settings']","['think safe mr', 'said safe', 'safe one see']","['think safe mr', 'said safe', 'safe one see']"
114,29,114_saying_fort_godgeorge_telepathically,"['saying', 'fort', 'godgeorge', 'telepathically', 'literally', 'lee', 'sworn', 'takeout', 'ets', 'say']","['saying take', 'keep saying take', 'think saying take']","['saying take', 'keep saying take', 'think saying take']"
115,29,115_joke_jokes_funny_humor,"['joke', 'jokes', 'funny', 'humor', 'laughed', 'laughing', 'elaborate', 'forgetful', 'adolescent', 'awe']","['kind joke', 'would like hear joke', 'new joke']","['kind joke', 'would like hear joke', 'new joke']"
116,28,116_mcconnell_checkmate_mitch_arguing,"['mcconnell', 'checkmate', 'mitch', 'arguing', 'cruz', 'todays', 'adieu', 'dowwwwwn', 'greene', 'evvvvverything']","['mcconnell life', 'oh mcconnell', 'move mcconnell']","['mcconnell life', 'oh mcconnell', 'move mcconnell']"
117,28,117_mask_masks_wearing_mandate,"['mask', 'masks', 'wearing', 'mandate', 'wear', 'lifted', 'gloves', 'outside', 'admittedly', 'darla']","['mr think wearing wrong kind mask', 'okay wear mask', 'yes mr need keep mask']","['mr think wearing wrong kind mask', 'okay wear mask', 'yes mr need keep mask']"
118,28,118_client_clients_privilege_represent,"['client', 'clients', 'privilege', 'represent', 'statement', 'rains', 'coil', 'virtual', 'restroom', 'spotting']","['also client', 'also client', 'client also']","['also client', 'also client', 'client also']"
119,28,119_birds_bird_pigeon_pigeons,"['birds', 'bird', 'pigeon', 'pigeons', 'seed', 'turkey', 'history', 'eagle', 'hunt', 'male']","['history treated worse pigeons hey buddy pass bird seed seem running', 'heard secretary birds birds', 'know male birds learn songs male birds huh maybe presidential dodo bird learning female heads successfully tackling corona virus']","['history treated worse pigeons hey buddy pass bird seed seem running', 'heard secretary birds birds', 'know male birds learn songs male birds huh maybe presidential dodo bird learning female heads successfully tackling corona virus']"
120,28,120_professional_courtesy_enters_courtesyhe,"['professional', 'courtesy', 'enters', 'courtesyhe', 'courtesygets', 'classroom', 'peters', 'respecthe', 'respectful', 'withdraw']","['professional courtesy', 'professional courtesy', 'professional courtesy']","['professional courtesy', 'professional courtesy', 'professional courtesy']"
121,28,121_poetic_injustice_irony_fairy,"['poetic', 'injustice', 'irony', 'fairy', 'turf', 'sushi', 'tale', 'switch', 'yeah', 'welldeserved']","['last call uh yeah hello chaser go shot tragic irony recall ordering wise guy let leave welldeserved tip poetic zero sense', 'poetic would agree', 'never tell irony poetic']","['last call uh yeah hello chaser go shot tragic irony recall ordering wise guy let leave welldeserved tip poetic zero sense', 'poetic would agree', 'never tell irony poetic']"
122,27,122_brought_oh_uh_omg,"['brought', 'oh', 'uh', 'omg', 'ohno', 'dearthey', 'uhohthey', 'ricahrds', 'wtf', 'damn']","['oh brought', 'oh brought', 'oh brought']","['oh brought', 'oh brought', 'oh brought']"
123,27,123_golf_windmills_golfs_course,"['golf', 'windmills', 'golfs', 'course', 'cart', 'played', 'play', 'furthermore', 'holland', '108']","['golf today mr', 'wish would go back golf', 'mr time get back golf course']","['golf today mr', 'wish would go back golf', 'mr time get back golf course']"
124,27,124_order_issued_escargot_stay,"['order', 'issued', 'escargot', 'stay', 'orders', 'ordering', 'gaggle', 'bellman', 'concurrently', 'muchneeded']","['must issued gaggle order', 'asking stay order stay order', 'sorry issued stay home order']","['must issued gaggle order', 'asking stay order stay order', 'sorry issued stay home order']"
125,27,125_injury_liability_personal_safety,"['injury', 'liability', 'personal', 'safety', 'follow', 'barnes', 'dccc', 'schenectady', 'sherpas', 'victorian']","['personal injury lawyers always follow', 'personal injury lawyers come', 'personal injury lawyers always find way']","['personal injury lawyers always follow', 'personal injury lawyers come', 'personal injury lawyers always find way']"
126,27,126_sheep_herd_lamb_lambs,"['sheep', 'herd', 'lamb', 'lambs', 'mentality', 'black', 'mr', 'eating', 'starting', 'deafining']","['single black sheep mr', 'mr sheep coming', 'black sheep mr']","['single black sheep mr', 'mr sheep coming', 'black sheep mr']"
127,26,127_fall_slip_jill_jack,"['fall', 'slip', 'jill', 'jack', 'hill', 'jacks', 'medics', 'went', 'falls', 'fell']","['know slip fall think top', 'slip fall', 'slip fall']","['know slip fall think top', 'slip fall', 'slip fall']"
128,26,128_elevator_express_stairs_sorry,"['elevator', 'express', 'stairs', 'sorry', 'hell', 'deeply', 'immediate', 'banking', 'salesmen', 'towers']","['elevator lawyers get next one', 'elevator lawyers', 'elevator lawyers']","['elevator lawyers get next one', 'elevator lawyers', 'elevator lawyers']"
129,26,129_migration_immigration_migrating_confirming,"['migration', 'immigration', 'migrating', 'confirming', 'ahh', 'ammigration', 'routes', 'border', 'lawyers', 'migrants']","['think migration lawyers', 'migration lawyers', 'migration lawyers']","['think migration lawyers', 'migration lawyers', 'migration lawyers']"
130,25,130_honey_bees_democratic_hands,"['honey', 'bees', 'democratic', 'hands', 'candidates', 'jellybean', 'scouts', 'uttered', 'madness', 'publicly']","['oh honey looks presidential', 'oh honey presidential', 'honey trump']","['oh honey looks presidential', 'oh honey presidential', 'honey trump']"
131,25,131_life_prolife_rough_luck,"['life', 'prolife', 'rough', 'luck', 'outyou', 'profiteroles', 'youcan', 'counterproductive', 'possessions', 'beltway']","['told could give life', 'think get give life', 'much life']","['told could give life', 'think get give life', 'much life']"
132,25,132_accountants_accountant_actuary_bankrupt,"['accountants', 'accountant', 'actuary', 'bankrupt', 'accounting', 'bringing', 'doctors', 'boarding', 'crooner', 'publicity']","['accountants always lawyers win', 'say kill lawyers accountants', 'two accountants others attorneys']","['accountants always lawyers win', 'say kill lawyers accountants', 'two accountants others attorneys']"
133,25,133_hat_wearing_dogskin_footed,"['hat', 'wearing', 'dogskin', 'footed', 'blackface', 'booby', 'unironically', 'outgoing', 'traded', 'rbg']","['going hat', 'please take hat', 'ever hat']","['going hat', 'please take hat', 'ever hat']"
134,24,134_trick_audience_learned_volunteer,"['trick', 'audience', 'learned', 'volunteer', 'crowd', 'boasting', 'gacy', 'trickiestyou', 'stressfree', 'illusions']","['next trick need audience', 'trick learned', 'next trick new']","['next trick need audience', 'trick learned', 'next trick new']"
135,24,135_brought_good_god_griefthey,"['brought', 'good', 'god', 'griefthey', 'georgelookthey', 'beforethey', 'goodthey', 'sanity', 'adorable', 'dear']","['good brought', 'good brought', 'good brought']","['good brought', 'good brought', 'good brought']"
136,24,136_judy_kangaroo_tried_addicted,"['judy', 'kangaroo', 'tried', 'addicted', 'bronx', 'gilligan', 'judys', 'fiftyfive', 'dissolution', 'preside']","['watch judy', 'judy yet', 'either judy']","['watch judy', 'judy yet', 'either judy']"
137,24,137_air_degrees_hot_heat,"['air', 'degrees', 'hot', 'heat', '350', 'warmer', 'light', '20', 'years', '425']","['wants 5 years 350 degrees', 'still hot air still thinks', 'full hot air must around somewhere']","['wants 5 years 350 degrees', 'still hot air still thinks', 'full hot air must around somewhere']"
138,24,138_leader_lead_later_guvnor,"['leader', 'lead', 'later', 'guvnor', 'mayorll', 'misrepresented', '1600', 'acorn', 'mahoney', 'tiger']","['leader take', 'take leader', 'take leader']","['leader take', 'take leader', 'take leader']"
139,23,139_blind_millennium_invisibility_moot,"['blind', 'millennium', 'invisibility', 'moot', 'thing', 'wallop', 'shorewood', 'getup', 'shady', 'blindfold']","['good thing blind', 'blind really', 'said blind']","['good thing blind', 'blind really', 'said blind']"
140,23,140_world_end_yeti_best,"['world', 'end', 'yeti', 'best', 'migod', 'perversely', 'orator', 'perseverating', 'hellova', 'meme']","['best ever world wrong always right', 'best ever world wrong always right', 'must world']","['best ever world wrong always right', 'best ever world wrong always right', 'must world']"
141,23,141_secretary_press_new_brush,"['secretary', 'press', 'new', 'brush', 'grouchy', 'secretarys', 'esper', 'atire', 'procrastination', 'secretarythe']","['trumps press secretary eight years', 'trumps new press secretary', 'presidents former press secretary']","['trumps press secretary eight years', 'trumps new press secretary', 'presidents former press secretary']"
142,22,142_knight_social_distancing_armor,"['knight', 'social', 'distancing', 'armor', 'milady', 'touth', 'mysterious', 'distance', 'warrior', 'eye']","['mother always told knight armor', 'mysterious encounter eye eye touth touth milady mysterious knight armor knight old honest milady milady old prostitute virgin', 'knight knight would smack comment nt social distancing rule']","['mother always told knight armor', 'mysterious encounter eye eye touth touth milady mysterious knight armor knight old honest milady milady old prostitute virgin', 'knight knight would smack comment nt social distancing rule']"
143,22,143_available_shortly_customer_dial,"['available', 'shortly', 'customer', 'dial', 'important', 'thank', 'hold', 'approximate', 'service', 'patience']","['thank holding please stay line customer service shortly estimated wait time 4 hours 53 minutes time valuable', 'thank holding next available shortly repeat', 'call important connect customer service soon one available']","['thank holding please stay line customer service shortly estimated wait time 4 hours 53 minutes time valuable', 'thank holding next available shortly repeat', 'call important connect customer service soon one available']"
144,22,144_travel_visit_emotionalsupport_explorers,"['travel', 'visit', 'emotionalsupport', 'explorers', 'explore', 'journey', 'overlawyering', 'independence', 'separately', 'expedition']","['always travel', 'always travel', 'continued go quietly night vanish without fight going live going survive today celebrate independence day']","['always travel', 'always travel', 'continued go quietly night vanish without fight going live going survive today celebrate independence day']"
145,22,145_woman_gentlemen_ladies_arena,"['woman', 'gentlemen', 'ladies', 'arena', 'introduce', 'women', 'elected', 'nominee', 'united', 'fearlessly']","['well least elect woman', 'ladies gentlemen may introduce democratic nominee world', 'ladies gentlemen may introduce democratic nominee world']","['well least elect woman', 'ladies gentlemen may introduce democratic nominee world', 'ladies gentlemen may introduce democratic nominee world']"
146,22,146_hoa_hooters_dwelling_copresidents,"['hoa', 'hooters', 'dwelling', 'copresidents', 'hoot', 'haciendas', 'jay', 'huuuuuge', 'zookeeper', 'perks']","['hoa thinks', 'hoa like', 'hoa much']","['hoa thinks', 'hoa like', 'hoa much']"
147,22,147_wish_command_6000_thickskinned,"['wish', 'command', '6000', 'thickskinned', 'loser', 'refunds', 'penis', 'wishcom', 'skeletons', 'closet']","['wish next united states', 'wish trump death wish count', 'want wish back']","['wish next united states', 'wish trump death wish count', 'want wish back']"
148,21,148_cuomo_cuomos_mta_resigned,"['cuomo', 'cuomos', 'mta', 'resigned', 'andy', 'plan', 'train', 'cuomocould', 'operational', 'rockefeller']","['okay fine cuomo', 'yes cuomo wish could work home', 'blame cuomo']","['okay fine cuomo', 'yes cuomo wish could work home', 'blame cuomo']"
149,21,149_defamation_libel_sue_suing,"['defamation', 'libel', 'sue', 'suing', 'character', 'slander', 'claimed', 'hearing', 'abducted', 'deplorable']","['oh think would read little article abducted gaped bussy size manhole cover meet sue libel', 'suing defamation character film aliens attack earth', 'says sue earth defamation character']","['oh think would read little article abducted gaped bussy size manhole cover meet sue libel', 'suing defamation character film aliens attack earth', 'says sue earth defamation character']"
150,21,150_putin_notes_helsinki_transcripts,"['putin', 'notes', 'helsinki', 'transcripts', 'meeting', 'interpreters', 'translators', 'vladimir', 'shredded', 'translator']","['notes trumps meeting mr putin must shredded eats', 'voila putin notes disappear', 'watch mr put notes meeting vladimir putin back together']","['notes trumps meeting mr putin must shredded eats', 'voila putin notes disappear', 'watch mr put notes meeting vladimir putin back together']"
151,20,151_exwife_ex_exhusband_exs,"['exwife', 'ex', 'exhusband', 'exs', 'ones', 'flame', 'tfw', 'waterfall', 'quality', 'emoji']","['ones going exwife', 'ones going exwife', 'exwife mr']","['ones going exwife', 'ones going exwife', 'exwife mr']"
152,20,152_crusade_crusades_hundreds_crusader,"['crusade', 'crusades', 'hundreds', 'crusader', 'christianity', 'ghengiss', 'ottomans', 'princes', 'horsemen', 'muslims']","['decided lawyers way go crusade', 'real crusade without army lawyers', 'tried peoples crusade princes crusade time thought would try lawyers crusade']","['decided lawyers way go crusade', 'real crusade without army lawyers', 'tried peoples crusade princes crusade time thought would try lawyers crusade']"
153,20,153_chocolate_cake_death_die,"['chocolate', 'cake', 'death', 'die', 'defense', 'antipasto', 'murderers', 'criminally', 'flourless', 'cakes']","['says death chocolate defense fly', 'ordered death chocolate', 'would like cake made best chocolate']","['says death chocolate defense fly', 'ordered death chocolate', 'would like cake made best chocolate']"
