Topic,Count,Name,Representation,Representative_Docs,Representative Documents
98,35,98_movers_tip_acme_guessed,"['movers', 'tip', 'acme', 'guessed', 'shoulda', 'professional', 'hi', 'edmund', 'peeingist', 'powerful']","['well call movers get door', 'bill movers', 'bill movers']","['well call movers get door', 'bill movers', 'bill movers']"
99,35,99_death_dies_supporting_best,"['death', 'dies', 'supporting', 'best', 'killed', 'die', 'adjoining', 'killer', 'died', 'century']","['sorry sire whole chivalrous christian white knight thing medievalwould prefer medium blue skinny metro suit silly striped socks clownish light brown shoes greased toes reflect progressive spirit', 'help death', 'death death death creeping death adjacent lives like shadow like exhale making every grain hourglasses precious']","['sorry sire whole chivalrous christian white knight thing medievalwould prefer medium blue skinny metro suit silly striped socks clownish light brown shoes greased toes reflect progressive spirit', 'help death', 'death death death creeping death adjacent lives like shadow like exhale making every grain hourglasses precious']"
100,35,100_yorker_cartoonists_new_contest,"['yorker', 'cartoonists', 'new', 'contest', 'yorkers', 'caption', 'cartoon', 'calvin', 'obsessed', 'sort']","['seem new yorker cartoonists getting desperate', 'new yorker cartoonists draw one woman', 'new yorker cartoonists without']","['seem new yorker cartoonists getting desperate', 'new yorker cartoonists draw one woman', 'new yorker cartoonists without']"
101,34,101_climate_warming_global_change,"['climate', 'warming', 'global', 'change', 'forecast', 'umbrella', 'according', 'adjusting', 'snow', 'plan']","['told factor global warming', 'climate warming bad said would adjust', 'adjust climate warming']","['told factor global warming', 'climate warming bad said would adjust', 'adjust climate warming']"
102,34,102_class_school_classroom_required,"['class', 'school', 'classroom', 'required', 'learn', 'learned', 'exactly', 'damien', 'charter', 'jensen']","['one class got', 'think class know class class', 'every class']","['one class got', 'think class know class class', 'every class']"
103,34,103_politician_election_republican_bureaucrat,"['politician', 'election', 'republican', 'bureaucrat', 'democrat', 'replace', 'republicans', 'problem', 'murielle', 'seamless']","['see problem got politician hood wrong kind', 'run better replace politician', 'problem real politician']","['see problem got politician hood wrong kind', 'run better replace politician', 'problem real politician']"
104,34,104_town_bedrock_looks_new,"['town', 'bedrock', 'looks', 'new', 'moving', 'lone', 'misinformed', 'dishonest', 'dallas', 'sievers']","['looks like new town', 'looks like back town', 'must town']","['looks like new town', 'looks like back town', 'must town']"
105,34,105_cops_cop_detective_afraid,"['cops', 'cop', 'detective', 'afraid', 'good', 'bad', 'police', 'depends', 'depending', 'homicide']","['officer would never say cops clowns', 'yeah well cops clowns', 'actually good clowns bad cops']","['officer would never say cops clowns', 'yeah well cops clowns', 'actually good clowns bad cops']"
106,33,106_reenactors_reenactor_museum_treasure,"['reenactors', 'reenactor', 'museum', 'treasure', 'paleolithic', 'retractor', 'civil', 'war', 'natural', 'close']","['well one thing reenactor', 'well reenactors start somewhere', 'reenactor museum natural history']","['well one thing reenactor', 'well reenactors start somewhere', 'reenactor museum natural history']"
107,33,107_meds_medication_dosage_prescription,"['meds', 'medication', 'dosage', 'prescription', 'adjust', 'dose', 'pills', 'adjusting', 'doc', 'anxiety']","['may want talk mom adjusting meds', 'meds definitely need adjusting', 'finally adjusted meds']","['may want talk mom adjusting meds', 'meds definitely need adjusting', 'finally adjusted meds']"
108,32,108_engine_4clown_piston_problem,"['engine', '4clown', 'piston', 'problem', 'removed', 'powered', '5clown', 'beefy', 'enginehow', 'dealt']","['seen 4clown engine since trump years', 'see problem four engine running three', 'see problem part make 4clown engine run']","['seen 4clown engine since trump years', 'see problem four engine running three', 'see problem part make 4clown engine run']"
109,32,109_painting_painted_paint_paintings,"['painting', 'painted', 'paint', 'paintings', 'velvet', 'canvas', 'black', 'gauche', 'bettle', 'keane']","['clowns painting famous black velvet gauche', 'sad sad start painting happy clowns', 'clowning around painting']","['clowns painting famous black velvet gauche', 'sad sad start painting happy clowns', 'clowning around painting']"
110,32,110_jokers_left_middle_joker,"['jokers', 'left', 'middle', 'joker', 'stuck', 'right', 'lyrics', 'fires', 'hugh', 'youstolen']","['clowns left jokers right', 'clowns left jokers right stuck middle', 'clowns left jokers right stuck middle']","['clowns left jokers right', 'clowns left jokers right stuck middle', 'clowns left jokers right stuck middle']"
111,31,111_glue_factory_job_interview,"['glue', 'factory', 'job', 'interview', 'elmer', 'glitter', 'glueon', 'okokok', 'partially', 'mite']","['really think suit get job glue factory', 'said new factory glue factory', 'glue factory']","['really think suit get job glue factory', 'said new factory glue factory', 'glue factory']"
112,31,112_father_method_dad_softee,"['father', 'method', 'dad', 'softee', 'dads', 'defeating', 'dysfunctional', 'dada', 'creates', 'damnit']","['must another method', 'like father', 'sorry dad method']","['must another method', 'like father', 'sorry dad method']"
113,31,113_standup_stand_bed_conceptualism,"['standup', 'stand', 'bed', 'conceptualism', 'funerals', 'performs', 'kevins', 'halfway', 'walenda', 'barely']","['finally standup family', 'standup even walk', 'used standup']","['finally standup family', 'standup even walk', 'used standup']"
114,31,114_look_clowning_like_wipe,"['look', 'clowning', 'like', 'wipe', 'smug', 'face', 'mean', 'doggy', 'obscure', 'buddy']","['look like clowning around', 'look like clowning around', 'look like clowning around']","['look like clowning around', 'look like clowning around', 'look like clowning around']"
115,30,115_real_reality_tv_place,"['real', 'reality', 'tv', 'place', 'shows', 'till', '300000', 'tagging', 'posts', 'showbut']","['real play one tv', 'real show', 'real real']","['real play one tv', 'real show', 'real real']"
116,29,116_hand_al_hold_fingers,"['hand', 'al', 'hold', 'fingers', 'handed', 'thumbs', 'arms', 'hands', 'guyofficer', 'handout']","['hand battery', 'know thing left hand either ask', 'hand models something else']","['hand battery', 'know thing left hand either ask', 'hand models something else']"
117,29,117_witness_wand_puppet_puppeteers,"['witness', 'wand', 'puppet', 'puppeteers', 'puppeteering', 'evidence', 'courtroom', 'disappear', '15000', 'disavows']","['reconsidered talking wand act puppet made', 'sir make evidence disappear rabbit witness', 'said call next witness disappear']","['reconsidered talking wand act puppet made', 'sir make evidence disappear rabbit witness', 'said call next witness disappear']"
118,29,118_honey_incorrect_sundae_interpretation,"['honey', 'incorrect', 'sundae', 'interpretation', 'learned', 'literally', 'cradle', 'deserved', 'burdened', 'babbling']","['well honey either giant', 'honey think meant', 'oh honey always wanted']","['well honey either giant', 'honey think meant', 'oh honey always wanted']"
119,29,119_send_said_distinctly_misunderstood,"['send', 'said', 'distinctly', 'misunderstood', 'clowns', 'aught', 'italicize', 'italic', 'gerald', 'reference']","['said send clowns', 'said send clowns whole', 'said send clowns']","['said send clowns', 'said send clowns whole', 'said send clowns']"
120,29,120_cat_cats_litter_sandbox,"['cat', 'cats', 'litter', 'sandbox', 'performance', 'catnip', 'feline', 'pet', 'box', 'dogs']","['authorized start animal testing dd ddqhdjhqsgjhfgsdfskhgf g dfgqf sd v gb gfdxcvxwfc cv cwf vxf gfdv c g gf b sdfbxdgfbsdwfdfdswtsdfwhffufuygfdugfsjhbfjnbfog course funny w', 'thing worse cats using sandbox performance', 'raining savings cats dogs emporium purrfect companion completely wireless make bones recommend using stylus however since feline models keep eating computer mice']","['authorized start animal testing dd ddqhdjhqsgjhfgsdfskhgf g dfgqf sd v gb gfdxcvxwfc cv cwf vxf gfdv c g gf b sdfbxdgfbsdwfdfdswtsdfwhffufuygfdugfsjhbfjnbfog course funny w', 'thing worse cats using sandbox performance', 'raining savings cats dogs emporium purrfect companion completely wireless make bones recommend using stylus however since feline models keep eating computer mice']"
121,29,121_ghost_ghostwriters_writers_biography,"['ghost', 'ghostwriters', 'writers', 'biography', 'seven', 'past', 'finished', 'doyle', 'freelance', 'dismissed']","['sit finished ghost writers', 'scared ghost writers', 'ghost writers']","['sit finished ghost writers', 'scared ghost writers', 'ghost writers']"
122,28,122_period_blue_plaid_yellow,"['period', 'blue', 'plaid', 'yellow', 'liked', 'chiffon', 'blueclown', 'deerco', 'piclownsos', 'darkened']","['painted blue period college', 'work two period', 'film must blue period']","['painted blue period college', 'work two period', 'film must blue period']"
123,28,123_mouth_cheaper_location_available,"['mouth', 'cheaper', 'location', 'available', 'shaped', 'hole', 'bedroom', 'amazing', 'energy', 'style']","['one clowns mouth available', 'either one giant clowns mouth', 'thought hole clowns mouth']","['one clowns mouth available', 'either one giant clowns mouth', 'thought hole clowns mouth']"
124,28,124_mouth_18th_range_waterfall,"['mouth', '18th', 'range', 'waterfall', 'price', 'hole', 'step', 'budget', '300k', 'jaw']","['one price range scary face tongue thing 18th hole', 'course trump property see huge round mouth 18th hole', 'thing price range mouth']","['one price range scary face tongue thing 18th hole', 'course trump property see huge round mouth 18th hole', 'thing price range mouth']"
125,28,125_funny_amuse_mean_laugh,"['funny', 'amuse', 'mean', 'laugh', 'humor', 'meh', 'amuses', 'funnylike', 'hooky', 'desserted']","['funny mean funny like amuse make laugh amuse waddya mean funny funny funny', 'think funny funny like clowns amuse funny', 'mean funny funny mean funny like amuse make laugh amuse mean funny funny']","['funny mean funny like amuse make laugh amuse waddya mean funny funny funny', 'think funny funny like clowns amuse funny', 'mean funny funny mean funny like amuse make laugh amuse mean funny funny']"
126,28,126_australia_moved_sydney_life,"['australia', 'moved', 'sydney', 'life', 'adjusting', 'neighbor', 'adjustment', 'adjust', 'florida', 'living']","['hard time adjusting life australia', 'trouble adjusting life australia', 'moved australia going take adjust']","['hard time adjusting life australia', 'trouble adjusting life australia', 'moved australia going take adjust']"
127,27,127_foolish_nerve_silly_clowncodile,"['foolish', 'nerve', 'silly', 'clowncodile', 'clowncore', 'clowna', 'audacity', 'putts', 'pol', 'chutspa']","['back away slowly eye contact sudden movements never call clowns', 'people something foolish call clowns act foolish call genius', 'abstract nerve call us silly']","['back away slowly eye contact sudden movements never call clowns', 'people something foolish call clowns act foolish call genius', 'abstract nerve call us silly']"
128,27,128_horse_horses_drunk_playing,"['horse', 'horses', 'drunk', 'playing', 'saloon', 'equine', 'cowboy', 'sheriff', 'play', 'manning']","['damn playing horse', 'think right saloon drunk playing horse', 'much enough horse']","['damn playing horse', 'think right saloon drunk playing horse', 'much enough horse']"
129,27,129_saved_wanted_boxer_night,"['saved', 'wanted', 'boxer', 'night', 'life', 'mama', 'mother', 'father', 'mom', 'pugilist']","['life choices family compromise dad wanted boxer mom wanted play drums', 'last night saved life', 'last night saved life']","['life choices family compromise dad wanted boxer mom wanted play drums', 'last night saved life', 'last night saved life']"
130,27,130_power_horsepower_energy_source,"['power', 'horsepower', 'energy', 'source', 'electric', 'lowgrade', 'edison', 'interfering', 'stalled', 'whatya']","['got energy power car', 'run three power', 'yes new 4 power']","['got energy power car', 'run three power', 'yes new 4 power']"
131,25,131_warranty_voids_expire_void,"['warranty', 'voids', 'expire', 'void', 'extended', 'covered', 'nonclown', 'unauthorized', 'factory', 'parts']","['sorry putting accountant car voids warranty', 'sure fix guy voids car warranty', 'afraid nonclown parts voids warranty']","['sorry putting accountant car voids warranty', 'sure fix guy voids car warranty', 'afraid nonclown parts voids warranty']"
132,25,132_didja_toldja_taillight_hear,"['didja', 'toldja', 'taillight', 'hear', 'catcha', 'hog', 'whoeatswho', 'yaw', 'starrrbucks', 'saidjabroni']","['didja know rear taillight', 'didja hear election finally', 'forget came didja']","['didja know rear taillight', 'didja hear election finally', 'forget came didja']"
133,25,133_matt_home_working_matts,"['matt', 'home', 'working', 'matts', 'adjustment', 'adjustments', 'covid', 'adjusted', 'lucky', 'spongebob']","['made adjustments since matt started working home', 'bit adjustment matt working home', 'matt really adjusted well working home']","['made adjustments since matt started working home', 'bit adjustment matt working home', 'matt really adjusted well working home']"
134,25,134_pugilist_pound_poundforpound_keyboard,"['pugilist', 'pound', 'poundforpound', 'keyboard', 'classified', 'percussivestyle', 'pugilistic', 'yesi', 'sought', 'number']","['told pugilist', 'said pugilist', 'said pugilist']","['told pugilist', 'said pugilist', 'said pugilist']"
135,25,135_sorry_discounts_late_voted,"['sorry', 'discounts', 'late', 'voted', 'community', 'accepting', 'participate', 'sorrysams', 'unsavory', 'longer']","['sorry stopped giving discounts trump elected', 'sorry late already voted', 'sorry could done']","['sorry stopped giving discounts trump elected', 'sorry late already voted', 'sorry could done']"
136,24,136_peanut_nuts_butter_peanuts,"['peanut', 'nuts', 'butter', 'peanuts', 'factory', 'containing', 'gluten', 'bread', 'canning', 'depository']","['spare lead peanut butter factory', 'let us make deal let go peanut factory', 'work peanut factory']","['spare lead peanut butter factory', 'let us make deal let go peanut factory', 'work peanut factory']"
137,24,137_office_mini_bastardjust_oncall,"['office', 'mini', 'bastardjust', 'oncall', 'restarting', 'selfproclaimed', 'professionally', 'paperjam', 'officecomedianeverybody', 'rollins']","['known office', 'would real get office', 'guy office']","['known office', 'would real get office', 'guy office']"
138,24,138_olfactory_taste_bug_tremendous,"['olfactory', 'taste', 'bug', 'tremendous', 'repellent', 'tasting', 'tests', 'developed', 'spray', 'smell']","['see surreal noncubist temporary olfactory delight taste buds call installation', 'nothing personal olfactory tests confirm smell rat', 'olfactory tests']","['see surreal noncubist temporary olfactory delight taste buds call installation', 'nothing personal olfactory tests confirm smell rat', 'olfactory tests']"
139,24,139_writers_canon_books_included,"['writers', 'canon', 'books', 'included', 'brontesaurus', 'ahiermalways', 'acro', 'slayed', 'tone', 'renegade']","['writers congress ahiermalways enjoy people take term canon literally', 'meant said women writers included canon', 'one best writers frank could tone whole lifeinthewaterismoresustainable rhetoric lot us believe existence socalled meteors tiring']","['writers congress ahiermalways enjoy people take term canon literally', 'meant said women writers included canon', 'one best writers frank could tone whole lifeinthewaterismoresustainable rhetoric lot us believe existence socalled meteors tiring']"
140,24,140_send_ought_stephen_sondheim,"['send', 'ought', 'stephen', 'sondheim', 'clowns', 'sondheims', 'sonheims', 'systems', 'previews', 'connection']","['clowns send clowns', 'clowns send clowns', 'clowns send clowns']","['clowns send clowns', 'clowns send clowns', 'clowns send clowns']"
141,23,141_bunch_dealing_fauvists_rednosed,"['bunch', 'dealing', 'fauvists', 'rednosed', 'replica', 'clowns', 'hop', 'think', 'guys', 'words']","['bunch clowns', 'bunch clowns', 'bunch clowns']","['bunch clowns', 'bunch clowns', 'bunch clowns']"
142,23,142_rodeo_alligator_ya_cowboy,"['rodeo', 'alligator', 'ya', 'cowboy', 'bronc', 'replacin', 'pummeled', 'periscope', 'produces', 'reckoned']","['said mean get rodeo insurance', 'rodeo cowboy', 'one rodeo please']","['said mean get rodeo insurance', 'rodeo cowboy', 'one rodeo please']"
143,23,143_flight_fly_plane_pilot,"['flight', 'fly', 'plane', 'pilot', 'inflight', 'tsa', 'attendant', 'airline', 'air', 'safety']","['new safety feature magicians replaced flight attendants make unruly passengers disappear', 'believe real watch make plane fly fly fly', 'hi flight attendant trick end airline staffing shortages erase delays cancellations']","['new safety feature magicians replaced flight attendants make unruly passengers disappear', 'believe real watch make plane fly fly fly', 'hi flight attendant trick end airline staffing shortages erase delays cancellations']"
144,22,144_mortgage_rate_adjustable_loan,"['mortgage', 'rate', 'adjustable', 'loan', 'adjustablerate', '60', 'adjusts', 'burdensome', 'preapproved', 'interst']","['poor steve got adjustable rate mortgage', 'glad got adjustable mortgage rate', 'suggest adjustable rate mortgage']","['poor steve got adjustable rate mortgage', 'glad got adjustable mortgage rate', 'suggest adjustable rate mortgage']"
145,21,145_bergman_ingmar_film_swedish,"['bergman', 'ingmar', 'film', 'swedish', 'seen', 'ha', 'forum', 'deali', 'retrospective', 'tcm']","['seen ingmar bergman films', 'feel like bad ingmar bergman film', 'bergman film right']","['seen ingmar bergman films', 'feel like bad ingmar bergman film', 'bergman film right']"
146,21,146_okay_ok_clowning_alright,"['okay', 'ok', 'clowning', 'alright', 'burped', 'pal', 'bastard', 'crusty', 'buddy', 'smartass']","['ok enough clowning around one first', 'okay clowning around', 'okay clowning around']","['ok enough clowning around one first', 'okay clowning around', 'okay clowning around']"
147,21,147_sing_singing_send_sang,"['sing', 'singing', 'send', 'sang', 'song', 'gershwin', 'humming', 'delighted', 'album', 'joni']","['told sing send clowns', 'sing send clowns want', 'us sing send clowns']","['told sing send clowns', 'sing send clowns want', 'us sing send clowns']"
148,21,148_photographers_food_pictures_instagram,"['photographers', 'food', 'pictures', 'instagram', 'record', 'kitchen', 'blog', 'foodjust', 'galley', 'lewis']","['hired photographers instagram food', 'ordered photographers', 'white house photographers']","['hired photographers instagram food', 'ordered photographers', 'white house photographers']"
149,20,149_hole_square_peg_firefightereli,"['hole', 'square', 'peg', 'firefightereli', 'sides', 'trilevel', 'squares', 'pez', '13th', '247']","['looks like got square peg hole', 'problem put square peg hole', 'put square peg hole']","['looks like got square peg hole', 'problem put square peg hole', 'put square peg hole']"
