Topic,Count,Name,Representation,Representative_Docs,Representative Documents
99,34,99_tough_cookie_pull_touch,"['tough', 'cookie', 'pull', 'touch', 'patient', 'bozo', 'expertise', 'ernie', 'ithe', 'rebuilt']","['one tough cookie', 'one tough cookie', 'one tough cookie']","['one tough cookie', 'one tough cookie', 'one tough cookie']"
100,34,100_told_books_idioti_convince,"['told', 'books', 'idioti', 'convince', 'arlo', 'attorny', 'seriously', 'fudge', 'repeat', 'rub']","['told books', 'told books', 'told books']","['told books', 'told books', 'told books']"
101,34,101_white_house_executive_job,"['white', 'house', 'executive', 'job', 'official', 'presidents', 'administration', 'presidential', 'impersonating', 'president']","['l told take white house job', 'well cry one wanted white house', 'like white house']","['l told take white house job', 'well cry one wanted white house', 'like white house']"
102,33,102_apples_fruit_count_pie,"['apples', 'fruit', 'count', 'pie', 'apple', 'forbidden', 'serpent', 'fruits', 'snake', 'eve']","['cooking apples', 'saying apples cooked count', 'ok apples cooked pie']","['cooking apples', 'saying apples cooked count', 'ok apples cooked pie']"
103,33,103_review_yelp_reviews_read,"['review', 'yelp', 'reviews', 'read', 'negative', 'wrote', 'prepared', 'online', 'visit', 'saw']","['sends compliments yelp review', 'prepared something special thank yelp review', 'getting good yelp review']","['sends compliments yelp review', 'prepared something special thank yelp review', 'getting good yelp review']"
104,33,104_die_death_survived_dead,"['die', 'death', 'survived', 'dead', 'killing', 'years', '20', 'bragged', 'concoctions', 'overworked']","['never said die cooking', 'cooking die', 'may die cooking']","['never said die cooking', 'cooking die', 'may die cooking']"
105,33,105_dessert_island_desert_desserts,"['dessert', 'island', 'desert', 'desserts', 'deserts', 'temptation', 'vs', 'survivor', 'suggests', 'unbelievable']","['survivor diet temptation island desert vs dessert binge starve', 'survivor diet temptation island desert vs dessert', 'next time ask dessert island']","['survivor diet temptation island desert vs dessert binge starve', 'survivor diet temptation island desert vs dessert', 'next time ask dessert island']"
106,33,106_bartenders_humpty_dumpty_cocktails,"['bartenders', 'humpty', 'dumpty', 'cocktails', 'cocktail', 'tip', 'drinks', 'forget', 'hurt', 'humptys']","['bartenders cocktails could put humpty together', 'forget tip bartenders servers', 'humpty dumpty sat humpty dumpty great fall bartenders shots bartenders cocktails could put humpty together']","['bartenders cocktails could put humpty together', 'forget tip bartenders servers', 'humpty dumpty sat humpty dumpty great fall bartenders shots bartenders cocktails could put humpty together']"
107,32,107_kids_children_zooming_juggle,"['kids', 'children', 'zooming', 'juggle', 'homeschooling', 'juggling', 'played', 'boys', 'times', 'kid']","['said kids going start cooking', 'love kids get cooking', 'think kids like cooking']","['said kids going start cooking', 'love kids get cooking', 'think kids like cooking']"
108,32,108_oven_time_minutes_neolithic,"['oven', 'time', 'minutes', 'neolithic', 'hours', 'brief', 'pepper', '10', 'cookingforcavemencom', 'brisket']","['lily pad oven 45 minutes season touch marinara', 'afraid going go back oven ten minutes many cooks', 'well first submerge large pot beer onions bring boil add red pepper flakes garlic powder salt pepper reduce heat medium another 10 12 minutes']","['lily pad oven 45 minutes season touch marinara', 'afraid going go back oven ten minutes many cooks', 'well first submerge large pot beer onions bring boil add red pepper flakes garlic powder salt pepper reduce heat medium another 10 12 minutes']"
109,32,109_toss_tossing_cookies_tossed,"['toss', 'tossing', 'cookies', 'tossed', 'beats', 'feeling', 'descent', 'turbulence', 'flippant', 'usually']","['toss pizza toss cookies', 'toss toss cookies', 'would rather toss cookies']","['toss pizza toss cookies', 'toss toss cookies', 'would rather toss cookies']"
110,32,110_sir_underbutler_banker_arise,"['sir', 'underbutler', 'banker', 'arise', 'abrupt', 'fuse', 'galahad', 'hawk', 'influenced', 'gardner']","['pike sir sorry sir', 'sir wanted', 'sir really need another']","['pike sir sorry sir', 'sir wanted', 'sir really need another']"
111,32,111_gluten_free_glutenfree_vegan,"['gluten', 'free', 'glutenfree', 'vegan', 'dairy', 'options', 'nuts', 'pleased', 'avoid', 'throw']","['one chefs thought gluten free', 'let gluten free', 'tell gluten free']","['one chefs thought gluten free', 'let gluten free', 'tell gluten free']"
112,32,112_kansas_oklahoma_texas_florida,"['kansas', 'oklahoma', 'texas', 'florida', 'new', 'floridian', 'someplace', 'nigel', 'georgia', 'dorthy']","['new kansas', 'take kansas', 'see kansas']","['new kansas', 'take kansas', 'see kansas']"
113,31,113_mouse_happens_cookie_giving,"['mouse', 'happens', 'cookie', 'giving', 'observers', 'gave', 'glass', 'flask', 'frowned', 'actions']","['give mouse cookie', 'mouse get cookie', 'give mouse cookie']","['give mouse cookie', 'mouse get cookie', 'give mouse cookie']"
114,30,114_suit_dress_wearing_strong,"['suit', 'dress', 'wearing', 'strong', 'chances', 'dressed', 'clothing', 'outfits', 'swallow', 'wear']","['chances going swallow oven chances going swallow matching outfits crockery stay positive steve', 'cooking strong suit', 'zorak prepared like madame recommends glazed aardvark medallions pallate cleanser uncomfortable management reminds next time clothing optional establishment bon appetit burrp']","['chances going swallow oven chances going swallow matching outfits crockery stay positive steve', 'cooking strong suit', 'zorak prepared like madame recommends glazed aardvark medallions pallate cleanser uncomfortable management reminds next time clothing optional establishment bon appetit burrp']"
115,30,115_salad_greens_drone_ranch,"['salad', 'greens', 'drone', 'ranch', 'tableside', 'tossed', '150th', 'eyeball', 'fitted', 'salads']","['remind take salad menu', 'looks like todays chefs salad', 'well whale order two chefs salad']","['remind take salad menu', 'looks like todays chefs salad', 'well whale order two chefs salad']"
116,30,116_like_liked_prophet_odette,"['like', 'liked', 'prophet', 'odette', 'backbone', 'cabbabage', 'sauerkraut', 'supportive', 'listen', 'cooking']","['get like cooking', 'take like cooking', 'least like cooking']","['get like cooking', 'take like cooking', 'least like cooking']"
117,30,117_personal_profile_dating_tinder,"['personal', 'profile', 'dating', 'tinder', 'pictured', 'picture', 'expected', 'elitist', 'againever', 'fuzzy']","['nothing like personal', 'personal even personal', 'dating profile says love']","['nothing like personal', 'personal even personal', 'dating profile says love']"
118,29,118_lawyer_attorney_spoke_legal,"['lawyer', 'attorney', 'spoke', 'legal', 'defense', 'chargesyou', 'decreed', 'opinionthe', 'filed', 'dershowitz']","['lawyer says cooked', 'lawyer says cooked', 'lawyer told everything cooked']","['lawyer says cooked', 'lawyer says cooked', 'lawyer told everything cooked']"
119,29,119_salmon_wildcaught_poached_overcooked,"['salmon', 'wildcaught', 'poached', 'overcooked', 'ran', 'sent', 'jacuzzi', 'caramelized', 'andtable', 'anybut']","['let guess sent tell salmon', 'special fresh salmon', 'says salmon']","['let guess sent tell salmon', 'special fresh salmon', 'says salmon']"
120,29,120_channel_doo_weather_pbs,"['channel', 'doo', 'weather', 'pbs', 'cable', 'youtube', 'watching', 'tv', 'doomsday', 'forecaster']","['must cooking channel', 'cooking channel', 'cooking channel']","['must cooking channel', 'cooking channel', 'cooking channel']"
121,29,121_climate_warming_change_global,"['climate', 'warming', 'change', 'global', 'hoax', 'believes', 'carbon', 'invite', 'bisque', 'warn']","['says due climate change', 'says climate change', 'cooked climate change']","['says due climate change', 'says climate change', 'cooked climate change']"
122,29,122_cheese_factory_include_cheesecake,"['cheese', 'factory', 'include', 'cheesecake', 'trap', 'swiss', 'grilled', 'executive', 'cheeses', 'burrrp']","['call explain forgot include cheese', 'forgot include cheese got number', 'recommend grilled cheese']","['call explain forgot include cheese', 'forgot include cheese got number', 'recommend grilled cheese']"
123,28,123_oscar_grouch_complaints_share,"['oscar', 'grouch', 'complaints', 'share', 'guest', 'method', 'le', 'grouche', 'funeral', 'displeasure']","['le de cuisine tonight oscar grouch', 'tonight serving steak oscar grouch', 'oscar grouch would like explain menu']","['le de cuisine tonight oscar grouch', 'tonight serving steak oscar grouch', 'oscar grouch would like explain menu']"
124,28,124_home_range_miss_meaning,"['home', 'range', 'miss', 'meaning', 'connected', 'cooktop', 'settlers', 'spark', 'portable', 'signify']","['home cooking', 'much home cooking', 'home would cooked range']","['home cooking', 'much home cooking', 'home would cooked range']"
125,28,125_undercooked_ideas_definitely_anticipation,"['undercooked', 'ideas', 'definitely', 'anticipation', 'ahi', 'meatier', 'punchline', 'undercook', 'mamma', 'linguine']","['undercooked tell', 'told undercooked', 'perhaps undercooked']","['undercooked tell', 'told undercooked', 'perhaps undercooked']"
126,27,126_cookware_stainless_steel_clad,"['cookware', 'stainless', 'steel', 'clad', 'cast', 'teflon', 'iron', 'nonteflon', 'linden', 'notions']","['everyone clad cookware', 'could find cast iron cookware', 'meant stainless steel cookware']","['everyone clad cookware', 'could find cast iron cookware', 'meant stainless steel cookware']"
127,26,127_paleo_diet_cookbook_kit,"['paleo', 'diet', 'cookbook', 'kit', 'met', 'crank', 'kebabs', 'grogs', 'deeply', 'cretaceous']","['something new trying paleo diet cookbook', 'found recipe paleo cookbook', 'could tell paleo diet']","['something new trying paleo diet cookbook', 'found recipe paleo cookbook', 'could tell paleo diet']"
128,26,128_tasting_menu_reimagined_offering,"['tasting', 'menu', 'reimagined', 'offering', 'unique', 'attractively', 'caveats', 'cantotable', 'individual', 'meaningfully']","['quite meant tasting menu', 'meant tasting menu', 'tasting menu']","['quite meant tasting menu', 'meant tasting menu', 'tasting menu']"
129,26,129_prison_grits_tortillas_beans,"['prison', 'grits', 'tortillas', 'beans', 'day', 'avoided', 'correctional', 'dentewho', 'funds', 'houserocklobster']","['asked speak chief prison', 'killer complain prison', 'seems reason prison nothing cooking']","['asked speak chief prison', 'killer complain prison', 'seems reason prison nothing cooking']"
130,25,130_allergic_allergies_skin_flaky,"['allergic', 'allergies', 'skin', 'flaky', 'allergy', 'starch', 'usage', 'myriad', 'dcon', 'proves']","['get allergic cooking', 'allergic cooking', 'still allergic cooking']","['get allergic cooking', 'allergic cooking', 'still allergic cooking']"
131,25,131_platter_head_appetizer_husbands,"['platter', 'head', 'appetizer', 'husbands', 'enemy', 'earl', 'bonjour', 'basement', 'exe', 'goddam']","['heard wanted husbands head platter', 'chefs head platter requested', 'told would head platter']","['heard wanted husbands head platter', 'chefs head platter requested', 'told would head platter']"
132,25,132_dragon_slay_dragons_goddamn,"['dragon', 'slay', 'dragons', 'goddamn', 'time', 'wantgot', 'scales', 'macho', 'metaphorical', 'cpas']","['last time dragon', 'well never cooked dragon', 'sure slay dragon fine would kill help dragon']","['last time dragon', 'well never cooked dragon', 'sure slay dragon fine would kill help dragon']"
133,25,133_meat_gosht_meats_turns,"['meat', 'gosht', 'meats', 'turns', 'aged', 'beef', 'dark', 'cookingwho', 'north', 'expire']","['difference covid19 denier sheep one turns ghost turns gosht meat curry north indian cuisine cooked meat gosht usually lamb mutton stewlike shorba gravy', 'keep prefer meat cooked', 'meat new dish called cooked meat']","['difference covid19 denier sheep one turns ghost turns gosht meat curry north indian cuisine cooked meat gosht usually lamb mutton stewlike shorba gravy', 'keep prefer meat cooked', 'meat new dish called cooked meat']"
134,24,134_chicken_cordon_poultry_bleu,"['chicken', 'cordon', 'poultry', 'bleu', 'taste', 'chickenunderabrick', 'campsite', 'essentials', 'lookout', 'melt']","['wants chicken', 'recommends chicken', 'said could chicken']","['wants chicken', 'recommends chicken', 'said could chicken']"
135,24,135_ramsay_gordon_ramsey_gordan,"['ramsay', 'gordon', 'ramsey', 'gordan', 'angry', 'dat', 'housekeeping', 'ramsays', 'fern', 'aioli']","['gordon ramsay inception meal chefs', 'keeps chance gordon ramsay shows', 'gordon ramsay paid us visit']","['gordon ramsay inception meal chefs', 'keeps chance gordon ramsay shows', 'gordon ramsay paid us visit']"
136,24,136_maids_milking_quarters_mary,"['maids', 'milking', 'quarters', 'mary', 'day', 'old', 'contrarily', 'maidsamilking', 'youfinding', 'sleeps']","['choice maids coming tomorrow', 'would invite maids day', 'hate get old maids']","['choice maids coming tomorrow', 'would invite maids day', 'hate get old maids']"
137,23,137_stomach_requires_cast_iron,"['stomach', 'requires', 'cast', 'iron', 'costumers', 'warbling', 'blackbird', 'castiron', 'gastrointestinal', 'explains']","['well go stomach might find cooking', 'empty stomach', 'never empty stomach']","['well go stomach might find cooking', 'empty stomach', 'never empty stomach']"
138,23,138_kiss_italy_italian_apron,"['kiss', 'italy', 'italian', 'apron', 'pieinthesky', 'kissed', 'ahhh', 'yahhh', 'selfdescribed', 'capish']","['kiss death', 'take kiss apron bad idea', 'want kiss']","['kiss death', 'take kiss apron bad idea', 'want kiss']"
139,23,139_grouch_warn_fair_warned,"['grouch', 'warn', 'fair', 'warned', 'grouchy', 'warning', 'bit', 'forewarned', 'gerbils', 'advised']","['bit grouch', 'speak warn you he bit grouch', 'coming warn bit grouch']","['bit grouch', 'speak warn you he bit grouch', 'coming warn bit grouch']"
140,23,140_garbage_waste_dumpster_trash,"['garbage', 'waste', 'dumpster', 'trash', 'dive', 'divan', 'crunchy', 'deevay', 'pronounced', 'famed']","['tonight special curated smorgasbord delicacies calls dumpster dive pronounced deevay', 'last person told thought cooking garbage wound garbage would like reconsider', 'believes waste please select want eat garbage make dinner']","['tonight special curated smorgasbord delicacies calls dumpster dive pronounced deevay', 'last person told thought cooking garbage wound garbage would like reconsider', 'believes waste please select want eat garbage make dinner']"
141,23,141_bacon_wear_jews_esther,"['bacon', 'wear', 'jews', 'esther', 'jeremiah', 'reform', 'shieldi', 'nude', 'veselka', 'francis']","['wear every time bacon', 'let bacon', 'cooking bacon see']","['wear every time bacon', 'let bacon', 'cooking bacon see']"
142,22,142_sushi_rules_explain_waiting,"['sushi', 'rules', 'explain', 'waiting', 'daumer', 'crepe', 'cheffery', 'mislabel', 'warmup', 'lunchroom']","['let us forget cooking go sushi', 'sushi chefs first class', 'become sushi']","['let us forget cooking go sushi', 'sushi chefs first class', 'become sushi']"
143,22,143_bouche_amuse_amusebouche_invites,"['bouche', 'amuse', 'amusebouche', 'invites', 'cafe', 'enjoy', 'overrated', 'amouse', 'trotters', 'bourdains']","['amuse bouche head', 'amuse bouche tonight', 'amuse bouche']","['amuse bouche head', 'amuse bouche tonight', 'amuse bouche']"
144,22,144_farmtotable_farm_table_concept,"['farmtotable', 'farm', 'table', 'concept', 'farmtotrash', 'closest', 'duchamp', 'refreshing', 'prairietotable', 'cheftocolon']","['takes farm table concept seriously', 'ad said wanted farm table', 'really serious whole farmtotable thing']","['takes farm table concept seriously', 'ad said wanted farm table', 'really serious whole farmtotable thing']"
145,22,145_rabbit_stew_neighbors_magic,"['rabbit', 'stew', 'neighbors', 'magic', 'applauding', 'cacciatore', 'dutch', 'entreerabbit', 'mulligan', 'lowers']","['going rabbit hat', 'rabbit stew still bit undercooked work magic', 'wants rabbit back']","['going rabbit hat', 'rabbit stew still bit undercooked work magic', 'wants rabbit back']"
146,22,146_ahab_captain_ships_ship,"['ahab', 'captain', 'ships', 'ship', 'crew', 'diner', 'cruise', 'hire', 'cyclopss', 'cargo']","['hey idea sign chefs pequod captain ahab asked', 'chefs hire requested captain ahab', 'wait ahab really captain']","['hey idea sign chefs pequod captain ahab asked', 'chefs hire requested captain ahab', 'wait ahab really captain']"
147,21,147_boyardee_alias_beck_barefoot,"['boyardee', 'alias', 'beck', 'barefoot', 'boyareyousoryee', 'boyareyou', 'boyardeep', 'boyarwee', 'dumb', 'confessa']","['know boyardee real', 'trying new boyardee', 'sorry boyardee always']","['know boyardee real', 'trying new boyardee', 'sorry boyardee always']"
148,21,148_speak_hello_buzzed_rang,"['speak', 'hello', 'buzzed', 'rang', 'charlotte', 'recreating', 'playstation', 'spectrums', 'spectrum', 'talk']","['would like speak please', 'would like speak', 'hello speak']","['would like speak please', 'would like speak', 'hello speak']"
149,21,149_looks_coffee_peyote_cookie,"['looks', 'coffee', 'peyote', 'cookie', 'like', 'beans', 'delonghi', 'dadburned', 'creamy', 'absurdly']","['looks like cookie tried branch cowboy coffee', 'looks like boys like cookies fancy coffee', 'looks like cookie found peyote']","['looks like cookie tried branch cowboy coffee', 'looks like boys like cookies fancy coffee', 'looks like cookie found peyote']"
150,21,150_mean_books_basically_jensen,"['mean', 'books', 'basically', 'jensen', 'book', 'meant', 'asked', 'ha', 'assumed', 'questions']","['think meant asked books', 'mean books', 'mean tree knowledge basically book']","['think meant asked books', 'mean books', 'mean tree knowledge basically book']"
151,20,151_rare_medium_whiskers_trex,"['rare', 'medium', 'whiskers', 'trex', 'cooked', '59', 'pill', 'merlot', 'mammals', 'fibers']","['thought rare cooked', 'like trex cooked rare medium rare extinct', 'rare cooked rare']","['thought rare cooked', 'like trex cooked rare medium rare extinct', 'rare cooked rare']"
152,20,152_meth_addict_aesthetic_ambien,"['meth', 'addict', 'aesthetic', 'ambien', 'acid', 'reiterate', 'ateam', 'designating', 'danny', 'grapes']","['meth meth', 'meth meth', 'else would meth']","['meth meth', 'meth meth', 'else would meth']"
153,20,153_briefcase_handed_supposed_remove,"['briefcase', 'handed', 'supposed', 'remove', 'loaded', 'loyal', 'earnings', 'ledger', 'dan', 'congressmans']","['think supposed take books briefcase', 'supposed take books briefcase', 'books still briefcase']","['think supposed take books briefcase', 'supposed take books briefcase', 'books still briefcase']"
154,20,154_accept_cookies_policy_accepted,"['accept', 'cookies', 'policy', 'accepted', 'forms', 'privacy', 'random', 'nda', 'clicking', 'enabled']","['accept cookies', 'accept cookies', 'accept cookies']","['accept cookies', 'accept cookies', 'accept cookies']"
