Topic,Count,Name,Representation,Representative_Docs
85,36,85_pizza_the pizza_pepperoni_plane,"['pizza', 'the pizza', 'pepperoni', 'plane', 'dough', 'the pepperoni', 'plane pizza', 'pizza dough', 'pizza and', 'delivery']","[""i'm just waiting for the pizza and camera guy."", 'this is for the next guy we send out, don’t forget the pepperoni on the pizza...arrrr', ""you're not the pizza delivery man!""]"
86,36,86_patients_therapist_mr_my patients,"['patients', 'therapist', 'mr', 'my patients', 'my', 'therapy', 'freud', 'patients mr', 'my therapist', 'doctor']","[""mr. weinstein, i've made you as comfortable as possible. i've assured you that what you tell me is covered by doctor-patient privilege. come on now, what else must i do to get you to come clean?"", 'doctors who circum-prescribe\r\nnow, mr. kellerman, i would like to suggest that a colleague of mine, head of our psychoanalytic department, take a look into your case to discuss this ""imagination"" of yours. by the way, where are your pants and shoes?', 'the long years are over, mr. walker. this is the last step in your treatment. beyond freud. way beyond theory. a final make-you-whole application: soap to wash your id. a brush to scrub your ego. a tub to soak your superego.']"
87,35,87_tail_his tail_his_tail is,"['tail', 'his tail', 'his', 'tail is', 'your tail', 'too short', 'the tail', 'he wagging', 'tail wag', 'tail like']","['try yanking his tail.', 'sorry sir, the tail is too short.', 'i can smell his tail.']"
88,35,88_burger_burger king_burgers_king,"['burger', 'burger king', 'burgers', 'king', 'hamburger', 'no burger', 'three', 'no', 'burgers don', 'trichodon']","['you said we were going to burger king, anne...', 'welcome to burger king.', ""i know burger king. burger king is a friend of mine.  and mascoot man, you're no burger  king.""]"
89,35,89_snow_frosty_snowman_frosty he,"['snow', 'frosty', 'snowman', 'frosty he', 'yeah', 'shoveling', 'abominable', 'shoveling round', 'the patio', 'patio in']","[""frosty and his gang can't come in this year. last time it was nice to have some frozen carrots, but i had to wash the place for days when they melted away."", ""harold, it's not the end of the world, just a change in seasons, doesn't the snow blower motor remind you what your lawn mower sounded like two weeks ago ?"", ""bravely did he fight the snow  / snow the mighty freezing foe / strongly did he clear the way / though t'was superbowl sunday""]"
90,34,90_ball_no batter_batter_balls,"['ball', 'no batter', 'batter', 'balls', 'swing', 'tennis ball', 'tennis', 'piltdown', 'piltdown man', 'batting']","[""no, i don't have your tennis ball."", 'the very fact that you stand there, sir, signifies flat earth. have you ever tried to hold a ball on another ball?', ""we have this well with a big white ball.. i think you're gonna like this house. mr big hole with a white ball in it""]"
91,34,91_sword_the sword_desk_pull,"['sword', 'the sword', 'desk', 'pull', 'he who', 'can pull', 'sword out', 'sword from', 'pull the', 'the desk']","['only he who is exceedingly evil of heart and vile of spirit, can pull the sword from this desk, and be the one true head of human resources!', 'he who can pull the sword from the desk shall run this company.', 'if you can pull the sword out of the desk you will be king!']"
92,34,92_business_scheme_pyramid scheme_business is,"['business', 'scheme', 'pyramid scheme', 'business is', 'his business', 'money', 'pyramid', 'client', 'wall street', 'his']","[""sam! we got another one, i don't know if our client's real or not, can you verify him? excuse me, i've had issues before..."", 'i heard his business is a pyramid scheme.', ""he says he's not some plaything and that if we're serious about fooling around, we have to sign a contract and enter his polycule.""]"
93,34,93_jerry_tom_and jerry_ho,"['jerry', 'tom', 'and jerry', 'ho', 'jerry for', 'tom tom', 'why jerry', 'ho ho', 'jerry tom', 'something something']","[""don't worry jerry, tom is very nice."", 'tom and jerry ending. ending 2 of 3.', ""a tom and jerry? that's cruel.""]"
94,34,94_new yorker_yorker_new_new york,"['new yorker', 'yorker', 'new', 'new york', 'york', 'love new', 'the new', 'created love', 'richard colton', 'colton']","['are you richard colton who created "" i love new york\' and is trying to reach an editor at the new yorker to tell the true story to?', ""a story it itself: a guy has to resort to this platform to get an editor from the new yorker to get his story about how he actually created 'i love new york', with the original silkscreen in the museum of the city of new york--thanks"", ""it says here that richard colton created ' i love new york' and is trying to get in touch with an editor of the new yorker....interesting.""]"
95,34,95_harold_harold it_salesman_me harold,"['harold', 'harold it', 'salesman', 'me harold', 'harold you', 'harold aren', 'harold has', 'much to', 'goo', 'on and']","[""shush harold, it'll taste ok."", ""oh, harold! aren't you excited! we are going to have a baby!"", 'seems we\'ve found ourselves in a bit of a twist."" \r\n\r\n""seems like it, harold. it\'s going to be a pain in the neck to get ourselves out.""']"
96,33,96_heel_to heel_heel he_him to,"['heel', 'to heel', 'heel he', 'him to', 'training him', 'command', 'heel command', 'the heel', 'training', 'learned']","[""i'm training him to come to heel."", '""i\'m training him to ""heel"".', '""i\'m training him to ""heel"".']"
97,32,97_dub_tub_bath_rub dub,"['dub', 'tub', 'bath', 'rub dub', 'dub dub', 'soap', 'rub', 'in tub', 'brush', 'three men']","['no, the rub a dub dub three men in a tub therapy is passe!', 'rub a dub dub, one man in a tub!', 'rub-a-dub-dub, three men in a tub. where are they now?']"
98,32,98_yeti_yeti he_yeti yeti_is yeti,"['yeti', 'yeti he', 'yeti yeti', 'is yeti', 'that yeti', 'yeti will', 'yetti', 'hiker', 'know this', 'me no']","['yeti go, he said', 'he has to go yeti.', 'he’s going to get yeti']"
99,31,99_egg_eggs_yolk_omelet,"['egg', 'eggs', 'yolk', 'omelet', 'an egg', 'omelette', 'an', 'no yolk', 'eggnog', 'hard boiled']","['please don’t tell me that gin fizz cocktail your serving me has my egg whites from my accident.', '‘’then he said, if you want to awake an omelet you have to break a few eggs.”', ""yeah, yeah, the king's men fixed my up but i've got no yolk, bob.  know what i mean, no yolk, no yolk!  sometimes i envy humpty, seriously.""]"
100,31,100_joe_beat down_pitts_pitts washington,"['joe', 'beat down', 'pitts', 'pitts washington', 'average joe', 'set beat', 'joe pitts', 'joe told', 'beat', 'average']","['and now you know why the season is named  after the leaves fall.""\r\njoe pitts, washington d', 'man in sunglasses: average joe wanting to beat the shit out of rand paul\r\n\r\nthe velvet rope in the way: civility', ""everyone, meet our new team member joe. he is the latest example of our company's policy of leveraging diversity to help achieve a more well-rounded predation business model.""]"
101,30,101_told him_the wheel_wheel_reinvent,"['told him', 'the wheel', 'wheel', 'reinvent', 'reinvent the', 'to reinvent', 'told', 'him', 'him not', 'not to']","['if i\'ve told him once, i\'ve told him a thousand times, ""stop trying to reinvent the wheel!""', 'i told him to go reinvent the wheel.', 'i told him not to reinvent the wheel - he listened']"
102,30,102_phone_call_iphone_cell,"['phone', 'call', 'iphone', 'cell', 'uber', 'cellphone', 'smart phone', 'iphone he', 'an iphone', 'his phone']","['the instructions on how to leave the crib were not listed on his smart phone .', 'fred bucks the ‘don’t bronk and phone phone’ rule.', 'mr. uber, i called you here to practice my therapy skills. why do you want to be a ""smart phone"" instead?']"
103,30,103_jack_jump_something_ripper,"['jack', 'jump', 'something', 'ripper', 'jack be', 'the ripper', 'flap', 'billy', 'jack the', 'my friend']","['sorry pal, i just talked to jack the ripper. not going for his program either, now git !!!!', 'you guys know my husband jack. he tried to turn himself into a pickle after watching rick and morty with our son bobby, but something went wrong.', 'jack be nimble and jack be quick!!!']"
104,29,104_henry_mancini_boom_henry henry,"['henry', 'mancini', 'boom', 'henry henry', 'henry is', 'why can', 'will', 'latest', 'roll', 'zoo will']","[""henry, if he's getting so big that i don't think we can keep him any more why can't we just get a dog or a cat. maybe the zoo will take him. he is eating a ton. oh i will not go on but!"", 'henry is reinventing the wheel again.', 'oh, henry mancini!"" (please underline the word henry.']"
105,29,105_trump_anti_anti trump_gays,"['trump', 'anti', 'anti trump', 'gays', 'blacks', 'not everything', 'trump gays', 'gays blacks', 'you trump', 'everything']","['so what if you predicted that trump would win? ""i told you so"" doesn\'t fix everything.', ""remember our motto: 'anti-trump. gays. blacks. feminists. anti-trump. gays. blacks. fem...."", 'trump.']"
106,28,106_beam_scotty_scottie_beam me,"['beam', 'scotty', 'scottie', 'beam me', 'beam him', 'me up', 'said beam', 'up scotty', 'kirk', 'up']","[""i thought he said 'beam me up a scottie.'"", 'i said, “scotty – beam him up” – not “beam up a scotty!”', 'he said beam me up scotty, not beam up a scottie!']"
107,27,107_sweet_look sweet_he looks_look,"['sweet', 'look sweet', 'he looks', 'look', 'sweet don', 'he sweet', 'doesn look', 'looks', 'sweet as', 'sweet he']","[""honey, don't get too close...he doesn't look sweet"", ""i hope he's sweet."", ""he doesn't look sweet to me.""]"
108,27,108_lion_the lion_den_lion to,"['lion', 'the lion', 'den', 'lion to', 'lion tamer', 'lion king', 'tamer', 'daniel', 'head', 'his lion']","['honestly, honey, i doubt if the lion king will let out a roar, even if you do find that nail in the wall to hang him on.', 'daniel, i said ""the lion\'s in the den"" not ""put your head in the lion""', 'blessed is the lion whom the man devours, for that lion will become man. but cursed is the man whom the lion devours, for that man shall become lion.']"
109,26,109_the fastest_fastest_down_up he,"['the fastest', 'fastest', 'down', 'up he', 'down he', 'goes down', 'always takes', 'takes', 'takes the', 'always']","['he always posts the fastest time in the group.', ""yes, joe, and grog is one of the fastest players we've seen in years."", 'he always takes the fastest way!']"
110,26,110_buns_anaconda_bun_hun,"['buns', 'anaconda', 'bun', 'hun', 'buns hun', 'anaconda don', 'want none', 'none unless', 'man bun', 'none']","['my anaconda don’t want none unless you got insurance hon', 'this is where i tell most patients, ""the anaconda don\'t want none unless you got buns hun.""', ""my anaconda don't want none unless you got buns, hun. you other brothers can't deny it.""]"
111,26,111_snake_snake oil_oil_was snake,"['snake', 'snake oil', 'oil', 'was snake', 'the snake', 'snake in', 'oil salesman', 'salesman', 'each day', 'your']","['so at this health fare one salesperson """"our snake oil will do it"" and the guy at the next booth shouted ""why not try the snake?""', 'well mr. myers it appears that you are suffering from ring snake and the only way for it to go away is to put some of this cream on but there is a chance the snake might bite but if you dont each day the snake squeezes more each day.', 'my husband was a snake oil salesman']"
112,26,112_boys_shop boys_pet shop_beach boys,"['boys', 'shop boys', 'pet shop', 'beach boys', 'pet', 'shop', 'the pet', 'beach', 'band', 'the animals']","['geez, not another pet shop boys cover band!', 'i thought we asked for the pet shop boys', 'the pet shop boys']"
