caption,mean,precision,votes,not_funny,somewhat_funny,funny,funny_score_scaled,funny_group,topic_nb,aggregated_topic
Ha! Bet you can't beat that!,1.2790697674418603,0.0564600091894588,86,65,18,3,25.640552995391705,mid_funny,10,death_grim_reaper_afterlife
What happens when an unstoppable force meets Dave from accounting?,1.2790697674418603,0.0564600091894588,86,65,18,3,25.640552995391705,mid_funny,1,checkmate_win_lose
"I already sold my soul to the Devil for five illegal moves, and this is only the first one.",1.2696629213483146,0.0499336765017729,89,66,22,1,25.640552995391705,mid_funny,-1,misc
"Win all you want, mate, but the last checkmate is mine.",1.2894736842105263,0.0494083677622088,114,85,25,4,25.640552995391705,mid_funny,0,checkmate_win_lose
"White man makes fatal mistake, will be given 200 more chances",1.2912621359223302,0.0545494812919991,103,78,20,5,25.622119815668203,mid_funny,28,color_choice_white_black
It's your move. I have mate in seventy years.,1.2912621359223302,0.0545494812919991,103,78,20,5,25.622119815668203,mid_funny,23,time_endgame_clock
Ha! Checkmate!  And there's nothing you can do about it.,1.2962962962962965,0.0546540446817935,108,82,20,6,25.622119815668203,mid_funny,0,checkmate_win_lose
Woo Hoo! thats one less state with the death penalty,1.2840909090909092,0.0581607320397633,88,67,17,4,25.622119815668203,mid_funny,7,bureaucracy_taxes_insurance
And I won fair and square this time!,1.2962962962962965,0.0546540446817935,108,82,20,6,25.622119815668203,mid_funny,1,checkmate_win_lose
Death can't be beckoning.  The pandemic is over.,1.2840909090909092,0.0581607320397633,88,67,17,4,25.622119815668203,mid_funny,-1,misc
Winner winner chicken dinner,1.2975206611570247,0.0506767263363831,121,91,24,6,25.622119815668203,mid_funny,3,checkmate_win_lose
"Golly, you sure are awful at chess Justice Alito",1.3015873015873016,0.0507340920659631,126,95,24,7,25.622119815668203,mid_funny,20,pop_culture
"Maybe it is beginner's luck, but it's still checkmate.",1.2727272727272727,0.0472238619681199,99,73,25,1,25.622119815668203,mid_funny,0,checkmate_win_lose
"So, how's the family doing? Still killing people?",1.28125,0.0527804227561298,96,72,21,3,25.622119815668203,mid_funny,-1,misc
IPO by SPAC,1.2727272727272727,0.0472238619681199,99,73,25,1,25.622119815668203,mid_funny,7,bureaucracy_taxes_insurance
"Not a smart move Bub. You're now on my next dance
card.",1.2912621359223302,0.0545494812919991,103,78,20,5,25.622119815668203,mid_funny,2,chess_mechanics_pieces
"And that’s checkmate. If anyone asks if I cheated death, you tell them I beat you fair and square!",1.293103448275862,0.0505104994196329,116,87,24,5,25.622119815668203,mid_funny,0,checkmate_win_lose
I love your Lord of the Rings cosplay.,1.2882882882882882,0.0502041489770579,111,83,24,4,25.6036866359447,mid_funny,-1,misc
Now it's MY turn to play black!,1.2882882882882882,0.0502041489770579,111,83,24,4,25.6036866359447,mid_funny,28,color_choice_white_black
"You know, you looked a lot different in The Queen’s Gambit.",1.2882882882882882,0.0502041489770579,111,83,24,4,25.6036866359447,mid_funny,11,pop_culture
Sudden Death -- Karma's a bitch!,1.3291139240506329,0.0519265524051951,158,122,20,16,25.6036866359447,mid_funny,22,death_grim_reaper_afterlife
At least I can tell Grandpa I took you first.,1.2830188679245282,0.0497156640936045,106,79,24,3,25.6036866359447,mid_funny,-1,misc
You sure you understood what I just showed you? Okay! Now you know what to do when chess masters will challenge you with a match of chess to save themselves from death,1.2882882882882882,0.0502041489770579,111,83,24,4,25.6036866359447,mid_funny,5,chess_life_game
You certainly fit in with the Met Gala theme this year.,1.2830188679245282,0.0497156640936045,106,79,24,3,25.6036866359447,mid_funny,-1,misc
Who said we were playing until sudden death?,1.2989690721649485,0.0607176236566481,97,75,15,7,25.6036866359447,mid_funny,22,death_grim_reaper_afterlife
You don't want to beat me.,1.2857142857142858,0.0464413061978059,119,88,28,3,25.6036866359447,mid_funny,10,death_grim_reaper_afterlife
Maybe checkers is more your game.,1.2857142857142858,0.0542725354129256,98,74,20,4,25.6036866359447,mid_funny,-1,misc
Volodymyr outwits Vlad once more,1.2903225806451613,0.0468999548290518,124,92,28,4,25.6036866359447,mid_funny,30,pop_culture
Ha! The Devil said the same thing when I beat him in that fiddle contest.,1.2882882882882882,0.0502041489770579,111,83,24,4,25.6036866359447,mid_funny,-1,misc
Not so tough without your sickle now are you?,1.2882882882882882,0.0502041489770579,111,83,24,4,25.6036866359447,mid_funny,-1,misc
"Ha, I take probiotics. Checkmate",1.2857142857142858,0.0542725354129256,98,74,20,4,25.6036866359447,mid_funny,0,checkmate_win_lose
Two-move checkmate! How can you live with yourself?,1.2815533980582523,0.050539589343654,103,77,23,3,25.5852534562212,mid_funny,-1,misc
"That’s why it’s called queens gambit, stupid. You chose to sacrifice.",1.275229357798165,0.0449100729294815,109,80,28,1,25.5852534562212,mid_funny,11,pop_culture
"Yes. I know I'm beating you to death. But, what are you gonna do about it?",1.2727272727272727,0.0553493529247949,88,66,18,3,25.5852534562212,mid_funny,10,death_grim_reaper_afterlife
Checkmate! Now your are mine!,1.29,0.0555868598672293,100,76,19,5,25.5852534562212,mid_funny,0,checkmate_win_lose
Your clock just ran out of time,1.2727272727272727,0.0529369233082146,88,66,20,2,25.5852534562212,mid_funny,15,time_endgame_clock
"In Tijuana we call it, ""Gambito de la Muerto.",1.2727272727272727,0.0529369233082146,88,66,20,2,25.5852534562212,mid_funny,13,pop_culture
Checkmate! Now make me a bluesman!,1.3035714285714286,0.0564946748015597,112,86,18,8,25.5852534562212,mid_funny,0,checkmate_win_lose
"I gave all of my money to charity, so take that Ghost of Christmas Future!!!",1.2815533980582523,0.050539589343654,103,77,23,3,25.5852534562212,mid_funny,-1,misc
Good news- you won. Bad news- see you next week.,1.2920353982300885,0.0513432339776626,113,85,23,5,25.5852534562212,mid_funny,-1,misc
"Checkmate!  I win!  
What do you mean, you always win in the end?",1.2920353982300885,0.0513432339776626,113,85,23,5,25.5852534562212,mid_funny,0,checkmate_win_lose
Check! And I’m willing to accept a draw.,1.2966101694915255,0.0515011818053739,118,89,23,6,25.5852534562212,mid_funny,26,deals_bets_rematches
You can go to hell.,1.287037037037037,0.0510379051440824,108,81,23,4,25.5852534562212,mid_funny,-1,misc
Ok Fred.  You win but I still have the last move.,1.287037037037037,0.0510379051440824,108,81,23,4,25.5852534562212,mid_funny,2,chess_mechanics_pieces
Quit smoking...Check,1.297709923664122,0.0480930011261145,131,98,27,6,25.5852534562212,mid_funny,4,checkmate_win_lose
"And I believe in re-incarnation, checkmate!",1.2727272727272727,0.0529369233082146,88,66,20,2,25.5852534562212,mid_funny,0,checkmate_win_lose
"But you don't understand, I won.",1.2966101694915255,0.0515011818053739,118,89,23,6,25.5852534562212,mid_funny,3,checkmate_win_lose
"Ha, checkmate! Whatta ya gonna do about THAT?!",1.2755102040816326,0.0497851733465476,98,73,23,2,25.566820276497698,mid_funny,0,checkmate_win_lose
"You have to trust me that it’s checkmate, even though you can’t see the board.",1.2777777777777777,0.0548013727599407,90,68,19,3,25.566820276497698,mid_funny,0,checkmate_win_lose
"Nice move.  But I'm about to take a lot more than your Queen.  

Mike Rossi, Hackettstown, NJ",1.2956521739130435,0.0523642599473044,115,87,22,6,25.566820276497698,mid_funny,12,chess_mechanics_pieces
Maybe next time you wont smirk when I say ‘Sicilian Defense!’,1.2755102040816326,0.0497851733465476,98,73,23,2,25.566820276497698,mid_funny,-1,misc
"Haha, you better check, mate!",1.3,0.0523936831995583,120,91,22,7,25.566820276497698,mid_funny,4,checkmate_win_lose
A grim move Reaper; checkmate.,1.304,0.0523314498667989,125,95,22,8,25.566820276497698,mid_funny,-1,misc
I insist on a rematch. At my place.,1.3,0.0523936831995583,120,91,22,7,25.566820276497698,mid_funny,26,deals_bets_rematches
HA! Checkmate! Looks like you're out of moves Mister...what did you say your name was?,1.2926829268292683,0.0486136023078385,123,92,26,5,25.566820276497698,mid_funny,-1,misc
Turns out you can outsmart Death,1.290909090909091,0.0522160369970326,110,83,22,5,25.566820276497698,mid_funny,1,checkmate_win_lose
HA!  Now let's see you twerk!,1.2777777777777777,0.0548013727599407,90,68,19,3,25.566820276497698,mid_funny,-1,misc
Oh . . . ! You do mind . . . .,1.2941176470588236,0.0567484911101306,102,78,18,6,25.566820276497698,mid_funny,-1,misc
Dude. I’ve seen The Seventh Seal like a zillion times.,1.2777777777777777,0.0548013727599407,90,68,19,3,25.566820276497698,mid_funny,25,pop_culture
That’s my killer Queen.,1.2881355932203389,0.0482966335743,118,88,26,4,25.5483870967742,mid_funny,12,chess_mechanics_pieces
I call that move ‘The Vaccine.’ Checkmate.,1.2881355932203389,0.0497737819163303,118,88,24,5,25.5483870967742,mid_funny,24,pop_culture
I simply kill at chess.,1.2777777777777777,0.0471282125742677,108,80,26,2,25.5483870967742,mid_funny,5,chess_life_game
Avoided death without even cheating!,1.296,0.0495450267677731,125,94,25,6,25.5483870967742,mid_funny,1,checkmate_win_lose
Whadday say — two outa three?,1.2777777777777777,0.0471282125742677,108,80,26,2,25.5483870967742,mid_funny,8,deals_bets_rematches
I win! You have to suck my dick.,1.2946428571428572,0.053268933614933,112,85,21,6,25.5483870967742,mid_funny,-1,misc
"In chess, it's a disadvantage to be on the dark side!",1.28,0.0514045157785212,100,75,22,3,25.5483870967742,mid_funny,5,chess_life_game
I just remembered I’m a nihilistic atheist.,1.28,0.0514045157785212,100,75,22,3,25.5483870967742,mid_funny,-1,misc
"I know I said I'd rather die than learn to play chess, but I kid!",1.2705882352941176,0.0539432093065017,85,64,19,2,25.5483870967742,mid_funny,5,chess_life_game
"We started this game when you were 5,Billy.",1.3064516129032258,0.053927104681296,124,95,20,9,25.529953917050694,mid_funny,6,chess_life_game
BAM!  Checkmate!  An immortal game!,1.3025210084033614,0.0541072247901926,119,91,20,8,25.529953917050694,mid_funny,-1,misc
Checkmate? Welcome to my world!,1.2897196261682242,0.0531320984874778,107,81,21,5,25.529953917050694,mid_funny,0,checkmate_win_lose
Aaha! I've never seen a Bergman film.,1.2869565217391303,0.0490414874278781,115,86,25,4,25.529953917050694,mid_funny,13,pop_culture
Check out this pale horse!,1.2843137254901962,0.0528317714507545,102,77,21,4,25.529953917050694,mid_funny,-1,misc
Check mate! Give my kids back!,1.2843137254901962,0.0528317714507545,102,77,21,4,25.529953917050694,mid_funny,4,checkmate_win_lose
"And no, I'm not going for best two out of three.",1.2826086956521738,0.0564224199975994,92,70,18,4,25.529953917050694,mid_funny,8,deals_bets_rematches
"That's cheating, Death",1.2982456140350878,0.0542121516998473,114,87,20,7,25.529953917050694,mid_funny,1,checkmate_win_lose
CHECKMATE! Now hand and over the scythe!,1.2982456140350878,0.0542121516998473,114,87,20,7,25.529953917050694,mid_funny,32,death_grim_reaper_afterlife
Checkmate! Now bring Nona back to life.,1.2941176470588236,0.0550114004776434,102,77,19,5,25.529953917050694,mid_funny,0,checkmate_win_lose
"Let's play taxes. Heads, I win. Tails, you lose. Your move!",1.2982456140350878,0.0542121516998473,114,87,20,7,25.529953917050694,mid_funny,7,bureaucracy_taxes_insurance
Same time tomorrow?,1.2826086956521738,0.0564224199975994,92,70,18,4,25.529953917050694,mid_funny,-1,misc
I don’t think you understand the end game here,1.2625,0.0526023715593782,80,60,19,1,25.51152073732719,mid_funny,17,time_endgame_clock
If it’s the last thing I do,1.290598290598291,0.0501395474693249,117,88,24,5,25.51152073732719,mid_funny,2,chess_mechanics_pieces
"""Cards instead. Death, do you have any sevens?",1.2857142857142858,0.0498204166044939,112,84,24,4,25.51152073732719,mid_funny,8,deals_bets_rematches
"Mate, Mate",1.2783505154639174,0.0523138740468671,97,73,21,3,25.51152073732719,mid_funny,4,checkmate_win_lose
Ha! Checkmate.  Want to go double-my-lifespan or nothing?,1.2950819672131149,0.0503187571270763,122,92,24,6,25.51152073732719,mid_funny,23,time_endgame_clock
Move already. I don't have all night.,1.3097345132743363,0.0590694351562152,113,88,15,10,25.51152073732719,mid_funny,2,chess_mechanics_pieces
"Ya, I watched the way you played that knight.",1.2923076923076924,0.0469030818518126,130,97,28,5,25.51152073732719,mid_funny,33,death_grim_reaper_afterlife
You've been demoted to checkers.,1.2783505154639174,0.0523138740468671,97,73,21,3,25.51152073732719,mid_funny,-1,misc
"Call that one a fools', mate.",1.2828282828282829,0.053798995331334,99,75,20,4,25.493087557603687,mid_funny,4,checkmate_win_lose
"Slava Ukraini, you demented bastard!",1.2828282828282829,0.053798995331334,99,75,20,4,25.493087557603687,mid_funny,-1,misc
Looks like life is a game of chess after all.,1.2808988764044944,0.0575920545822694,89,68,17,4,25.493087557603687,mid_funny,5,chess_life_game
Trump is evil!  Checkmate.,1.2972972972972974,0.0551887455953859,111,85,19,7,25.493087557603687,mid_funny,0,checkmate_win_lose
"Checkmate... and regards from my teacher, Max von Sydow.",1.2782608695652171,0.0454619917140815,115,85,28,2,25.493087557603687,mid_funny,0,checkmate_win_lose
"I don’t like this cartoon, and I’m not going to submit a caption!",1.2972972972972974,0.0551887455953859,111,85,19,7,25.493087557603687,mid_funny,-1,misc
Checkmate! Gotcha! You can’t take me yet!!,1.2833333333333334,0.046114176492442,120,89,28,3,25.493087557603687,mid_funny,0,checkmate_win_lose
"Sorry Ted, you’re like everyone else, just a pawn.",1.2717391304347827,0.0515021856246871,92,69,21,2,25.493087557603687,mid_funny,31,chess_life_game
Checkmate!  Take that Stygian King.,1.2717391304347827,0.0515021856246871,92,69,21,2,25.493087557603687,mid_funny,-1,misc
"Take that, mister ""Death always wins in the end""!",1.2913385826771653,0.047576218749342,127,95,27,5,25.493087557603687,mid_funny,36,death_grim_reaper_afterlife
You're sure that's the right move?,1.2682926829268293,0.0550075423582234,82,62,18,2,25.493087557603687,mid_funny,2,chess_mechanics_pieces
Ha! Checkmate! Wha'cha got up your sleeve now?,1.27,0.0468287229478799,100,74,25,1,25.493087557603687,mid_funny,18,checkmate_win_lose
HGH takes Queen!,1.2682926829268293,0.0550075423582234,82,62,18,2,25.493087557603687,mid_funny,12,chess_mechanics_pieces
"Ha! I guess beating death isn’t that hard! Now, about those midterm elections…",1.2894736842105263,0.0509552960942301,114,86,23,5,25.474654377880185,mid_funny,10,death_grim_reaper_afterlife
Check under these robes. See a face that cares...mate?,1.2738095238095235,0.0570633171799703,84,64,17,3,25.474654377880185,mid_funny,18,checkmate_win_lose
"Rock, scissors, paper?",1.2844036697247707,0.0506360212314772,109,82,23,4,25.474654377880185,mid_funny,-1,misc
Opp’s…. Just kidding.,1.2872340425531914,0.0558258650434946,94,71,18,4,25.474654377880185,mid_funny,-1,misc
"Checkmate! — unless you consider income disparity, white privilege and raw political power as cheating!",1.2844036697247707,0.0522867221334644,109,82,21,5,25.474654377880185,mid_funny,7,bureaucracy_taxes_insurance
"Sorry, you lose. Our agreement was that we must remain seated at all times.",1.2871287128712872,0.0551085942577257,101,77,19,5,25.474654377880185,mid_funny,3,checkmate_win_lose
Good game. Let’s shake on it.,1.2871287128712872,0.0551085942577257,101,77,19,5,25.474654377880185,mid_funny,-1,misc
In your face!,1.2738095238095235,0.0570633171799703,84,64,17,3,25.474654377880185,mid_funny,19,body_parts
And THATS canasta!!!,1.2765957446808511,0.0532715023918949,94,71,20,3,25.474654377880185,mid_funny,-1,misc
"Dude, this ain't Wordle",1.2765957446808511,0.0532715023918949,94,71,20,3,25.474654377880185,mid_funny,-1,misc
Do you really think that's checkmate?,1.2844036697247707,0.0506360212314772,109,82,23,4,25.474654377880185,mid_funny,0,checkmate_win_lose
"I won again! And no, I wasn’t cheating, Death.",1.286885245901639,0.0472513826005594,122,91,27,4,25.474654377880185,mid_funny,1,checkmate_win_lose
Check and mate! Now you owe ME 2 lives!,1.2738095238095235,0.0570633171799703,84,64,17,3,25.474654377880185,mid_funny,4,checkmate_win_lose
"Yes, that's right, the game is over.",1.2727272727272727,0.0493582435107851,99,74,23,2,25.456221198156683,mid_funny,-1,misc
"You checkmate, I terminate.",1.2857142857142858,0.0479502322690477,119,89,26,4,25.456221198156683,mid_funny,0,checkmate_win_lose
How's that for white privilege?,1.2912621359223302,0.0562673379353042,103,79,18,6,25.456221198156683,mid_funny,28,color_choice_white_black
Bergman is an idiot!,1.3082706766917294,0.0524849044988447,133,102,21,10,25.456221198156683,mid_funny,13,pop_culture
"Just because it's all black or white, doesn't make it easy.",1.2788461538461535,0.0501244358391289,104,78,23,3,25.456221198156683,mid_funny,28,color_choice_white_black
Carefull now. That move could be fatal.,1.2658227848101269,0.0561355894331226,79,60,17,2,25.456221198156683,mid_funny,2,chess_mechanics_pieces
Oh how the turntables have turned.,1.2658227848101269,0.0561355894331226,79,60,17,2,25.456221198156683,mid_funny,-1,misc
They didn’t teach you this move in hell?,1.2788461538461535,0.0501244358391289,104,78,23,3,25.456221198156683,mid_funny,2,chess_mechanics_pieces
Hahaha! I don’t know how to play either! Let’s just knock ‘em all down!,1.2727272727272727,0.0493582435107851,99,74,23,2,25.456221198156683,mid_funny,6,chess_life_game
Checkmate. Now take a holiday.,1.2903225806451613,0.0603493126899022,93,72,15,6,25.456221198156683,mid_funny,0,checkmate_win_lose
Checkmate!  And now….,1.2747252747252746,0.0542817100449603,91,69,19,3,25.43778801843318,mid_funny,0,checkmate_win_lose
"This move is called gotcha this time,mate.",1.2840909090909092,0.0603647560357437,88,68,15,5,25.43778801843318,mid_funny,2,chess_mechanics_pieces
Checkmate! I recover!,1.2772277227722773,0.0509684660444901,101,76,22,3,25.43778801843318,mid_funny,0,checkmate_win_lose
No worries! Best two out of three?,1.2747252747252746,0.0542817100449603,91,69,19,3,25.43778801843318,mid_funny,8,deals_bets_rematches
Ok so you may have cheated death but your next opponent is taxes!,1.275229357798165,0.0467633330274784,109,81,26,2,25.43778801843318,mid_funny,7,bureaucracy_taxes_insurance
"Checkmate!” “Hmmmm, ditto!",1.275229357798165,0.0467633330274784,109,81,26,2,25.43778801843318,mid_funny,0,checkmate_win_lose
Checkmate.  I've got 40 more years.,1.2892561983471074,0.0490094955224716,121,91,25,5,25.43778801843318,mid_funny,23,time_endgame_clock
"Ok here’s the deal, if I win I’m giving back your mother in law",1.280701754385965,0.0474611959261788,114,85,26,3,25.43778801843318,mid_funny,-1,misc
"Ha ha! You're so busy reaping, you overlooked O-OQa5, the Lazarus Defense!",1.2920353982300885,0.0528597719270531,113,86,21,6,25.43778801843318,mid_funny,9,death_grim_reaper_afterlife
This motherfucker…,1.2952380952380953,0.0572952790117537,105,81,17,7,25.43778801843318,mid_funny,-1,misc
Ha! Humanity is saved!,1.2747252747252746,0.0542817100449603,91,69,19,3,25.43778801843318,mid_funny,-1,misc
Whites moves first. And last! Welcome to America!,1.2936507936507935,0.0492063492063492,126,95,25,6,25.43778801843318,mid_funny,28,color_choice_white_black
Queen to Dark Castle.,1.288888888888889,0.0616956495196301,90,70,14,6,25.419354838709676,mid_funny,-1,misc
I guess that's deathmate,1.2674418604651163,0.0534050382777472,86,65,19,2,25.419354838709676,mid_funny,0,checkmate_win_lose
What are you doing after this? I know a place that makes great soul food.,1.2956521739130435,0.0538012176546738,115,88,20,7,25.419354838709676,mid_funny,21,death_grim_reaper_afterlife
"How about a game of Scrabble next, before you get to work?!",1.2795698924731185,0.0558950951678806,93,71,18,4,25.419354838709676,mid_funny,-1,misc
"On behalf of the Western World, that's Check Mate Putin!",1.2842105263157897,0.0573063864234438,95,73,17,5,25.400921658986174,mid_funny,30,pop_culture
HAH! Beat that!,1.3,0.0508133019175008,130,99,23,8,25.400921658986174,mid_funny,-1,misc
"Ah, yes, but wait till you see my counter. Scythe takes Josh.",1.2727272727272727,0.0553493529247949,88,67,18,3,25.400921658986174,mid_funny,32,death_grim_reaper_afterlife
Aha. Now you know what it really feels like to be dead. Check and mate my friend.,1.2755102040816326,0.051855153272077,98,74,21,3,25.400921658986174,mid_funny,4,checkmate_win_lose
Hah! I get to live and you have to do the dishes!,1.2881355932203389,0.0497737819163303,118,89,24,5,25.400921658986174,mid_funny,-1,misc
"Checkmate! Now, hand over the scythe.",1.2842105263157897,0.0573063864234438,95,73,17,5,25.400921658986174,mid_funny,32,death_grim_reaper_afterlife
: It was at that moment that Carl realized that he just beat death,1.2881355932203389,0.0497737819163303,118,89,24,5,25.400921658986174,mid_funny,1,checkmate_win_lose
It’s not the sacrifice you hoped for.,1.2727272727272727,0.0553493529247949,88,67,18,3,25.400921658986174,mid_funny,31,chess_life_game
How Dick Clark did it.,1.2815533980582523,0.0523890971493569,103,78,21,4,25.400921658986174,mid_funny,2,chess_mechanics_pieces
One more time. Double or nothing!,1.2815533980582523,0.0523890971493569,103,78,21,4,25.400921658986174,mid_funny,-1,misc
I love Sudden Death Chess. Pay Up!,1.2727272727272727,0.0553493529247949,88,67,18,3,25.400921658986174,mid_funny,5,chess_life_game
"Well I've got time to kill, let's play this till the end",1.2991452991452992,0.0546469488292887,117,90,19,8,25.400921658986174,mid_funny,-1,misc
I guess everyone is blind to manipulative bishops.,1.2755102040816326,0.051855153272077,98,74,21,3,25.400921658986174,mid_funny,29,chess_mechanics_pieces
Looks like you’re doing my taxes.,1.3037037037037038,0.0507261522083368,135,103,23,9,25.400921658986174,mid_funny,7,bureaucracy_taxes_insurance
"Checkmate??  No, I meant checkers - checkers!  How about a nice friendly game of checkers?",1.28,0.0533333333333333,100,76,20,4,25.382488479262676,mid_funny,-1,misc
"But, I invented this game.",1.2637362637362637,0.04900764893868,91,68,22,1,25.382488479262676,mid_funny,6,chess_life_game
Not the black knight!  Take the queen!,1.28,0.0533333333333333,100,76,20,4,25.382488479262676,mid_funny,33,death_grim_reaper_afterlife
"John Eastman said if I used this move, I win.",1.28,0.0533333333333333,100,76,20,4,25.382488479262676,mid_funny,2,chess_mechanics_pieces
The Seventh Seal? Is that a movie?,1.2777777777777777,0.0570340104368551,90,69,17,4,25.382488479262676,mid_funny,25,pop_culture
"Because I could not stop for Death, he kindly stopped for me.",1.28,0.0533333333333333,100,76,20,4,25.382488479262676,mid_funny,-1,misc
Narcanned again! Best of 7?,1.2702702702702702,0.0442351432991219,111,82,28,1,25.382488479262676,mid_funny,8,deals_bets_rematches
Checkmate! Now what are you going to do?,1.28,0.0533333333333333,100,76,20,4,25.382488479262676,mid_funny,0,checkmate_win_lose
Ingmar Bergman got it wrong!,1.288659793814433,0.0585454468639203,97,75,16,6,25.382488479262676,mid_funny,13,pop_culture
"Rookie mistake, I am not your mate.",1.2907801418439715,0.0444931003293748,141,105,31,5,25.382488479262676,mid_funny,4,checkmate_win_lose
"I must warn you, I can be a bit of a sore loser",1.303448275862069,0.0482690197668875,145,110,26,9,25.382488479262676,mid_funny,-1,misc
I refuse to permit you to make the winning move!,1.2857142857142858,0.0536476868713436,105,80,20,5,25.382488479262676,mid_funny,2,chess_mechanics_pieces
Your breath stinks!,1.2688172043010753,0.0510291122856655,93,70,21,2,25.364055299539174,mid_funny,19,body_parts
"Another foolish move, Mr Reaper...how about you tell me why you're really here...",1.290598290598291,0.0515881424045915,117,89,22,6,25.364055299539174,mid_funny,9,death_grim_reaper_afterlife
Why do you get to be black?,1.2843137254901962,0.0546382021610307,102,78,19,5,25.364055299539174,mid_funny,28,color_choice_white_black
Your king for my life.,1.2843137254901962,0.0546382021610307,102,78,19,5,25.364055299539174,mid_funny,14,chess_mechanics_pieces
"Checkmate, Death! Wanna play again?",1.2818181818181815,0.0502401541718611,110,83,23,4,25.364055299539174,mid_funny,-1,misc
Would you like to rethink that checkmate?,1.2982456140350878,0.0556256486438787,114,88,18,8,25.364055299539174,mid_funny,0,checkmate_win_lose
welcome to the dark side,1.2950819672131149,0.0516474618514558,122,93,22,7,25.364055299539174,mid_funny,33,death_grim_reaper_afterlife
Did you just try to cheat Death?!,1.2796610169491525,0.0464369980492122,118,88,27,3,25.364055299539174,mid_funny,1,checkmate_win_lose
Now who's surprised by the end?,1.2923076923076924,0.0481576543404545,130,98,26,6,25.364055299539174,mid_funny,17,time_endgame_clock
You blinked!,1.2818181818181815,0.0502401541718611,110,83,23,4,25.364055299539174,mid_funny,-1,misc
"Aw, don't be a sore loser.",1.2983870967741935,0.0524508670840135,124,95,21,8,25.34562211981567,mid_funny,-1,misc
I trust my move will not effect your next move.,1.2954545454545454,0.0489759064527206,132,100,25,7,25.34562211981567,mid_funny,2,chess_mechanics_pieces
"Aha, no escape! New game?",1.2736842105263158,0.0527881210617628,95,72,20,3,25.34562211981567,mid_funny,6,chess_life_game
I might be dead but I'll have to check.,1.2613636363636365,0.0498019016714054,88,66,21,1,25.34562211981567,mid_funny,4,checkmate_win_lose
Your Mom says hello,1.276190476190476,0.0497157452805264,105,79,23,3,25.34562211981567,mid_funny,-1,misc
Are you suggesting that I would cheat Death ?,1.2833333333333334,0.0490574083945944,120,90,24,5,25.34562211981567,mid_funny,1,checkmate_win_lose
Now we’re even.,1.276190476190476,0.0497157452805264,105,79,23,3,25.34562211981567,mid_funny,-1,misc
I've just won the game of Life!,1.2764227642276422,0.0436579049278089,123,91,30,2,25.34562211981567,mid_funny,6,chess_life_game
You might want to reconsider that move . . .,1.2705882352941176,0.0564799245316686,85,65,17,3,25.34562211981567,mid_funny,2,chess_mechanics_pieces
I’m afraid I have the next move.,1.2954545454545454,0.0489759064527206,132,100,25,7,25.34562211981567,mid_funny,2,chess_mechanics_pieces
That's it. It's over. That's a Bergman.,1.2872340425531914,0.0597836801030584,94,73,15,6,25.34562211981567,mid_funny,13,pop_culture
"You bet your life I won!
Don't be so grim.",1.2653061224489797,0.0471154479345787,98,73,24,1,25.34562211981567,mid_funny,9,death_grim_reaper_afterlife
Check mate!  I suppose you'll be back for a rematch.,1.2736842105263158,0.0527881210617628,95,72,20,3,25.34562211981567,mid_funny,26,deals_bets_rematches
"OK, you win. You have until you spell 'pyrrhic victory'",1.2884615384615383,0.0557940121604178,104,80,18,6,25.34562211981567,mid_funny,-1,misc
"Really? There? Alright, it’s your funeral.",1.2828282828282829,0.0556819087491334,99,76,18,5,25.327188940092167,mid_funny,-1,misc
Ha! Mate!  Now give us back Prince!,1.2758620689655171,0.0582412994660093,87,67,16,4,25.327188940092167,mid_funny,12,chess_mechanics_pieces
"Don't kill me for saying so, but you're a lousy chess player.",1.2783505154639174,0.0543278754424824,97,74,19,4,25.327188940092167,mid_funny,5,chess_life_game
Now that’s an inmortal game!,1.2985074626865671,0.0497213092153392,134,102,24,8,25.327188940092167,mid_funny,6,chess_life_game
I would think twice before you say checkmate.,1.286885245901639,0.0486639101855609,122,92,25,5,25.327188940092167,mid_funny,0,checkmate_win_lose
Checkmate! And don't say we now have to play checkers to decide my fate!,1.27,0.0489382212074519,100,75,23,2,25.327188940092167,mid_funny,0,checkmate_win_lose
If Mother Earth could play chess against humans,1.2666666666666666,0.0519290786889498,90,68,20,2,25.327188940092167,mid_funny,5,chess_life_game
Common arm wrestle me,1.280373831775701,0.0510762195313633,107,81,22,4,25.327188940092167,mid_funny,3,checkmate_win_lose
Fortune favors the bold,1.2666666666666666,0.0519290786889498,90,68,20,2,25.327188940092167,mid_funny,-1,misc
And now SOMEone has to buy ME lunch!,1.27,0.0489382212074519,100,75,23,2,25.327188940092167,mid_funny,-1,misc
Checkmate! We played for my life. You screwed up with the Queen's pawn counter-gambit.,1.2727272727272727,0.0464037668316048,110,82,26,2,25.327188940092167,mid_funny,11,pop_culture
"Checkmate! Now I can jump out of the plane with no parachute, right?",1.2727272727272727,0.0464037668316048,110,82,26,2,25.327188940092167,mid_funny,-1,misc
"I don’t think so, Boney Bro!",1.2666666666666666,0.0519290786889498,90,68,20,2,25.327188940092167,mid_funny,35,body_parts
"G. Reapes: ""Damnit Joel! Stop dragging this out,my arthritis is killing me.""",1.2783505154639174,0.0543278754424824,97,74,19,4,25.327188940092167,mid_funny,13,pop_culture
Your king's dead!,1.2717391304347827,0.0537714298429854,92,70,19,3,25.308755760368662,mid_funny,14,chess_mechanics_pieces
