Topic,Count,Name,Representation,Representative_Docs
102,152,102_waiter_the waiter_our waiter_waiter he,"['waiter', 'the waiter', 'our waiter', 'waiter he', 'our', 'waiter we', 'asked', 'waiter is', 'my waiter', 'waiter for']","[""you're not our waiter!!"", 'finally! the waiter...', 'try the waiter.']"
103,151,103_tip_to tip_tips_tippers,"['tip', 'to tip', 'tips', 'tippers', 'tip he', 'tip him', 'tip your', 'forget to', 'don tip', 'tip the']","[""don't forget the tip."", ""i'm here all week--don't forget to tip your parents."", 'and don’t forget to tip your parents.']"
104,149,104_rabbit_hat_the rabbit_your hat,"['rabbit', 'hat', 'the rabbit', 'your hat', 'rabbits', 'courtroom', 'rabbit out', 'hat in', 'rabbit in', 'don care']","['don’t even think about pulling a rabbit out of your hat in my courtroom!', ""i don't care if there is a rabbit in your hat!"", ""i don't care about the rabbit in your hat.""]"
105,148,105_down_going up_up_up sir,"['down', 'going up', 'up', 'up sir', 'going', 'going down', 'down sir', 'that far', 'sir', 'far']","['going up, sir?', 'going up, sir?', 'going up, sir?']"
106,144,106_harvey_wallbanger_harvey wallbanger_wallbangers,"['harvey', 'wallbanger', 'harvey wallbanger', 'wallbangers', 'harvey wallbangers', 'the harvey', 'wallbanger harvey', 'another harvey', 'more harvey', 'wallbanger please']","['a harvey wallbanger, please.', 'another harvey wallbanger.', 'harvey wallbanger.']"
107,144,107_jagger_mick_mick jagger_dream,"['jagger', 'mick', 'mick jagger', 'dream', 'jagger is', 'of mick', 'by mick', 'recurring', 'dreams', 'stones']","[""don't tell me...mick jagger?"", 'mick jagger is out to get me.', 'mick jagger?""']"
108,144,108_feet_six feet_six_feet away,"['feet', 'six feet', 'six', 'feet away', 'away', 'feet apart', 'apart', 'stay', 'stay six', 'distance']","['six feet, man, six feet!', 'is he six feet away”', 'don’t worry. he’s six feet away.']"
109,143,109_pizza_the pizza_pepperoni_order,"['pizza', 'the pizza', 'pepperoni', 'order', 'pizza don', 'don order', 'pizza delivery', 'delivery', 'pizza from', 'your pizza']","['that’s not the pizza guy.', 'did you see the pizza delivery guy?', 'he said he was the pizza delivery guy.']"
110,140,110_dylan_bob dylan_bob_bird,"['dylan', 'bob dylan', 'bob', 'bird', 'the dylan', 'bird dylan', 'warbler', 'it dylan', 'mockingbird', 'dylan it']","['‘bob dylan is still alive?’', 'he sounds just like bob dylan!', ""but he doesn't look like bob dylan.""]"
111,138,111_bird_bird in_pigeon_bush,"['bird', 'bird in', 'pigeon', 'bush', 'the bush', 'is worth', 'worth two', 'worth', 'two in', 'the pigeon']","['you know, a bird in the band is worth two in the bush.', 'a bird in a band is worth two in the bush.”', 'i guess “a bird in the hair is worth two in the bush.”']"
112,137,112_rex_jurassic_dinosaur_dinosaurs,"['rex', 'jurassic', 'dinosaur', 'dinosaurs', 'fossil', 'jurassic park', 'lizard', 'dino', 'fossil fuels', 'park']","['i\'m not sure, mr. rex, this new ""fossil fuel"" idea might put this company under too much pressure.', ""that's what i like about you, rex. you don't think like an old fossil."", 'i don’t remember this is jurassic park']"
113,137,113_lobster_the lobster_lobster man_rock lobster,"['lobster', 'the lobster', 'lobster man', 'rock lobster', 'lobster claws', 'claws', 'lobsterhands', 'lobsters', 'edward', 'edward lobsterhands']","[""we get it, you're the rock lobster"", 'tinder said lobster boy, not lobster hands.', ""dear, i know you love lobster but do you always have to ask the waiter for the lobster's claws?""]"
114,135,114_carl_carl you_is carl_no carl,"['carl', 'carl you', 'is carl', 'no carl', 'carl and', 'carl we', 'carl the', 'about carl', 'carl ve', 'time carl']","['just say “no” carl.', 'i served with carl sagan. i knew carl sagan. carl sagan was a friend of mine. earth, you are no carl sagan.', 'no, it’s ‘see you later, carl.’ the name’s carl.']"
115,135,115_john_john but_john and_john john,"['john', 'john but', 'john and', 'john john', 'john you', 'john is', 'john he', 'sorry john', 'you john', 'john here']","['no, i don’t want to go on a w-a-l-k, john.', ""i know you hate to ask for help, john, but sooner or later you're going to need to use the john."", 'big john...big bad john.']"
116,133,116_rat_rats_mice_the rats,"['rat', 'rats', 'mice', 'the rats', 'rat race', 'the rat', 'race', 'the mice', 'the morning', 'him two']","['leave him to the rats.', 'throw him to the rats', 'feed him to the rats!']"
117,133,117_the king_all the_king_horses,"['the king', 'all the', 'king', 'horses', 'king horses', 'men', 'gin', 'horses and', 'all', 'king men']","['all the king’s horses and all the king’s men \r\ncouldn’t pour me a bottle of gin.', ""all the king's horses and all the king's men,\r\ncouldn't make me feel better than gin."", 'this drink is called ‘all the king’s horses and all the king’s men.’']"
118,133,118_doctor_dr_the doctor_proctologist,"['doctor', 'dr', 'the doctor', 'proctologist', 'patient', 'specialist', 'doctor said', 'dr frank', 'frank furter', 'furter']","[""i know men don't like to go to the doctor, but don't you think it's time that fred sees a proctologist?"", 'i keep telling him to have the doctor look at it""', 'patient: ""doctor, if this is wrong, i don\'t want to be right""\r\ndoctor: ""right...""']"
119,133,119_engine_car_problem_the problem,"['engine', 'car', 'problem', 'the problem', 'cylinders', 'the engine', 'cylinder', 'your car', 'funny', 'cars']","[""well there's your problem - you've got walter in the engine."", ""actuarily, i don't think the engine is the problem."", 'sir, your engine is in the back of the car']"
120,132,120_chef_the chef_our chef_chef is,"['chef', 'the chef', 'our chef', 'chef is', 'recipe', 'sous', 'his', 'the', 'culinary', 'cooking']","['i don’t know what he wants . the chef just said he needs to see you in the kitchen.', 'the chef sends his apologies.', ""don't worry - i know the chef""]"
121,132,121_empty_nest_empty nest_empty nester,"['empty', 'nest', 'empty nest', 'empty nester', 'nester', 'an empty', 'nest syndrome', 'syndrome', 'nester he', 'the nest']","['he can’t stand being an empty nester', ""he didn't want to be an empty nester."", ""he didn't like being an empty nester.""]"
122,132,122_base_third base_to third_third,"['base', 'third base', 'to third', 'third', 'get to', 'first base', 'to first', 'second base', 'to second', 'second']","['i might let him get to third base.', 'george wants to get to third base with me.', ""i think he's going to try to get to third base.""]"
123,131,123_king men_men_the king_king,"['king men', 'men', 'the king', 'king', 'all the', 'all', 'kings', 'the kings', 'men are', 'kings men']","[""you should see the king's men."", 'where are all the king’s men?', 'no, it was all the king’s men.']"
124,131,124_bob_bob he_is bob_meet bob,"['bob', 'bob he', 'is bob', 'meet bob', 'bob don', 'bob here', 'meet', 'welcome bob', 'this is', 'our']","[""this is bob, he's a sales monster."", ""everyone, meet bob.  he's a dentist."", 'well, i think that he is bob, bob, bobbing along.']"
125,131,125_dna_dna test_ancestry_your dna,"['dna', 'dna test', 'ancestry', 'your dna', 'the dna', 'test', 'ancestry com', 'results', 'com', 'crispr']","[""hold on lester, i don't think this is how the dna test is supposed to work."", 'your dna results shows that you are not a king.', 'your dna test is in, you are the father']"
126,127,126_of god_acts of_acts_god,"['of god', 'acts of', 'acts', 'god', 'act of', 'clause', 'act', 'god clause', 'policy', 'an act']","[""it's called an act-of-god clause."", 'of course, there is an act of god clause.', 'what\'s an act of god clause?""']"
127,127,127_uber_an uber_pool_uber eats,"['uber', 'an uber', 'pool', 'uber eats', 'lyft', 'eats', 'the uber', 'driver', 'with uber', 'your uber']","[""don't worry,uber eats is on the way."", 'your uber eats order, sir.', ""i'm his uber pool.""]"
128,125,128_surfboard_his surfboard_surf_ate his,"['surfboard', 'his surfboard', 'surf', 'ate his', 'surf board', 'ate', 'board', 'his surf', 'surfboard he', 'his']","['he thinks he is on his surfboard!', ""he thinks i'm his surfboard"", 'i ate his surfboard.']"
129,123,129_meteor_asteroid_the meteor_an asteroid,"['meteor', 'asteroid', 'the meteor', 'an asteroid', 'meteor is', 'scientists', 'the asteroid', 'fake', 'fake news', 'meteors']","['so i told them, “meteor insurance?! ha! we don’t need no stinking meteor insurance!”', ""don't believe what they're saying. the meteor is a total hoax."", ""you don't believe that story about the meteor, do you?""]"
130,122,130_island_mirage_dessert_dessert island,"['island', 'mirage', 'dessert', 'dessert island', 'that island', 'island don', 'islands', 'it mirage', 'desserted', 'desert']","['sweet island dude!', ""it's not that i don't feel lucky, i just wish we were stranded on a dessert island."", ""rick, we're on a desert island! did you just wish for a dessert island?""]"
131,122,131_arthur_king arthur_flour_merlin,"['arthur', 'king arthur', 'flour', 'merlin', 'king', 'arthur flour', 'tell arthur', 'tell king', 'tell', 'court']","['king arthur was out of flour.', 'no, i don’t use king arthur flour.', 'no! i asked for king arthur flour!']"
132,121,132_tuba_sousa_tubas_philip,"['tuba', 'sousa', 'tubas', 'philip', 'john philip', 'philip sousa', 'sousaphones', 'john', 'sousaphone', 'the tuba']","['elevator music by john philip sousa', 'is this the floor for the john philip sousa convention?', 'john philip sousa, i presume?']"
133,120,133_milk_the milk_don forget_forget,"['milk', 'the milk', 'don forget', 'forget', 'forget to', 'pick up', 'to pick', 'pick', 'milk on', 'milk don']","[""don't forget to pick up milk on the way home."", ""don't forget to  pick up milk  on your way home."", 'don\'t forget to pick up the milk.""']"
134,117,134_white_white male_male_privilege,"['white', 'white male', 'male', 'privilege', 'black', 'white guy', 'white man', 'male privilege', 'white men', 'men in']","['he is asserting his white male privilege.', ""he may be a white male, but he's our white male."", ""it's white male privilege""]"
135,116,135_extinct_species_be extinct_endangered,"['extinct', 'species', 'be extinct', 'endangered', 'endangered species', 'extinct don', 'they ll', 'they', 'worry', 'don worry']","[""don't worry, they'll soon be extinct."", ""don't worry. they will be extinct soon."", ""don't worry -- they'll be extinct before you know it!""]"
136,114,136_snake_the snake_python_your snake,"['snake', 'the snake', 'python', 'your snake', 'snake is', 'mr snake', 'snakes', 'mr', 'your', 'snake you']","[""next time, don't touch the snake!"", ""don't worry mr. johnson, the snake is going to be fine."", ""don't worry. your snake is going to be fine.""]"
137,112,137_tower_trump tower_trump_at trump,"['tower', 'trump tower', 'trump', 'at trump', 'the trump', 'trump towers', 'towers', 'building', 'tower is', 'in trump']","['welcome to trump tower.', 'trump tower” here, “trump tower” there, “trump tower” everywhere', 'trump tower""']"
138,111,138_adam_apple_eve_an apple,"['adam', 'apple', 'eve', 'an apple', 'apple day', 'so adam', 'apples', 'adam you', 'adam and', 'the apple']","[""okay, adam. i guess an apple a day didn't work."", 'adam an apple a day will keep me away', ""yes mr. adam, it's an apple a day, but not just any apple.""]"
139,110,139_mouse_mousetrap_mice_better mousetrap,"['mouse', 'mousetrap', 'mice', 'better mousetrap', 'build better', 'elon mouse', 'mouse trap', 'mighty mouse', 'build', 'elon']","['but i don’t want to build a better mousetrap', 'we have named him elon mouse', 'you had to name him elon mouse!']"
140,110,140_necking_neck_necking don_think this,"['necking', 'neck', 'necking don', 'think this', 'is what', 'necking is', 'us necking', 'by necking', 'don think', 'this necking']","[""i don't think 'necking' actually meant 'necking.'"", ""no, i don't think this is what necking is"", 'i don’t think this is what they mean by necking.']"
141,109,141_bark_barking_don bark_to bark,"['bark', 'barking', 'don bark', 'to bark', 'bark at', 'bark don', 'bark and', 'all bark', 'bite', 'dog']","['please don’t bark.', ""now you don't bark?"", ""don't bark.""]"
142,108,142_talent_mic_got talent_america got,"['talent', 'mic', 'got talent', 'america got', 'voice', 'america', 'drop', 'the mic', 'the mike', 'mike']","[""he's auditioning for america's got talent."", 'he’s ready for america’s got talent show.', ""he's ready for america's got talent!""]"
143,107,143_quarantine_the quarantine_in quarantine_quarantined,"['quarantine', 'the quarantine', 'in quarantine', 'quarantined', 'during quarantine', 'during', 'quarantine don', 'quarantine has', 'quarantine and', 'quarantine he']","[""with the quarantine, he's broadcasting from home."", 'should we tell him the quarantine is over?', 'this is god in quarantine.']"
144,107,144_funny_jokes_humor_he funny,"['funny', 'jokes', 'humor', 'he funny', 'laugh', 'not funny', 'laughing', 'problem', 'laughs', 'his jokes']","[""there's your problem right there. he's not funny."", ""he's not funny. that's your problem."", 'that there’s your problem. he’s not funny.']"
145,104,145_cave_man cave_man_cave man,"['cave', 'man cave', 'man', 'cave man', 'caveman', 'cavemen', 'the cave', 'cave men', 'the man', 'his man']","[""you're just in time to see the man cave!"", ""wow! that's a man cave."", ""i'll eat it in the man cave.""]"
146,103,146_butter_to butter_butter me_me up,"['butter', 'to butter', 'butter me', 'me up', 'butter you', 'buttered', 'sorry sir', 'of butter', 'up', 'sir']","['sir, are you trying to butter me up?', ""don't even try to butter me up."", ""don't try to butter me up.""]"
147,103,147_farm_farm to_to table_table,"['farm', 'farm to', 'to table', 'table', 'the farm', 'this farm', 'don you', 'said farm', 'table thing', 'table don']","[""i don't know about this farm-to-table thing."", 'look gary, you said ‘farm to table’ so i yelped ‘farm to table’ and now your whining about ‘farm to table,’ and i think i want a divorce.', 'it’s farm to table sir.']"
148,98,148_god_god is_god said_spell,"['god', 'god is', 'god said', 'spell', 'quote', 'god to', 'earth', 'of god', 'god god', 'spell check']","['god is dead.', 'and god said, let the waters under the heaven be gathered together unto one place, and let the dry land appear: and it was so.  this miracle occurred on day two, and absolutely nothing my opponent says will convince me otherwise.', 'what a piece of work is a man, how noble in reason, how\r\ninfinite in faculties, in form and moving how express and\r\nadmirable, in action how like an angel, in apprehension how like\r\na god! the beauty of the world, the paragon of animals—']"
149,98,149_massage_eat him_back massage_eat,"['massage', 'eat him', 'back massage', 'eat', 'symbiotic', 'gives', 'he gives', 'it symbiotic', 'shiatsu', 'foot massage']","['why not?  he gives a great back massage.', ""we'll eat him right after my back massage."", 'but he gives a great back massage...']"
150,96,150_profile_picture_like your_don look,"['profile', 'picture', 'like your', 'don look', 'profile picture', 'your profile', 'look anything', 'look', 'anything like', 'look like']","[""you don't look anything like your profile picture..."", ""you don't look anything like your profile picture."", ""you don't look anything like your profile picture.""]"
151,95,151_chest_your chest_tightness_tightness in,"['chest', 'your chest', 'tightness', 'tightness in', 'of breath', 'breath', 'heart', 'shortness', 'shortness of', 'heart attack']","['tell me more about the tightness in your chest, mr. bartholomew.', ""a squeezing sensation in your chest and arms, sweating, \r\n abdominal pain,  shortness of breath, mr. jones you're having a heart attack!"", 'no, mr. carlson, tightness in the chest and shortness of breath are not always symptoms of a heart attack.']"
152,95,152_tree_woods_the woods_the tree,"['tree', 'woods', 'the woods', 'the tree', 'woods don', 'trees', 'deciduous', 'acacia', 'neck of', 'tree don']","['totally in his neck of the woods', 'what is he doing in our neck of the woods?', ""i think he's saying that that tree is his tree.""]"
153,94,153_cactus_cacti_the cactus_king of,"['cactus', 'cacti', 'the cactus', 'king of', 'king', 'cactus king', 'the cacti', 'two cacti', 'of cacti', 'between two']","[""'king of cacti' it is."", 'you keep saying you’re king of cactus but you keep acting like king of cacti.', 'sir, it’s king of the castle, not king of the cactus.']"
154,93,154_sugar_coconut_sweets_sweet tooth,"['sugar', 'coconut', 'sweets', 'sweet tooth', 'tooth', 'sweet', 'coconuts', 'fructose corn', 'much sugar', 'fructose']","['i don’t really have much of a sweet tooth....', ""i don't really have a sweet tooth."", ""i don't have a sweet tooth after all that coconut.""]"
155,92,155_bite_don bite_bites_doesn bite,"['bite', 'don bite', 'bites', 'doesn bite', 'bite him', 'bite he', 'he doesn', 'won bite', 'he bites', 'biting']","[""he doesn't bite."", ""he doesn't bite"", ""he doesn't bite.""]"
156,91,156_fall_fall guy_the fall_great fall,"['fall', 'fall guy', 'the fall', 'great fall', 'guy', 'to fall', 'great', 'have great', 'guy don', 'being']","['i’m always the fall guy.', 'looks like i’m the fall guy.', 'i’ll be the fall guy !']"
157,90,157_maze_the maze_maze but_mazes,"['maze', 'the maze', 'maze but', 'mazes', 'build', 'this maze', 'maze let', 'own maze', 'his maze', 'solve']","['that’s his warmup for the maze.', ""and yet he didn't even finish the maze."", 'so much for training him to run the maze.']"
158,90,158_grill_ice cream_cream_ice,"['grill', 'ice cream', 'cream', 'ice', 'dad', 'weber', 'charcoal', 'the grill', 'the ice', 'barbecue']","['looks like dad bought ice cream again', 'you’re sure you don’t know who’s eating all of the ice cream?', 'i’m still not sure that’s enough to keep dad out of the ice cream.']"
159,88,159_date_kiss_first date_don kiss,"['date', 'kiss', 'first date', 'don kiss', 'kiss and', 'kissing', 'the first', 'first', 'dates', 'on first']","['maybe i don’t need to say this, but i don’t kiss on the first date.', ""just so you know, i don't kiss on the first date."", '""i don\'t kiss on the first date.']"
160,88,160_dentist_teeth_dental_my dentist,"['dentist', 'teeth', 'dental', 'my dentist', 'have dental', 'dentures', 'don have', 'toothbrush', 'your teeth', 'have']","[""it's tempting but we don't have a dental plan."", ""my dentist told me, don't."", ""we don't have dental coverage.""]"
161,86,161_sign_contract_signing_signs,"['sign', 'contract', 'signing', 'signs', 'sign here', 'stealing', 'to sign', 'term contract', 'stealing signs', 'contract is']","[""look on the bright side larry.. at least you don't have to sign a long term contract."", 'sign here and you don’t have to work until the end of your life.', 'no worries.  you don’t have to sign a long term contract.']"
162,86,162_crabby_crabs_crab_so crabby,"['crabby', 'crabs', 'crab', 'so crabby', 'king crabs', 'king crab', 'be so', 'crabby you', 'crabs you', 'king']","['i don’t know why you have to be so crabby.', 'don’t be so crabby!', ""you don't have to be so crabby.""]"
163,86,163_giraffe_giraffes_the giraffe_giraffe king,"['giraffe', 'giraffes', 'the giraffe', 'giraffe king', 'giraffes don', 'of giraffe', 'downstairs', 'giraffe in', 'geoffrey the', 'neck']","[""at least we don't have to clean up the giraffe crap!"", 'so does this mean i’m the giraffe king?', 'could be george the giraffe ... could be gina the giraffe.  hard to tell from here.']"
164,85,164_musk_mr musk_mr_elon,"['musk', 'mr musk', 'mr', 'elon', 'elon musk', 'musk is', 'elon muskrat', 'muskrat', 'mars', 'mars mr']","['good morning, mr. musk.', 'to mars, mr. musk?', 'going up, mr musk?']"
165,85,165_ice_iceberg_the ice_of ice,"['ice', 'iceberg', 'the ice', 'of ice', 'the iceberg', 'lettuce', 'iceberg lettuce', 'melted', 'melting', 'frozen']","[""you don't want ice? i need ice."", ""i'm sorry, sir, but we're out of ice"", ""i'm sorry sir, we're out of ice""]"
166,85,166_the king_horses_king_all the,"['the king', 'horses', 'king', 'all the', 'king horses', 'king men', 'men', 'all', 'horses and', 'medical']","[""all the king's horses and all the king's men? i needed a medical professional!"", ""all the king's men and all the king's horses......and not one doctor?"", ""all the king's horses and all the king's men? where were the king's doctors!""]"
167,83,167_uncle_cousin_your cousin_your uncle,"['uncle', 'cousin', 'your cousin', 'your uncle', 'he your', 'cousins', 'related', 'relative', 'your', 'related to']","[""he's your cousin."", ""he's your cousin and my uncle."", 'uncle!']"
168,82,168_loaf_seat_seat you_you until,"['loaf', 'seat', 'seat you', 'you until', 'can seat', 'your loaf', 'sorry sir', 'until', 'until the', 'loaf is']","[""i'm sorry sir, we can't seat you until the rest of your loaf arrives"", ""i'm sorry sir, we can't seat you until the rest of your loaf is here."", ""i'm sorry sir but we can't seat you until the rest of your loaf is here.""]"
169,81,169_ralph_ralph he_inflated_ralph you,"['ralph', 'ralph he', 'inflated', 'ralph you', 'is ralph', 'ralph but', 'of yourself', 'it ralph', 'inflated view', 'an inflated']","[""you should've seen ralph's!"", 'ralph ! just go with it !', 'hey, it’s ralph, your big brother.']"
170,81,170_dragon_dragons_of dragons_the dragon,"['dragon', 'dragons', 'of dragons', 'the dragon', 'father of', 'father', 'dragon egg', 'that dragon', 'slaying', 'not dragon']","['dad says he is totally fine with you being a dragon.  he wants you to know he has a number of dragon friends.  he says i can not go out with you because i am only 15.', 'no dad, it\'s not a dragon egg.""', 'he says it’s a dragon egg and that he is father of dragons?']"
171,80,171_ikea_from ikea_at ikea_to ikea,"['ikea', 'from ikea', 'at ikea', 'to ikea', 'maze', 'these ikea', 'it from', 'ikea don', 'ikea said', 'the ikea']","['the guy at ikea said this is amazing.', 'he went to ikea', 'oh god. it’s from ikea?!']"
172,79,172_hands_hand_to hold_hold,"['hands', 'hand', 'to hold', 'hold', 'hold hands', 'hands don', 'my hand', 'holding', 'in public', 'hands in']","[""no, you just don't want to hold my hand."", ""if you don't want to hold hands in public, just say so!"", ""if you don't want to hold hands, i don't want to hold hands.""]"
173,79,173_claws_claw_claw your_your way,"['claws', 'claw', 'claw your', 'your way', 'to claw', 'clawing', 'claws don', 'way', 'way to', 'your claws']","[""you don't literally need claws in order to claw your way to the top."", 'don’t try to claw your way out of this one.', ""you don't always have to claw your way to the top.""]"
174,79,174_organic_gmo_locally sourced_non gmo,"['organic', 'gmo', 'locally sourced', 'non gmo', 'locally', 'sourced', 'it organic', 'non', 'organic don', 'he organic']","[""i don't think it's organic."", 'don’t worry, it’s organic.', ""don't worry, it's organic.""]"
175,78,175_prickly_prick_pricks_bit prickly,"['prickly', 'prick', 'pricks', 'bit prickly', 'surrounded', 'sir', 'surrounded by', 'sire', 'be prick', 'prick sir']","[""you don't have to be a prick."", 'sir.  the people find you a bit prickly.', ""don't you think it's a bit prickly your highness""]"
176,76,176_neck_his neck_neck out_out for,"['neck', 'his neck', 'neck out', 'out for', 'sticking his', 'stuck his', 'sticking', 'out', 'stick', 'for us']","['he’s always sticking his neck out for us.', 'he stuck his neck out', 'he’s really sticking his neck out for us.']"
