caption,topic
"no, actually she thinks she's bette davis.",-1
she's not one to let her head lie uneasy.,-1
she's really grown in to her ruff.',-1
her bark is worse than her bite.,-1
'i told her i liked it ruff'.,-1
her majesty hath been afflicted with a hickey plague.,258
i've heard it said that she's a real roughneck.,-1
"she's been a tad paranoid since i suggested we try to cure her sore throat the way ""marie antoinette"" cured hers.",-1
"she said she forgot to tell them ""not too much starch.""",-1
she's got a double chin.,212
such a nasty woman.,236
'elizabeth the cat scratcher.',-1
she mentioned it was pret-a-porter. like we would care to know her disease!,-1
i hear she has never brushed her teeth.,125
she's really ruff.,98
"truly? her serenity belies your claim that she is likely ""hot 'neath that collar.""",59
she's unable to make a fashion statement,8
"actually, let her eat cake.",18
"and should that rogue count drumpf become too familiar, the collar quickly expands to protect m'lady's lips.",59
"....and the flight attendant told her, ""just breathe normally"".",357
she's a health nut. thats a sneeze muffler.,-1
"""she had that - you know...operation""!",334
i heard she's moving to portland.,-1
she's had a ruff life.,-1
heard she's a plaintiff along with that antoinette woman.,-1
"she's puffed up now, but she will be reigned in after her wedding.",-1
she still thinks she's riding in coach.,-1
hopefuly she will stop scratching that rash on her nose,325
she really lets her pedigree keep most suitors at a distance...,-1
ye'old town gossip finally got her just due!,-1
"she either has sleep apnea, or her ruffles have ridges!",-1
she's a really big fan of elizabeth i.,163
it's to keep her from licking her wounds... inflicted from patriarchy!,104
it's for women with nasty mouths.,-1
she's a ruff neck.,314
"is it me, or was trying to hear her talk a little ruff?",98
she clearly is overcompensating for not having a walking stick.,-1
"i say my good fellow, inflation on ladies collars has certainly gone up in the last six months.",59
marie antoinette sure likes her cake!,-1
elizabeth's having a ruff day.,-1
she's practically asking for it.,208
she appears a bit stuck on herself.,-1
it's how she avoids talking to the press,-1
"and then she says, ""let them eat cheese.""",179
helen has brilliantly camouflaged a zit on her chin with her new invention.,46
she says it's all the rage in paris,71
i've always heard that she is extremely ruff.,-1
she heard the presidential candidates would be making a stop here…,5
i really thought she wasn't going to have any room for dessert.,-1
that elizabethan warren is plenty ruff!,-1
lady hickey beardley hiding something? not that i'm aware of.,258
being queen comes with a big head.,1
that's catherine parr.,-1
her bark is worse than her bite.,-1
it finally grew enough to stop her mouth,-1
she sees the future and no one believes it.,-1
that's the new girl in town. i hear she has a wicked double chin.,212
it's rough out here for a princess.,13
"you know, they say she has a chicken neck.",33
the ruffle’s triumph? shows her face much less.” “the ruffle’s ruin? doth contain her breast!,314
she always makes me feel small.,-1
she's probably hiding a cold sore.,-1
the last person to tell her highness about her breath is still in the stocks. so we told her she's starting a new fashion craze.,-1
those donuts really went to her neck,344
she'll only lower it if you are a rich nobleman!,-1
it must be pretty ruff carrying all that responsibility on her shoulders,98
madam duncan got the idea from the family baking business.,-1
wool blends give her hives.,-1
m'lady can no longer lick her hotte spots.,104
"since her mouth is covered, i think she's spoken for.",-1
she has sleep apnea.,-1
helps prevent a sore neck when she's sleep walking.,-1
the princess has a sore on her arm and her doctor wants her to stop licking it.,104
"heard what she said?"" ""no, what?"" ""said, `mmnnff.'",-1
"actually, people say the only reason she wears that thing is to hide a big letter ""a"" that's under it.",8
she's really suffocating.,-1
ironically she's the duchess of minimalism,-1
she likes it really ruff.,-1
she would be perfect for the role of tree number 1,-1
they call her lady hickey!,258
she's the compleat package - with a wedding cake gratis.,18
she's dreaming about cake again.,18
"she believes in the theory of, trickle down fashionomics.",8
i hear it prevents her from picking her nose.,246
she doesn't believe in global warming.,36
she's really overdoing the queen elizabeth i thing.,-1
it's to protect her in case she falls during her sleep-walks.,-1
look at the thread pattern on her!,-1
she passed the drug test?,-1
"i say, she looks rather ruff around the edges.",314
a chastity belt for the virgin queen.,173
her head should be bigger. but what do i know?,85
she's planning on taking her latest creation on the road.,-1
she doesn't appear to know or care if she's being punished or rewarded...,-1
is that the princess that felt the pea?,343
"the squire says she can dress as she wishes, anything just to keep her quiet.",8
the queen gets colds.,1
she spoke out of turn.,-1
how i'd love to take her by the collar!,59
her barrister says it will fetch several extra quid at the jury trial.,-1
she's nora ephron's great grandmother.,-1
life is ruff for elizabeth.,-1
"i heard her life motto is ""more frills equals more thrills.""",-1
"i tell you the courtship was going rather well, and then i asked if i could use her as a footrest during the sunday jousts.",223
she's been having a ruff time.,198
"she's guarding against an unwanted kiss from a politician, but i think she should wear her guard much further down.",-1
"witch? no, the lady is the leader of the cake collar reformation.",21
now that's a wheel woman!!!,345
she's gonna need more than your tic-tac.,-1
she's ruff trade.,98
"she's the new girl in town. from transylvania, they say.",71
she's had a ruff year.,-1
soon this new fashion is going to make her not only mute but also deaf and blind.,-1
that ruff will keep her from breaking any glass ceiling.,98
i always knew she had an inflated view of herself.,88
"ah, now i know why the royal laundry lady is missing.",1
"she says she’s “suffering for fashion”, but that evidently it’s nothing compared to the discomfort women will feel 400 years hence due to something called “stiletto heels”.",35
i guess she chose that instead of the guillotine,-1
"just look at that collar.. yeah, it seems like she has it pretty ruff...",59
that will keep her quiet!!,-1
she'll be my muse when she loses the mouthmuzzle.,168
it apparently allows her to talk as much as she wants to others with similar equipment.,-1
kardashian...,83
"she said she wanted to eat her way out of a giant cake. i said that idea was way too wacky, but she just said, ""fuck you, i'm the queen. get me a coconut cake collar.""",18
she won't stick her knock out.,-1
"what did she say? ""i still have a few hounds to lose?""",-1
i say she’s a tease. that’s a sweet cake from the baker.,18
"last week, she had a square one. it wouldn't fit into the hole.",227
she really makes it ruff to get close to her!,-1
and her head's been in the clouds ever since,-1
i asked her how she got so beautiful. she was like none of your business.,-1
the collar of shame. it keeps her from licking a wound.,-1
her tudor envy is getting bad reviews on social media.,-1
her life isn't as ruff as she thinks it is.,323
she was voted off project runway.,5
she is always sticking her neck out...,33
you'd never know she was a no-frills kinda gal in high school.,-1
"we had to. ever since brexit, she won't stop making jokes.",5
i hear she's had it ruff,-1
"well, she said 'shut my mouth,' and obviously they took her seriously.",-1
i told you she likes it ruff.,-1
it seems we've fallen outside of her tinder radius.,203
she loves eating out at the cheesecake factory.,-1
bloody! look at the cheese on that woman!,179
"the lady doth protest too much, methinks",351
i believe she said it is a hermes.,-1
"i asked her about that neck piece. she said , ""a piece of her mind goes with it .""",33
i always suspected she was a size queen.,346
"the lady doth ruffle too much, methinks.",-1
she has family money.,-1
she always takes more than she can eat.,-1
who is she fooling? she's still only a 5!,86
"if it catches on, ""that's what she said"" jokes can finally stop for good.",-1
its her own design for a crash diet !,103
she is the human embodiment of a ruffed grouse.,-1
she's preventing ruff kisses.,-1
she is hoping to appear relatable to the blue-collar workers.,-1
i think she's on a diet.,103
a gift from queen mother!,-1
"when they said the princess was feeling very ruff this morning, they weren't kidding.",13
isn't she the village licker?,-1
her youtube channel audience really digs the medieval look.,71
"verily, the lass inspired the air filter.",157
she thinks she's re-inventing the wheel.,345
she is just having a rough day.,359
she's finally there: 'ruff trumps wimple.',98
methinks the ruff doth maketh her neck look fat-eth.,314
a nasty woman never tells,236
hals said she needed more gravitas,154
her comfort sheep was unavailable.,12
i understand she has a nose-picking problem....,246
"well, she does enjoy puff pastry.",-1
she likes a bit of ruff.,98
"oh, she'll be fine! she has the finest veterinarian in the kingdom.",10
"oh, there's eleanor. maybe she knows what happened to my large wheel of cheese.",179
she bakes excellent cakes too.,18
that's what she said.,-1
the story goes that she's trying to hide her ugly double chin.,212
she hath named it a do-nut.,-1
she's wearing the extra flat tire.,345
"forget the thread, has she checked the tread?",345
oft she haveth a moment of zen,-1
she must have had an appointment with the new elizibeathen proctologist!,-1
she loves cheese.,179
wasn't she the one you dated in high school?,-1
elizabeth always took things to the extreme.,163
"small wonder she's indifferent to her subjects, eh?",-1
"it looks as though mary, queen of scots has a larger collar size than we thought.",59
"""i understand she has an invitation to tea at a place called mar - a - lago"".",110
extreme vetting at immigration would surely have exposed this trojan woman,-1
she's a head above the rest.,-1
she needs that ruffle to hold up her snubbed nose...,132
so that’s the woman who invented s’mores!,116
. . and you would never have thought that she'd grow up to be such a ruffian!,-1
what did you say to her? she certainly has her ruff up!,98
"i hear it's the latest fashion. not only does it protect against the plague, but when she gets home it serves as a seat cushion.",325
she's not easily ruffled.,132
"she's the favorite to win the ""best asian-food-themed costume"" category again this year.",-1
she says it's a halter.,-1
the lady doth suffocate too much.,155
"mary, queen of tarts knows her new petit four will be all the rage in paris.",-1
"poor girl, i hear she's caught that newfangled disease--the hickeys.",258
she's trying out a new look for the fourth debate.,5
her lipstick is dreadful,299
but how does she wash her neck?,-1
she's such a stuffy one.,88
her tailor is a certain modigliani,8
the popularity of the seamstress' new dress has gone to her head.,8
she's just famous for being modest.,-1
i think we can assume she's roughing it.,359
i hear she hasn't had a carb in over two years.,-1
"she calls the company ""weetabix"".",71
"i would say a bit gauche, even for the queen !",1
her fashion taste is very collarful!,-1
she just got engaged to an ottoman.,71
elizabeth's new diet.,103
"""ruff"" day at the office? yes, i'm afraid she's ahead of her times!",198
just give it time; she'll come through...,-1
she is telling me what to do less often.,-1
a long slender neck makes a woman.,33
she avoided the pillory for hearsay with a plea bargain,109
she managed to keep her nose in the air.,246
i ain't not collar-back girl,59
she just had her ears pierced.,246
it;s true. she'd like a ring around the collar.,59
she's so stuck up.,-1
lady goodhead shall not likely be deterred for long.,-1
"her name is circe, but we call her millie.",-1
things are clearly getting very ruff for her...,-1
she'll grow into it. they all do.,-1
she saw it in vogue,-1
she really jumbles her words.,-1
the doctor prescribed the collar because she's glucose intolerant.,59
they say she won it in a writing contest.,5
me thinks thy lady gaga has lost her civil mind.,126
she's one of those preppers.,88
"she has it changed every 950,400 barleycorns.",-1
ever since she returned from watching american football in green bay she's been dressing like that.,-1
it's her sleep pad--she will deflate it when she wakes up.,-1
what else could she possibly make huge and ridiculous?!,-1
"if she were hotter, i'd grab her by the ruff.",98
"wow, she must be having a very ruff time.",198
"go for it, grab her by the ruffle.",-1
she's always wanted to design her own wedding cake,18
"she used to be 4' 6"", and now she""s 6' 4""!",85
"yes, amazing, but wait until she starts yodeling!",-1
well her smile casts quite a spell. someone had to do something about it.,21
how can she breath in that thing?,357
"maybe she's promoting her book, ""i also hate my neck""",33
she can't see the collar through the fleece.,59
she's going through a ruff patch.,-1
methinks the lady gaga is ahead of her time. that thing should be dry cleaned.,-1
wow she's really taking trend setting to a whole new level,-1
she insists that you call her queen anne,-1
gosh that is so embarrassing... she's wearing her shirt on inside out.,8
she loves her cheesecake .,-1
"thoust did tell her to tumble dry, not !",-1
she's on that new ruffage diet plan. we're saving on food and it's a lot quieter in the house now.,-1
she believeth herself to be all of which may be said to be that.,88
the poor dear has had it ruff all her life!,323
she feels bad about her neck,33
these young ladies are so ruff these days; they all dress like tarts.,8
she's roughing it.,359
shall i compare her to a summer's day or just a hot mess?,2
i got a good deal on one made of stone.,19
"yesterday, i just started kissing her.",125
"i'm composing a sonnet about her, but fail to summon a rhyme for 'lady marshmallow.'",-1
i never get tired of looking at her. she's a 14.,-1
methinks madame sustained whiplash on account of her carriage being rear-ended by a proletariat.,149
where's her cane?,-1
this collar ring fad will make lady wisk famous.,59
such a necky woman.,236
she has elizabethan collar envy,59
"constable, perhaps she saw the cheese thief.",179
"my lady, let me see what's under that ruff",98
"i believe it's that young hepburn girl, audrey.",-1
"evidently, she is protecting her diamond in the ruff.",315
it's a charming look but it's hard to improve on the ultimate in women's fashion: yoga pants.,210
she may be lady marshmallow by day but she's always ready for s'more by a roaring fire at night.,-1
"did you see she won on ""wheel of fortune""?",5
no wonder she told the doctor she was feeling ruff,98
"she's running for queen on the ""let them eat cake "" theme.",1
behold mrs. drumpf and her bigly ruff.,-1
"she must have read the story ""the emperor has no clothes.""",8
bawdy lass! it's her answer to the cod piece!,62
thou liketh the ruff? that is what the lady hath said!,-1
she thinks her neck is too crepey.,33
i think it's an elizabethan collar to keep her from eating cake.,59
tudor? i hardly know her.,-1
i hear she doesn't like being kissed on the neck.,125
"had i known, she could've borrowed old rusty's elizabethan collar.",59
she's preparing for her next opera engagement.,-1
i am sure she is beautiful as a red velvet cake!,-1
this has really been ruff on her.,98
i think she injured her neck.,33
you're right. she is turning blue.,95
we've come a long way baby. look i can see her hands!,-1
they say she gets wrapped up in her pride.,-1
apparently this is the summer version. the winter style is available in much warmer hues.,2
"if it weren’t for our religious freedom restoration act, that woman could be blabbing poppycock.",3
"ever since she read ""the princess and the pea,"" she's been so sensitive!",343
her silence is impressive.,-1
she seems to be having a ruff time.,198
that's dame buffy. she's rather abrasive.,-1
i think she's taken discreet a little too far.,86
if she filled that with helium she could fly.,-1
i bet she gets great reception with that.,-1
she's having a ruff life.,323
she definitely has her head up her ruff,98
mmmm ruff and feminine,-1
does she think of us as deplorable?,208
no. this neckpiece will neither take off as a fashion design nor protect her from the guillotine.,-1
no wonder why she never gets the flue.,-1
"verily, i can-not lie. i wouldst bange her.",-1
i guess it is ruffer for women these days.,98
she got the idea after a night at a hotel.,-1
somebody sure ruffled her ruff.,132
"it's a trumpaway collar. in this election cycle, she needs the belt too. it's a new post-revolution design called the ""marie antoinette"".",173
there goes ms. heidi hickey.,258
"her last words were, ""nasty? just wait.""",-1
i bet she has a beautiful neck!,33
she shouldn't have said she was groped.,-1
her highness loves the high humidity.,2
she takes pride in being fully invested.,-1
"with her new costume, i'm afraid she's went from lady gaga to lady gag.",126
she must feel a little ruff.,198
her ruby-red lips were just too enticing.,90
does she know women can't be in shakespeare's play?,-1
that wedding cake has gone to her head.,18
"""i guess she takes the no showing skin serious""!",-1
she's waiting until she gets married to breathe.,357
"despite their newfound wealth, there was no hiding the fact that helen was from a ruff family",46
she couldn't decide which color lipstick to wear today.,-1
"methinks perhaps, she dost protest too much.",306
i hear it hides her dirty mouth.,-1
she says it's a kissing politician protection device.,-1
she is ahead of the curve in fashion.,-1
she is the ruffist girl in this town.,98
another hillary supporter.,5
it's her snow collar.,59
that's lady fafa. she's an artist.,-1
she told me she wanted more muffle mass.,132
i wouldn't want to ruffle her feathers,249
"i couldn't hear too well, but i think she called it a ruffler.",132
she calls it a 'doyenne nut'.,-1
you should see what her samsung does to popping corn,197
i couldn't make out her fashion statement.,8
wow! even the female fans from chedar are getting into football!,3
it's suppose to help with her allergies i heard.,-1
she takes her english tudor job quite seriously.,-1
they say say she's the ghost of anne boleyn.,-1
it's the new ann coulter model.,5
she is seeing a new medical specialist called orthodontist,274
"damn girl, that's a big fuckin' collar.",59
her flea bites are improving.,-1
shyster has her wearing it until the magistrate hears the case against the coachman.,149
'she's fond of a cheese ruff',179
they call it the royal donut..a secret snack for a hungry queen.,344
that's marie - she likes to eat cake.,18
"well, she's certainly been dealt a ruff one.",98
i like to know what the queen is thinking about!,1
princess hated her double chin.,212
"leave her alone, she's had a ruff life.",323
"folks around here, they all call her hillary.",5
do you think she realizes that eating dinner will be ruff?,-1
i told her the p225/65r17 100t was too wide.,30
should we bail her out?,-1
she looks ruff.,-1
"yes, it smells, but it's your call. i'm not mentioning anything to lady stilton.",350
elizabeth never understands me. last week i suggested she was a little rough around the edges.,163
she mentioned something about snow tires being the next fad.,345
she really is gorgerous...,-1
methinks she doth malinger too much.,155
"grab your palette and snap-paint a picture of this, while i portrait bomb her.",-1
she's visiting from the court of the ottoman empire.,71
her neck shrank.,33
she says she's working up gradually to houdini's tank escape.,-1
"she's rehearsing for bill's new show, 'the merry wives, shut-up already!",-1
"if she hasn't said much lately, lord muffington, it's probably because she can't hear you.",208
all her ruffles are on the outside.,132
it's enchanted so her majesty can tune into the latest pillow talk.,1
"they call it a ruffler, works great, didn't hear a thing when she passed by.",132
"look, i'm all about fashionably chic, but at the very least she could've said hi.",8
that's queen victoria on steroids.,199
how will she fare at the feast if she's keeping up with the court?,-1
maybe she should stop telling everyone that she mostly wears it when flying,8
how else does one shut up an over talkative queen?,1
"do you think my wife would like something similar from the ""suppression by victoria"" clothing line? it may cost in the long run.",-1
she calls it 'collar 1.0',59
i haven't been this irritated by a new trend since me lady showed me periscope.,-1
it keeps her from scratching at her neck.,-1
she is not following school dress code...,8
"you should see her without the frills, stunning.",-1
it's ruff being a woman in this day and age.,98
she doesn't kiss.,125
rumor has it she keeps two corsairs in there for her own enjoyment.,49
she says it makes for comfortable naps.,250
"this true, a happy wife makes a happy life.",0
nw she’s now got the big phony ruff and everything. she’s totally changed her look.,98
she ruffed me up pretty bad.,-1
it's a size nine. everyone knows she wears a a three.,-1
hate to be the one to ruffle her feathers.,-1
who ruffled her feathers?,-1
i asked her out but she just wanted to go dutch treat.,-1
wow it is only april and she reached her donut hole! i think she over medicates.,344
she's had a rough life...,359
i believe she was mattress shopping...,-1
her need for insulation is overwhelming. i hear she is down to one private server at mealtimes where she used to have a staff of eight wait on her.,-1
"she's in that new 1616 cliff-hanger, ""pride goeth before the fall.""",277
that happens whenever she's had a fright.,-1
her beauty is matched only by her signal strength.,-1
"fear not, mate. she'll grow into the roll... er, role.",-1
it's her latest attempt to make dieting look fashionable.,103
her ruff looks so much like hay i fear for a stampede.,98
they call her rose.,29
is her ruff queenly enough?,-1
"word has it she's had a really ""ruff"" life.",323
she just doesn't know when to stop.,-1
it keeps the townspeople from hitting on her.,325
methinks she's the new avon lady.,-1
"a ruff deal for us, no doubt. i can still see her smug face!",98
seems she's not wearing the matching jacobian bloomers,8
they say she's a ruff tutor.,98
i bet her name's elizabeth!,163
she paid a lot for that ruffler.,132
such a natty woman!,236
i wonder if she has heard of tsa precheck?,-1
she's suffering from a serious case of liplash!,-1
"i've often said if prudence weren't my daughter, i'd probably be dating her.",333
"i couldn't really understand what she said... something about animal rights, i think.",10
last time it was worst; she ripped her stitches right out.,104
i liked her status.,-1
"something to do with her recent surgery, i believe.",334
"in addition, she has a peculiar surname. lady go go or lady ca ca.",-1
she's the one to break the ruff ceiling.,98
that's one way to keep her mouth shut!,-1
she must have a bad case of the sniffles.,350
she's the new ad-speak for the royal ruff guild!,98
"no, it is not the latest fashion from paris. it is her way of avoiding political discussions. she just nods.",8
that will teach her to argue with her interior decorator over pillows.,180
i told you she was going over the top.,-1
she's trying out her new antenna.,182
i think we got her collared,59
lady egerton has certainly taken the healthier restroom environmental cause to an extreme.,230
she comes from a very wealthy family,-1
t'is her punishment for maligning the queen,1
she has a frog fetish.,-1
"the eighteenth century was one of extreme grace, beauty, and artistic advancement, but how much of this majesty is understated in our time?",-1
i've heard she's the only one in the troupe allowed to eat in costume.,-1
"yes, i think the queen mumbled that in her speech this morning.",1
it beats tucking it underneath her arm.,104
i created a fashion statement when i heard her speak about a women's right. i call it a muffle-her.,8
ladies have a ruff time these days.,198
i sure hope she has clear nasal passages.,246
nice cheese necklace lady,179
she got tired of washing her face.,-1
"honestly, this queen business has really gone to her head.",1
is she looking a tad puffy to you?,-1
"what can i say? lady victoria, loves her parmesan.",-1
what could have she hid inside that ruff?,-1
"ah, i see she decided to go with the ruffkins diet.",103
"ever since her mother died, the collars have increased in size and density.",59
"amazing, isn't it? she fasts like that for a week, leaving the entire cake intact!",18
it's ruff being a woman in this town!,98
"her clothes are old, but never are they dirty",-1
there's a pussy in that cat bed she's protecting.,22
she told me she 'orders in bulk.',-1
she believes in setting fashion trends and employing entire villages of ruffmakers.,98
"her majesty is taking the, 'let them eat cake' bit a little too far...",1
m'lady is suffering from a slight bout of cholera.,-1
she wanted to show everyone who the boss is. that's what you call getting strangled by your own power and authority.,105
she is having a ruff day.,198
methinks that yon lady jane wishes to appear unconcerned and inconspicuous,-1
she said she had a pretty ruff dress ... i guess i misunderstood.,-1
some say she doesn't smell.,350
i feel sorry for her--she's had it rough.,359
i'd say the queen's expressing a serious collar fetish.,59
i see her majesty has a new neck brace.,33
we call her the ruche-an.,98
you know she's had a very rough time of it.,359
but you have to admit - it hides her goiter.,-1
"yes, she's very quite but you have to admit she's very well-rounded.",88
"she was a bit of a red-neck, so didn't want to show it.",33
she prefers to do her talking with sticks and stones.,208
i grab her by the collar.,-1
and she calls us stuffy! she has no annular space!,154
"once she's gone i have this idea called ""donut"".",344
she should know a good soakin' in the river will remove ring around the collar.,59
"the lady doth protest too much, methinks",351
she even has a chef in there.,197
she was serious when she said 'it literally is going to be a cake-walk'....,18
do you think she got a special deal on that?,-1
"must have been something i said, she gets so ruffled!",132
"poor thing, she can' scratch the pox.",325
her sore throat is serious.,-1
"alas, she doth hate being kissed!",125
"'tis something new from the colonies, a virginia stockade.",-1
i made her a deal. she can have the latest fashion if she promises to keep her mouth shut.,-1
i heard she objected to repealing the 19th.,-1
she says modesty is her best trait.,-1
she won't chew her paw.,-1
they say she wears that so her pomeranian won't bite her nose.,-1
methinks the lady be an indentured servant to fashion.,8
""" it's to prevent unwanted nibbling of her neck. ""  submitted by neil l. sachs, monmouth junction, nj",-1
bad invention # 206-the wife muzzle,0
she watched that special on african neck rings last night.,33
she likes the boxy look.,-1
she got incredibly classy fleas.,-1
the lady is fucking stupid,-1
you think it's hard to talk to women now? just wait 'til earbuds are invented.,3
"rather cheeky, i'd say. or (optional) her bosoms are going to her head.",-1
"title: the empress' new necklace. ""lord, ralston, isn't that a lovely necklace lady gwenivere is wearing?""",287
lady gravel's old neddy thought up the wheel. she was hobble on three pokes or naught. we're fine ones for words.,155
"but can she do it on a cold, rainy night in stoke?",291
"if you like her 'ne-k?d, you'll love her 'na-k?d!",-1
i bet that woman can't even breathe.,357
she looks a bit frayed above the ruff.,-1
i told her to take an umbrella,67
"ever since her letters were exposed the queen has increased her ""personal space"".",1
"the campaign has been ruff, but i fear it's all gone to her head.",98
careful. she's a ruff dame.,98
she kept rubbing away freckles that weren't there.,104
"well the way i hear it, she had aspirations to run for president.",5
she's pledged to lord collar of collardome castle.,59
"apparently, the guillotine is out for repairs, so the mob yelled, ""let her eat brioche!""",-1
"surprisingly, she runs a bawdy house",-1
that fashion statement is the only way qe1 would allow qm to keep her head.,8
she wears her age well.,-1
"well, last year she wore a bundt pan around her neck. looked perfectly awful, but the cake itself was quite moist.",18
"she may be ""ruff"" around the edges, but i'll make a women out of her.",314
lady anne really must pursue a more proactive means of dealing with her acne!,-1
she is eting a gient sandwech.,-1
"hopefully, that will keep her quiet and protect our jobs the next time the boss grabs her pussy.",105
she's the last heir of the two-doors.,-1
anon i und'rstand what the lady meanteth about the size of mine own goff'ring iron.,-1
it helps her reconnect with the past.,-1
do you have a feeling she's looking down her nose even if you can't see her nose?,246
they say it's to hide her goiter.,-1
the princess is walking through the village...check out the amount of ruff she is wearing!,13
m'lady is looking very warmeth this present day!,-1
she hath always been a big ruff kid.,323
she needs to put her ruffle on shuffle!,132
she's known as the downtonberry tart.,-1
she's addicted to dunkin donuts.,344
"that's what she calls the ""double dutch ruff.""",98
she's following the ruff diet plan.,103
"last week, i was necking with lady marilyn.",318
maybe we shouldn't have kept asking her to smile when she asked us to stop.,348
she said it keeps her neck from getting stiff on long pilgrimages.,33
she's just trying to make a fashion statement,8
i hear some people saying it is her cone of shame.,-1
she wears it to make assaulting drumpfs find easier targets.,8
she is very self-conscious about the wrinkles on her neck.,33
i wonder if she knows it's really her that's stinkin' up the whole town?,-1
she has had a rough life.,359
oh! it's so elizabeth! her royal highness' laundress has finally found a way to silence her majesty!,1
did she get a new haircut?,78
she doth doth not digest too much.,155
"on her it looks more like a cruller, doughnut?",344
she gets ruffled over the smallest things.,132
the jest going round the court is that she's 'a maid of kiss and towel'.,109
they saying that she likes a bit of ruff.,-1
something about her french ancestry and kissing.,117
do you think she's on snapchat?,203
she's having a ruff day.,198
she sassed myles.,-1
everyone's saying she's gotten awfully puffed up.,-1
i think her name is millie.,71
is that mrs. joneses neighbor?,-1
you can tell when the queen wants to turn up her nose at the rest of us. she always wears the same dress.,1
"""that should take care of her 'loose lips sink ships' problem. now she needs to work on not resembling a pious round accordion"". joyce grimm, pittsburgh, pa",-1
no one has dared tell her that bill cunningham has gone to the undiscover'd country.,-1
she said something about not wanting to be mistaken for a clown in today's environment.,151
"oh, that's lady modigliani.",-1
"she's quite the planner, i hear it's kevlar.",-1
careful elizabeth you mite stumble,163
"that's a rough ruff."" ""she's not so bad.",98
she claims it relieves the crick in her neck.,33
"she’s just had a facelift, and her doctor doesn't want her picking at the stitches.",104
she'd surely float. methinks she's a witch.,21
she's into ruff trade.,98
"alas, her prescription drug benefits still leave her in a doughnut hole.",344
poor madame melania doesn't understand the irony of wearing the muff ruff.,-1
"'the hounds fled on sight of her.""",-1
i heard she's hiding guillotine scars.,-1
too much fleecy in her ruffle rinse.,132
"she doesn't care for anyone in her bubble, that one.",324
me thinks she doth ruff too much.,-1
a cupcake? i think she looks more like a donut with glazed sides!,344
priscilla bundt--the iced princess.,13
lady anne of flan is showing off her latest family crest.,-1
"she's an elizabeethan en route to her apiary or bee yard,",47
"she sayeth only, ""we wouldst not apologize for our neck.""",33
"she refuses to pay for amazon prime, so she has to make three more trips.",194
she speaks softly of access to many stations but has no commitment to cable.,-1
the lady said she was on a diet.,103
her hubbby was tired of all her berating!,7
she who smelt it dealt it.,-1
methinks the lady did demand too much.,306
"truly, the wench is envious. thou shouldst see her codpiece.",62
when she created the neck pillow...,33
they call her elizabeth,163
she had a neck fusion,33
her mother is adamant she stick her nose up,246
by jove! you just know she likes it rough!,359
"she gets her ""attire"" ideas from the design stars tv show.",8
she came from a collar county.,59
maybe she thinks it's chic to be ruffled.,132
she owns a bakery,-1
she's married to a hirshhorn.,-1
her old seamstress died !,-1
you sure madam won't share what she heard?,-1
"say what you may, she is the town's fashion trendsetter until cher is born.",8
"she's having a ""ruff""time adjusting to foppery.",198
she's worried about her neck.,33
she seems sad. we need to bolster her up.,-1
she'll regret eating so many carbs.,-1
yeah she is the reason we skipped steak night and had t.v. dinners,9
poor dear thinks it's to make her face look thinner rather than her waste.,85
methinks the queen of smug has overdone the ruff bit.,-1
do you think she stuffs?,-1
quite right. lady goodyear will never match your legacy lord buggywhip.,-1
she should have left the yeast alone.,-1
they say she was jilted years ago by a young folk singer.,-1
she says she wants to be fwb ... friends with big-ass-collar.,59
"ah, little ms. muffet finally found her(self in her) own big tuffet.",-1
she thought that bigger was better.,30
she must be really ruff around the edges,314
"somehow, somewhere, she's stuck back in may.",113
she can't feel her face when she's with me. but she loves it.,356
she saw one incident of ‘necking’ at the globe theatre and she starting wearing those things!,33
"even with all that gear, comments on her emails cannot be kept from her ear.",42
that's queen e. ruff ruff,-1
she took it too literally when they called her a 'diamond in the rough'.,315
i warned her life would be ruff here.,323
she saw that in burma.,-1
it's rough being her.,359
i'll bet *she* likes it ruff.,-1
"miss kip yer hans hoff, likes to assure her personal space. or...after returning from the beauty pageant, miss kip yer hans hoff, likes to assure her personal space.",-1
she doesn't look ' ruff ' around the edges at all.,314
she's the ruffest girl i know,98
"she has lots of suitors, so she wears her rolodex on her sleeve, instead of her heart.",8
"methinks priscilla, me lady's seamstress, doth drink a fine steed's allotment of coffee.",155
she madest it from foreskins then breathested on it hotly.,104
"she doth suffer "" i-neck.",33
i told you she would choke.,-1
"with her sister, london is but a fortnight.",1
how many white collars has she stolen?,-1
her highness is in readiness to do a rope line,1
she has no self control when there's vienette around.,-1
i understand she is trying to increase awareness for the cholrea epidemic.,41
what's up with m'lady?,-1
"if i knew what she was 'saying,' i could be parliamentary-correct.",5
the ruff isn't the problem. its that she is only a four.,98
she doesn't want everyone to know she eats pizza.,231
a lady in this county is going to make waves!,-1
she has worn it ever since her meeting with the innkeeper.,8
"she's a contestant on ""the thane's apprentice.",-1
obviously a hillary democrat,5
her dignity gets thicker as evening approaches.,-1
she says it helps my halitosis...,-1
"well you should never talk to a woman wearing a ruff, but yeah, especially one like that.",98
i wonder why she stuck that cake over head?,18
her collar game is on fleek.,59
her periodontist recommended this new 24/7 flossing device.,-1
you should see her rush through doorways.,-1
it's either a ruff or she's anout to be necklased.,314
she heard about iran's peacock throne.,-1
she could've just told me not to button the top button on my collar!,59
"just remember, she's not really all that ruff.",98
