Occupation,Contests_Normal,Contests_Uncanny,Contests_Question,Contests_Total,Num_Normal,Num_Uncanny,Num_Question,Num_Total,Normal_Text,Uncanny_Text,Question_Text,Location
english as a second language instructor,[],[],[],[],0,0,0,0,,,,
english language teacher,[],[],[],[],0,0,0,0,,,,
entertainers worker,[],[],[],[],0,0,0,0,,,,
entertainment attendants worker,[],[],[],[],0,0,0,0,,,,
entertainment manager,[],[],[],[],0,0,0,0,,,,
entertainment occupation,[],[],[],[],0,0,0,0,,,,
environmental engineering technologist,[],[],[],[],0,0,0,0,,,,
environmental engineering technician,[],[],[],[],0,0,0,0,,,,
environmental science teacher,[],[],[],[],0,0,0,0,,,,
environmental science technician,[],[],[],[],0,0,0,0,,,,
environmental geoscientist,[],[],[],[],0,0,0,0,,,,
environmental specialist,[],[],[],[],0,0,0,0,,,,
equipment repairer,[],[],[],[],0,0,0,0,,,,
escalator installer,[],[],[],[],0,0,0,0,,,,
escalator repairer,[],[],[],[],0,0,0,0,,,,
ethnic studies teacher,[],[],[],[],0,0,0,0,,,,
except carpet tile,[],[],[],[],0,0,0,0,,,,
executive administrative assistant,[],[],[],[],0,0,0,0,,,,
executive secretaries assistant,[],[],[],[],0,0,0,0,,,,
exercise physiologist,[],[],[],[],0,0,0,0,,,,
exercise trainers instructor,[],[],[],[],0,0,0,0,,,,
exhibit designer,[],[],[],[],0,0,0,0,,,,
expediting clerk,[],[],[],[],0,0,0,0,,,,
"explosives workers, ordnance handling expert",[],[],[],[],0,0,0,0,,,,
extraction occupation,[],[],[],[],0,0,0,0,,,,
extraction worker,[],[],[],[],0,0,0,0,,,,
extruding fiber,[],[],[],[],0,0,0,0,,,,
"extruding machine setters, operator",[],[],[],[],0,0,0,0,,,,
extruding plastic,[],[],[],[],0,0,0,0,,,,
fabric patternmaker,[],[],[],[],0,0,0,0,,,,
family medicine physician,[],[],[],[],0,0,0,0,,,,
family teacher,[],[],[],[],0,0,0,0,,,,
family therapist,[],[],[],[],0,0,0,0,,,,
farm animal,[],[],[],[],0,0,0,0,,,,
farm educator,[],[],[],[],0,0,0,0,,,,
farm equipment mechanics technician,[],[],[],[],0,0,0,0,,,,
farm labor contractor,[],[],[],[],0,0,0,0,,,,
farmers agricultural manager,[],[],[],[],0,0,0,0,,,,
farming occupation,[],[],[],[],0,0,0,0,,,,
farmworkers animal,[],[],[],[],0,0,0,0,,,,
farmworkers nursery,[],[],[],[],0,0,0,0,,,,
fast food worker,[],[],[],[],0,0,0,0,,,,
fiberglass fabricator,[],[],[],[],0,0,0,0,,,,
filling machine tender,[],[],[],[],0,0,0,0,,,,
film camera operator,[],[],[],[],0,0,0,0,,,,
film camera editor,[],[],[],[],0,0,0,0,,,,
film editor,[],[],[],[],0,0,0,0,,,,
"filtering machine setters, operator",[],[],[],[],0,0,0,0,,,,
financial clerk,[],[],[],[],0,0,0,0,,,,
financial examiner,[],[],[],[],0,0,0,0,,,,
financial operations occupation,[],[],[],[],0,0,0,0,,,,
financial risk specialist,[],[],[],[],0,0,0,0,,,,
financial services sales agent,[],[],[],[],0,0,0,0,,,,
financial specialist,[],[],[],[],0,0,0,0,,,,
"fine artists, including painters, sculptor",[],[],[],[],0,0,0,0,,,,
finishing worker,[],[],[],[],0,0,0,0,,,,
fire alarm systems installer,[],[],[],[],0,0,0,0,,,,
fire investigator,[],[],[],[],0,0,0,0,,,,
firefighting worker,[],[],[],[],0,0,0,0,,,,
first-line supervisors of building worker,[],[],[],[],0,0,0,0,,,,
first-line supervisors of construction trades worker,[],[],[],[],0,0,0,0,,,,
first-line supervisors of correctional officer,[],[],[],[],0,0,0,0,,,,
first-line supervisors of detective,[],[],[],[],0,0,0,0,,,,
first-line supervisors of entertainment service,[],[],[],[],0,0,0,0,,,,
first-line supervisors of entertainment worker,[],[],[],[],0,0,0,0,,,,
first-line supervisors of farming worker,[],[],[],[],0,0,0,0,,,,
first-line supervisors of firefighting worker,[],[],[],[],0,0,0,0,,,,
first-line supervisors of food preparation worker,[],[],[],[],0,0,0,0,,,,
first-line supervisors of gambling services worker,[],[],[],[],0,0,0,0,,,,
first-line supervisors of housekeeping worker,[],[],[],[],0,0,0,0,,,,
first-line supervisors of landscaping worker,[],[],[],[],0,0,0,0,,,,
first-line supervisors of law enforcement worker,[],[],[],[],0,0,0,0,,,,
"first-line supervisors of mechanics, installer",[],[],[],[],0,0,0,0,,,,
first-line supervisors of non-retail sales worker,[],[],[],[],0,0,0,0,,,,
first-line supervisors of office worker,[],[],[],[],0,0,0,0,,,,
first-line supervisors of personal service worker,[],[],[],[],0,0,0,0,,,,
first-line supervisors of police,[],[],[],[],0,0,0,0,,,,
first-line supervisors of production worker,[],[],[],[],0,0,0,0,,,,
first-line supervisors of protective service worker,[],[],[],[],0,0,0,0,,,,
first-line supervisors of retail sales worker,[],[],[],[],0,0,0,0,,,,
first-line supervisors of sales worker,[],[],[],[],0,0,0,0,,,,
first-line supervisors of security worker,[],[],[],[],0,0,0,0,,,,
first-line supervisors of transportation supervisor,[],[],[],[],0,0,0,0,,,,
first-line supervisors of transportation worker,[],[],[],[],0,0,0,0,,,,
fish cutter,[],[],[],[],0,0,0,0,,,,
fish processing worker,[],[],[],[],0,0,0,0,,,,
fish warden,[],[],[],[],0,0,0,0,,,,
fishing occupation,[],[],[],[],0,0,0,0,,,,
fishing worker,[],[],[],[],0,0,0,0,,,,
fitness studies teacher,[],[],[],[],0,0,0,0,,,,
fitness worker,[],[],[],[],0,0,0,0,,,,
flight engineer,[],[],[],[],0,0,0,0,,,,
floor installer,[],[],[],[],0,0,0,0,,,,
floor finisher,[],[],[],[],0,0,0,0,,,,
floor layers tile,[],[],[],[],0,0,0,0,,,,
floor sander,[],[],[],[],0,0,0,0,,,,
floral designer,[],[],[],[],0,0,0,0,,,,
food batchmaker,[],[],[],[],0,0,0,0,,,,
food cooking machine operator,[],[],[],[],0,0,0,0,,,,
food cooking machine tender,[],[],[],[],0,0,0,0,,,,
food preparation occupation,[],[],[],[],0,0,0,0,,,,
food preparation worker,[],[],[],[],0,0,0,0,,,,
food processing worker,[],[],[],[],0,0,0,0,,,,
food science technician,[],[],[],[],0,0,0,0,,,,
food scientist,[],[],[],[],0,0,0,0,,,,
food server,[],[],[],[],0,0,0,0,,,,
food service manager,[],[],[],[],0,0,0,0,,,,
food tender,[],[],[],[],0,0,0,0,,,,
food worker,[],[],[],[],0,0,0,0,,,,
foreign language teacher,[],[],[],[],0,0,0,0,,,,
forensic science technician,[],[],[],[],0,0,0,0,,,,
forest fire inspectors specialist,[],[],[],[],0,0,0,0,,,,
forest technician,[],[],[],[],0,0,0,0,,,,
forestry occupation,[],[],[],[],0,0,0,0,,,,
forestry teacher,[],[],[],[],0,0,0,0,,,,
forestry worker,[],[],[],[],0,0,0,0,,,,
"forging machine setters, operators, plastic",[],[],[],[],0,0,0,0,,,,
"forming machine setters, operator",[],[],[],[],0,0,0,0,,,,
"forming machine setters, operators, plastic",[],[],[],[],0,0,0,0,,,,
foundry mold,[],[],[],[],0,0,0,0,,,,
foundry coremaker,[],[],[],[],0,0,0,0,,,,
freezing equipment operator,[],[],[],[],0,0,0,0,,,,
freezing equipment tender,[],[],[],[],0,0,0,0,,,,
freight agent,[],[],[],[],0,0,0,0,,,,
freight mover,[],[],[],[],0,0,0,0,,,,
funeral arranger,[],[],[],[],0,0,0,0,,,,
funeral home manager,[],[],[],[],0,0,0,0,,,,
funeral service worker,[],[],[],[],0,0,0,0,,,,
furnace operator,[],[],[],[],0,0,0,0,,,,
furnace tender,[],[],[],[],0,0,0,0,,,,
furnishings worker,[],[],[],[],0,0,0,0,,,,
gambling cage worker,[],[],[],[],0,0,0,0,,,,
gambling change persons cashier,[],[],[],[],0,0,0,0,,,,
gambling dealer,[],[],[],[],0,0,0,0,,,,
gambling investigator,[],[],[],[],0,0,0,0,,,,
gambling runner,[],[],[],[],0,0,0,0,,,,
gambling service worker,[],[],[],[],0,0,0,0,,,,
gambling services worker,[],[],[],[],0,0,0,0,,,,
gambling surveillance officer,[],[],[],[],0,0,0,0,,,,
gambling surveillance officers investigator,[],[],[],[],0,0,0,0,,,,
game warden,[],[],[],[],0,0,0,0,,,,
garment material,[],[],[],[],0,0,0,0,,,,
gas compressor operator,[],[],[],[],0,0,0,0,,,,
gas plant operator,[],[],[],[],0,0,0,0,,,,
gas pumping station operator,[],[],[],[],0,0,0,0,,,,
general internal medicine physician,[],[],[],[],0,0,0,0,,,,
general manager,[],[],[],[],0,0,0,0,,,,
genetic counselor,[],[],[],[],0,0,0,0,,,,
geography teacher,[],[],[],[],0,0,0,0,,,,
"geological engineers, including mining safety engineer",[],[],[],[],0,0,0,0,,,,
"geological technicians, except hydrologic technician",[],[],[],[],0,0,0,0,,,,
geoscience technician,[],[],[],[],0,0,0,0,,,,
"geoscientists, except hydrologist",[],[],[],[],0,0,0,0,,,,
"geoscientists, except geographer",[],[],[],[],0,0,0,0,,,,
"grinding machine setters, operator",[],[],[],[],0,0,0,0,,,,
"grinding machine tool setters, operators, plastic",[],[],[],[],0,0,0,0,,,,
grinding worker,[],[],[],[],0,0,0,0,,,,
grounds occupation,[],[],[],[],0,0,0,0,,,,
maintenance occupation,[],[],[],[],0,0,0,0,,,,
grounds worker,[],[],[],[],0,0,0,0,,,,
maintenance worker,[],[],[],[],0,0,0,0,,,,
grounds maintenance worker,[],[],[],[],0,0,0,0,,,,
groundskeeping worker,[],[],[],[],0,0,0,0,,,,
group fitness instructor,[],[],[],[],0,0,0,0,,,,
guidance counselor,[],[],[],[],0,0,0,0,,,,
guidance advisor,[],[],[],[],0,0,0,0,,,,
"hairdressers, hairstylist",[],[],[],[],0,0,0,0,,,,
hard tile,[],[],[],[],0,0,0,0,,,,
hazardous materials removal worker,[],[],[],[],0,0,0,0,,,,
head cook,[],[],[],[],0,0,0,0,,,,
health education specialist,[],[],[],[],0,0,0,0,,,,
health information technologists registrar,[],[],[],[],0,0,0,0,,,,
health practitioner support technologist,[],[],[],[],0,0,0,0,,,,
health practitioner support technician,[],[],[],[],0,0,0,0,,,,
health services manager,[],[],[],[],0,0,0,0,,,,
health specialties teacher,[],[],[],[],0,0,0,0,,,,
health teacher,[],[],[],[],0,0,0,0,,,,
health technologist,[],[],[],[],0,0,0,0,,,,
health technician,[],[],[],[],0,0,0,0,,,,
healthcare diagnosing or treating practitioner,[],[],[],[],0,0,0,0,,,,
healthcare practitioners occupation,[],[],[],[],0,0,0,0,,,,
healthcare practitioners worker,[],[],[],[],0,0,0,0,,,,
healthcare social worker,[],[],[],[],0,0,0,0,,,,
healthcare support occupation,[],[],[],[],0,0,0,0,,,,
healthcare support worker,[],[],[],[],0,0,0,0,,,,
hearing aid specialist,[],[],[],[],0,0,0,0,,,,
hearing officer,[],[],[],[],0,0,0,0,,,,
"heat treating equipment setters, operators, plastic",[],[],[],[],0,0,0,0,,,,
heating mechanic,[],[],[],[],0,0,0,0,,,,
heavy driver,[],[],[],[],0,0,0,0,,,,
heavy vehicle mechanic,[],[],[],[],0,0,0,0,,,,
"helpers, construction trade",[],[],[],[],0,0,0,0,,,,
helpers--brickmasons setter,[],[],[],[],0,0,0,0,,,,
helpers--carpenter,[],[],[],[],0,0,0,0,,,,
helpers--electrician,[],[],[],[],0,0,0,0,,,,
helpers--extraction worker,[],[],[],[],0,0,0,0,,,,
helpers--installation worker,[],[],[],[],0,0,0,0,,,,
helpers--painters mason,[],[],[],[],0,0,0,0,,,,
"helpers--pipelayers, plumbers, pipefitter",[],[],[],[],0,0,0,0,,,,
helpers--production worker,[],[],[],[],0,0,0,0,,,,
helpers--roofer,[],[],[],[],0,0,0,0,,,,
highway maintenance worker,[],[],[],[],0,0,0,0,,,,
history teacher,[],[],[],[],0,0,0,0,,,,
hoist operator,[],[],[],[],0,0,0,0,,,,
home appliance repairer,[],[],[],[],0,0,0,0,,,,
home health aide,[],[],[],[],0,0,0,0,,,,
home management educator,[],[],[],[],0,0,0,0,,,,
hostesses shop,[],[],[],[],0,0,0,0,,,,
hosts shop,[],[],[],[],0,0,0,0,,,,
hotel desk clerk,[],[],[],[],0,0,0,0,,,,
"human resources assistants, except payroll",[],[],[],[],0,0,0,0,,,,
"human resources assistants, except timekeeping",[],[],[],[],0,0,0,0,,,,
human resources specialist,[],[],[],[],0,0,0,0,,,,
human resources worker,[],[],[],[],0,0,0,0,,,,
human service assistant,[],[],[],[],0,0,0,0,,,,
humanities teacher,[],[],[],[],0,0,0,0,,,,
hydrologic technician,[],[],[],[],0,0,0,0,,,,
industrial engineering technologist,[],[],[],[],0,0,0,0,,,,
"industrial engineers, including health",[],[],[],[],0,0,0,0,,,,
"industrial engineers, including safety",[],[],[],[],0,0,0,0,,,,
industrial machinery installation worker,[],[],[],[],0,0,0,0,,,,
industrial truck operator,[],[],[],[],0,0,0,0,,,,
information analyst,[],[],[],[],0,0,0,0,,,,
information clerk,[],[],[],[],0,0,0,0,,,,
information processing worker,[],[],[],[],0,0,0,0,,,,
information research scientist,[],[],[],[],0,0,0,0,,,,
information security analyst,[],[],[],[],0,0,0,0,,,,
information systems manager,[],[],[],[],0,0,0,0,,,,
"inspectors, testers, sorters, sampler",[],[],[],[],0,0,0,0,,,,
installation occupation,[],[],[],[],0,0,0,0,,,,
installation worker,[],[],[],[],0,0,0,0,,,,
instructional coordinator,[],[],[],[],0,0,0,0,,,,
"insulation workers, floor, ceiling",[],[],[],[],0,0,0,0,,,,
insurance appraiser,[],[],[],[],0,0,0,0,,,,
insurance claims clerk,[],[],[],[],0,0,0,0,,,,
insurance sales agent,[],[],[],[],0,0,0,0,,,,
"interviewers, except eligibility",[],[],[],[],0,0,0,0,,,,
"interviewers, except loan",[],[],[],[],0,0,0,0,,,,
inventory clerk,[],[],[],[],0,0,0,0,,,,
janitorial worker,[],[],[],[],0,0,0,0,,,,
janitors cleaner,[],[],[],[],0,0,0,0,,,,
jewelers worker,[],[],[],[],0,0,0,0,,,,
job analysis specialist,[],[],[],[],0,0,0,0,,,,
judges judicial worker,[],[],[],[],0,0,0,0,,,,
judges worker,[],[],[],[],0,0,0,0,,,,
"judges, magistrate judge",[],[],[],[],0,0,0,0,,,,
judicial law clerk,[],[],[],[],0,0,0,0,,,,
kettle operator,[],[],[],[],0,0,0,0,,,,
kiln operator,[],[],[],[],0,0,0,0,,,,
kiln tender,[],[],[],[],0,0,0,0,,,,
kindergarten teacher,[],[],[],[],0,0,0,0,,,,
"kindergarten teachers, except special education",[],[],[],[],0,0,0,0,,,,
labor relations specialist,[],[],[],[],0,0,0,0,,,,
laboratory animal caretaker,[],[],[],[],0,0,0,0,,,,
laborers mover,[],[],[],[],0,0,0,0,,,,
"laborers, crop, nursery",[],[],[],[],0,0,0,0,,,,
landscaping worker,[],[],[],[],0,0,0,0,,,,
"lapping machine tool setters, operators, plastic",[],[],[],[],0,0,0,0,,,,
lathe plastic,[],[],[],[],0,0,0,0,,,,
law enforcement teacher,[],[],[],[],0,0,0,0,,,,
law enforcement worker,[],[],[],[],0,0,0,0,,,,
law teacher,[],[],[],[],0,0,0,0,,,,
law work teacher,[],[],[],[],0,0,0,0,,,,
lawn service worker,[],[],[],[],0,0,0,0,,,,
lawyers clerk,[],[],[],[],0,0,0,0,,,,
lawyers worker,[],[],[],[],0,0,0,0,,,,
"layout workers, metal",[],[],[],[],0,0,0,0,,,,
"layout workers, plastic",[],[],[],[],0,0,0,0,,,,
leather worker,[],[],[],[],0,0,0,0,,,,
leather repairer,[],[],[],[],0,0,0,0,,,,
legal occupation,[],[],[],[],0,0,0,0,,,,
legal secretaries assistant,[],[],[],[],0,0,0,0,,,,
legal support worker,[],[],[],[],0,0,0,0,,,,
librarians specialist,[],[],[],[],0,0,0,0,,,,
"librarians, curator",[],[],[],[],0,0,0,0,,,,
library occupation,[],[],[],[],0,0,0,0,,,,
library science teacher,[],[],[],[],0,0,0,0,,,,
library technician,[],[],[],[],0,0,0,0,,,,
library worker,[],[],[],[],0,0,0,0,,,,
license clerk,[],[],[],[],0,0,0,0,,,,
licensed practical nurse,[],[],[],[],0,0,0,0,,,,
licensed vocational nurse,[],[],[],[],0,0,0,0,,,,
life science occupation,[],[],[],[],0,0,0,0,,,,
life science technician,[],[],[],[],0,0,0,0,,,,
life sciences teacher,[],[],[],[],0,0,0,0,,,,
life scientist,[],[],[],[],0,0,0,0,,,,
lifeguards recreational protective service worker,[],[],[],[],0,0,0,0,,,,
light truck driver,[],[],[],[],0,0,0,0,,,,
lighting technician,[],[],[],[],0,0,0,0,,,,
line installer,[],[],[],[],0,0,0,0,,,,
line repairer,[],[],[],[],0,0,0,0,,,,
literature teacher,[],[],[],[],0,0,0,0,,,,
loading operator,[],[],[],[],0,0,0,0,,,,
dragline operator,[],[],[],[],0,0,0,0,,,,
loan interviewer,[],[],[],[],0,0,0,0,,,,
loan clerk,[],[],[],[],0,0,0,0,,,,
lobby attendants taker,[],[],[],[],0,0,0,0,,,,
lock tender,[],[],[],[],0,0,0,0,,,,
locker room room attendant,[],[],[],[],0,0,0,0,,,,
locksmiths repairer,[],[],[],[],0,0,0,0,,,,
locomotive engineer,[],[],[],[],0,0,0,0,,,,
locomotive operator,[],[],[],[],0,0,0,0,,,,
locomotive firer,[],[],[],[],0,0,0,0,,,,
lodging manager,[],[],[],[],0,0,0,0,,,,
log grader,[],[],[],[],0,0,0,0,,,,
log scaler,[],[],[],[],0,0,0,0,,,,
logging equipment operator,[],[],[],[],0,0,0,0,,,,
logging worker,[],[],[],[],0,0,0,0,,,,
logisticians specialist,[],[],[],[],0,0,0,0,,,,
lounge shop,[],[],[],[],0,0,0,0,,,,
machine feeder,[],[],[],[],0,0,0,0,,,,
machine offbearer,[],[],[],[],0,0,0,0,,,,
"machine tool cutting setters, operators, plastic",[],[],[],[],0,0,0,0,,,,
magistrates judicial worker,[],[],[],[],0,0,0,0,,,,
magnetic resonance imaging technologist,[],[],[],[],0,0,0,0,,,,
maids cleaner,[],[],[],[],0,0,0,0,,,,
mail clerks service,[],[],[],[],0,0,0,0,,,,
"mail machine operators, except postal service",[],[],[],[],0,0,0,0,,,,
mail superintendent,[],[],[],[],0,0,0,0,,,,
maintenance equipment operator,[],[],[],[],0,0,0,0,,,,
"makeup artists, theatrical",[],[],[],[],0,0,0,0,,,,
"makeup artists, performance",[],[],[],[],0,0,0,0,,,,
management analyst,[],[],[],[],0,0,0,0,,,,
management occupation,[],[],[],[],0,0,0,0,,,,
manufactured building installer,[],[],[],[],0,0,0,0,,,,
"manufacturing, product",[],[],[],[],0,0,0,0,,,,
scientific product,[],[],[],[],0,0,0,0,,,,
mapping technician,[],[],[],[],0,0,0,0,,,,
marble setter,[],[],[],[],0,0,0,0,,,,
marine engineers architect,[],[],[],[],0,0,0,0,,,,
marine oiler,[],[],[],[],0,0,0,0,,,,
marine sciences teacher,[],[],[],[],0,0,0,0,,,,
market research analysts specialist,[],[],[],[],0,0,0,0,,,,
marriage therapist,[],[],[],[],0,0,0,0,,,,
material mover,[],[],[],[],0,0,0,0,,,,
material moving occupation,[],[],[],[],0,0,0,0,,,,
material moving worker,[],[],[],[],0,0,0,0,,,,
"material moving workers, except aircraft cargo handling supervisor",[],[],[],[],0,0,0,0,,,,
material recording worker,[],[],[],[],0,0,0,0,,,,
materials scientist,[],[],[],[],0,0,0,0,,,,
mates of water vessel,[],[],[],[],0,0,0,0,,,,
math teacher,[],[],[],[],0,0,0,0,,,,
mathematical occupation,[],[],[],[],0,0,0,0,,,,
mathematical science occupation,[],[],[],[],0,0,0,0,,,,
mathematical science teacher,[],[],[],[],0,0,0,0,,,,
maxillofacial surgeon,[],[],[],[],0,0,0,0,,,,
meat trimmer,[],[],[],[],0,0,0,0,,,,
meat packer,[],[],[],[],0,0,0,0,,,,
mechanical door repairer,[],[],[],[],0,0,0,0,,,,
mechanical drafter,[],[],[],[],0,0,0,0,,,,
mechanical engineering technologist,[],[],[],[],0,0,0,0,,,,
mechatronics technologist,[],[],[],[],0,0,0,0,,,,
mechatronics technician,[],[],[],[],0,0,0,0,,,,
media collections specialist,[],[],[],[],0,0,0,0,,,,
media occupation,[],[],[],[],0,0,0,0,,,,
media worker,[],[],[],[],0,0,0,0,,,,
medical appliance technician,[],[],[],[],0,0,0,0,,,,
medical assistant,[],[],[],[],0,0,0,0,,,,
medical dosimetrist,[],[],[],[],0,0,0,0,,,,
medical equipment preparer,[],[],[],[],0,0,0,0,,,,
medical equipment repairer,[],[],[],[],0,0,0,0,,,,
medical manager,[],[],[],[],0,0,0,0,,,,
medical records specialist,[],[],[],[],0,0,0,0,,,,
medical registrar,[],[],[],[],0,0,0,0,,,,
medical scientist,[],[],[],[],0,0,0,0,,,,
medical secretaries assistant,[],[],[],[],0,0,0,0,,,,
meeting planner,[],[],[],[],0,0,0,0,,,,
mental health counselor,[],[],[],[],0,0,0,0,,,,
mental health worker,[],[],[],[],0,0,0,0,,,,
merchandise displayers trimmer,[],[],[],[],0,0,0,0,,,,
"metal furnace operators, tenders, pourer",[],[],[],[],0,0,0,0,,,,
metal pickling equipment operator,[],[],[],[],0,0,0,0,,,,
metal pickling equipment tender,[],[],[],[],0,0,0,0,,,,
metal workers worker,[],[],[],[],0,0,0,0,,,,
metal-refining furnace operator,[],[],[],[],0,0,0,0,,,,
metal-refining furnace tender,[],[],[],[],0,0,0,0,,,,
middle education teacher,[],[],[],[],0,0,0,0,,,,
middle school teacher,[],[],[],[],0,0,0,0,,,,
"middle school teachers, except special education",[],[],[],[],0,0,0,0,,,,
milling plastic,[],[],[],[],0,0,0,0,,,,
mining engineer,[],[],[],[],0,0,0,0,,,,
miscellaneous agricultural worker,[],[],[],[],0,0,0,0,,,,
miscellaneous assembler,[],[],[],[],0,0,0,0,,,,
miscellaneous fabricator,[],[],[],[],0,0,0,0,,,,
miscellaneous business operations specialist,[],[],[],[],0,0,0,0,,,,
miscellaneous communications equipment operator,[],[],[],[],0,0,0,0,,,,
miscellaneous community specialist,[],[],[],[],0,0,0,0,,,,
miscellaneous computer occupation,[],[],[],[],0,0,0,0,,,,
miscellaneous construction worker,[],[],[],[],0,0,0,0,,,,
miscellaneous educational instruction worker,[],[],[],[],0,0,0,0,,,,
miscellaneous electrical installer,[],[],[],[],0,0,0,0,,,,
miscellaneous engineer,[],[],[],[],0,0,0,0,,,,
miscellaneous entertainers worker,[],[],[],[],0,0,0,0,,,,
miscellaneous entertainment attendants worker,[],[],[],[],0,0,0,0,,,,
miscellaneous extraction worker,[],[],[],[],0,0,0,0,,,,
miscellaneous financial clerk,[],[],[],[],0,0,0,0,,,,
miscellaneous financial specialist,[],[],[],[],0,0,0,0,,,,
"miscellaneous first-line supervisors, protective service worker",[],[],[],[],0,0,0,0,,,,
miscellaneous food preparation worker,[],[],[],[],0,0,0,0,,,,
miscellaneous food processing worker,[],[],[],[],0,0,0,0,,,,
miscellaneous health practitioners worker,[],[],[],[],0,0,0,0,,,,
miscellaneous health technologist,[],[],[],[],0,0,0,0,,,,
miscellaneous health technician,[],[],[],[],0,0,0,0,,,,
miscellaneous healthcare diagnosing or treating practitioner,[],[],[],[],0,0,0,0,,,,
miscellaneous healthcare support occupation,[],[],[],[],0,0,0,0,,,,
miscellaneous information clerk,[],[],[],[],0,0,0,0,,,,
miscellaneous installation worker,[],[],[],[],0,0,0,0,,,,
miscellaneous legal support worker,[],[],[],[],0,0,0,0,,,,
miscellaneous life science technician,[],[],[],[],0,0,0,0,,,,
miscellaneous life scientist,[],[],[],[],0,0,0,0,,,,
miscellaneous manager,[],[],[],[],0,0,0,0,,,,
miscellaneous material moving worker,[],[],[],[],0,0,0,0,,,,
miscellaneous mathematical science occupation,[],[],[],[],0,0,0,0,,,,
miscellaneous media worker,[],[],[],[],0,0,0,0,,,,
miscellaneous metal workers worker,[],[],[],[],0,0,0,0,,,,
miscellaneous motor vehicle operator,[],[],[],[],0,0,0,0,,,,
miscellaneous office worker,[],[],[],[],0,0,0,0,,,,
miscellaneous personal appearance worker,[],[],[],[],0,0,0,0,,,,
miscellaneous personal care worker,[],[],[],[],0,0,0,0,,,,
miscellaneous physical scientist,[],[],[],[],0,0,0,0,,,,
miscellaneous plant operator,[],[],[],[],0,0,0,0,,,,
miscellaneous postsecondary teacher,[],[],[],[],0,0,0,0,,,,
miscellaneous production worker,[],[],[],[],0,0,0,0,,,,
miscellaneous protective service worker,[],[],[],[],0,0,0,0,,,,
miscellaneous rail transportation worker,[],[],[],[],0,0,0,0,,,,
miscellaneous religious worker,[],[],[],[],0,0,0,0,,,,
miscellaneous sales representative,[],[],[],[],0,0,0,0,,,,
miscellaneous sales worker,[],[],[],[],0,0,0,0,,,,
miscellaneous social scientists worker,[],[],[],[],0,0,0,0,,,,
miscellaneous teacher,[],[],[],[],0,0,0,0,,,,
miscellaneous instructor,[],[],[],[],0,0,0,0,,,,
miscellaneous textile worker,[],[],[],[],0,0,0,0,,,,
miscellaneous transportation worker,[],[],[],[],0,0,0,0,,,,
miscellaneous vehicle installer,[],[],[],[],0,0,0,0,,,,
miscellaneous woodworker,[],[],[],[],0,0,0,0,,,,
mixing operator,[],[],[],[],0,0,0,0,,,,
mixing worker,[],[],[],[],0,0,0,0,,,,
"mobile equipment mechanics, installer",[],[],[],[],0,0,0,0,,,,
mobile equipment service technician,[],[],[],[],0,0,0,0,,,,
mobile equipment service mechanic,[],[],[],[],0,0,0,0,,,,
mobile heavy equipment mechanic,[],[],[],[],0,0,0,0,,,,
mobile home installer,[],[],[],[],0,0,0,0,,,,
model patternmaker,[],[],[],[],0,0,0,0,,,,
model makers plastic,[],[],[],[],0,0,0,0,,,,
"model makers, metal",[],[],[],[],0,0,0,0,,,,
"model makers, plastic",[],[],[],[],0,0,0,0,,,,
model,[],[],[],[],0,0,0,0,,,,
models promoter,[],[],[],[],0,0,0,0,,,,
molders plastic,[],[],[],[],0,0,0,0,,,,
"molders, shapers, plastic",[],[],[],[],0,0,0,0,,,,
"molding machine setters, operators, plastic",[],[],[],[],0,0,0,0,,,,
morticians arranger,[],[],[],[],0,0,0,0,,,,
motel desk clerk,[],[],[],[],0,0,0,0,,,,
motion picture projectionist,[],[],[],[],0,0,0,0,,,,
motor vehicle operator,[],[],[],[],0,0,0,0,,,,
motorboat mechanics technician,[],[],[],[],0,0,0,0,,,,
motorboat operator,[],[],[],[],0,0,0,0,,,,
motorcycle mechanic,[],[],[],[],0,0,0,0,,,,
moving machine operator,[],[],[],[],0,0,0,0,,,,
"multiple machine tool setters, operators, plastic",[],[],[],[],0,0,0,0,,,,
municipal clerk,[],[],[],[],0,0,0,0,,,,
museum technician,[],[],[],[],0,0,0,0,,,,
music composer,[],[],[],[],0,0,0,0,,,,
musical instrument repairer,[],[],[],[],0,0,0,0,,,,
musical instrument tuner,[],[],[],[],0,0,0,0,,,,
musicians worker,[],[],[],[],0,0,0,0,,,,
natural sciences manager,[],[],[],[],0,0,0,0,,,,
network architect,[],[],[],[],0,0,0,0,,,,
new accounts clerk,[],[],[],[],0,0,0,0,,,,
"news analysts, reporter",[],[],[],[],0,0,0,0,,,,
"news analysts, journalist",[],[],[],[],0,0,0,0,,,,
news worker,[],[],[],[],0,0,0,0,,,,
nuclear medicine technologist,[],[],[],[],0,0,0,0,,,,
nuclear power reactor operator,[],[],[],[],0,0,0,0,,,,
nurse anesthetist,[],[],[],[],0,0,0,0,,,,
nurse midwife,[],[],[],[],0,0,0,0,,,,
nursing assistants aide,[],[],[],[],0,0,0,0,,,,
nursing instructor,[],[],[],[],0,0,0,0,,,,
nursing teacher,[],[],[],[],0,0,0,0,,,,
occupational health specialist,[],[],[],[],0,0,0,0,,,,
occupational health technician,[],[],[],[],0,0,0,0,,,,
occupational therapy aide,[],[],[],[],0,0,0,0,,,,
