contest_id,occupations,num_occupations
71,"['actor', 'adapter', 'administrator', 'advertising', 'advocate', 'agent', 'analyst', 'apprentice', 'archer', 'artist', 'assistant', 'attorney', 'auditor', 'baker', 'banker', 'binder', 'blower', 'bondsman', 'bos', 'breaker', 'broker', 'bumper', 'cafeteria', 'cashier', 'ceo', 'cfo', 'chief', 'chiropractor', 'climber', 'clown', 'collector', 'concierge', 'consultant', 'contractor', 'cook', 'correspondent', 'counselor', 'critic', 'curator', 'custodian', 'dc', 'decorator', 'dentist', 'designer', 'director', 'display', 'doctor', 'employee', 'equipment', 'executive', 'fitnes', 'flyer', 'folder', 'founder', 'freak', 'gambler', 'governor', 'greeter', 'guard', 'hacker', 'housekeeping', 'hunter', 'intern', 'inventor', 'investor', 'journalist', 'judge', 'juicer', 'justice', 'lawyer', 'leader', 'legislator', 'limber', 'lobbyist', 'maid', 'maintenance', 'maker', 'manager', 'mannequin', 'media', 'member', 'ombudsman', 'ot', 'owner', 'painter', 'peddler', 'performer', 'picker', 'police', 'president', 'principal', 'printer', 'production', 'programmer', 'realtor', 'receptionist', 'recycling', 'reporter', 'representative', 'runner', 'salesperson', 'sander', 'scientist', 'secretary', 'security', 'seller', 'sharpener', 'slacker', 'spinner', 'spokesperson', 'stapler', 'statistician', 'sticker', 'stocker', 'supervisor', 'teller', 'therapist', 'thinner', 'timekeeping', 'timer', 'trader', 'typing', 'valet', 'visitor', 'vp', 'whistler']",126
72,"['accountant', 'actor', 'actuary', 'adjuster', 'advertising', 'adviser', 'advisor', 'agent', 'analyst', 'apprentice', 'assistant', 'attorney', 'auditor', 'binder', 'bioengineer', 'blazer', 'bookkeeper', 'boomer', 'booster', 'bos', 'breaker', 'cafeteria', 'calculator', 'cargo', 'cartoonist', 'caterer', 'ceo', 'cfo', 'chief', 'cleaner', 'clerk', 'clipper', 'clown', 'coach', 'comptroller', 'congressman', 'construction', 'consultant', 'cook', 'copywriter', 'cpa', 'cybersecurity', 'dancer', 'dc', 'dean', 'delegate', 'designer', 'detective', 'director', 'display', 'dj', 'doctor', 'dresser', 'duplicator', 'editor', 'education', 'employee', 'engineer', 'escort', 'executive', 'exterminator', 'filing', 'filler', 'film', 'folder', 'geneticist', 'goldsmith', 'governor', 'grader', 'groom', 'grunt', 'guard', 'hacker', 'housekeeping', 'hunter', 'identifier', 'impersonator', 'intern', 'justice', 'landlady', 'lawyer', 'leader', 'lookout', 'magician', 'maintenance', 'maker', 'manager', 'marker', 'marshal', 'media', 'member', 'mixer', 'model', 'np', 'officer', 'operator', 'pager', 'payroll', 'performer', 'photographer', 'police', 'politician', 'president', 'printer', 'producer', 'production', 'professor', 'programmer', 'pusher', 'recruiter', 'register', 'reporter', 'representative', 'researcher', 'runner', 'salesperson', 'sander', 'scanner', 'scientist', 'secretary', 'security', 'senator', 'shepherd', 'solar', 'stapler', 'stripper', 'teacher', 'technician', 'tester', 'trooper', 'veep', 'visitor', 'volunteer', 'vp', 'watcher', 'writer']",136
73,"['adapter', 'agent', 'ambassador', 'attorney', 'babysitter', 'bitter', 'blender', 'blocker', 'bos', 'brainer', 'breaker', 'brewer', 'catcher', 'chef', 'chief', 'cleaner', 'clown', 'cook', 'cooper', 'copper', 'dc', 'dean', 'director', 'doctor', 'drier', 'driver', 'editor', 'electrical', 'electrician', 'equipment', 'executive', 'fixer', 'freak', 'grinding', 'hacker', 'heater', 'hooker', 'housekeeper', 'judge', 'juicer', 'landlord', 'layer', 'magician', 'maker', 'manufacturer', 'media', 'member', 'mixer', 'model', 'opener', 'owner', 'painter', 'politician', 'president', 'printer', 'realtor', 'recycling', 'roaster', 'roller', 'router', 'security', 'shag', 'slicer', 'slipper', 'solar', 'sponsor', 'stapler', 'starter', 'supervisor', 'thinner', 'timer', 'tinsmith', 'ventriloquist', 'washer']",74
74,"['agent', 'ambassador', 'astrophysicist', 'beamer', 'blower', 'boarder', 'bos', 'bumper', 'burner', 'cargo', 'carrier', 'catcher', 'cfo', 'cleaner', 'collector', 'colonel', 'congressman', 'contractor', 'cooper', 'cracker', 'custom', 'dc', 'designer', 'digger', 'director', 'dispenser', 'doctor', 'drainer', 'duster', 'edger', 'electrical', 'employee', 'engineer', 'enlarger', 'equipment', 'freak', 'governor', 'groomer', 'hacker', 'heater', 'host', 'housekeeper', 'housekeeping', 'housework', 'landscaping', 'leader', 'loading', 'mailman', 'maker', 'mayor', 'member', 'military', 'miner', 'model', 'naturalist', 'operator', 'outsider', 'owner', 'performer', 'physicist', 'picker', 'pilot', 'pointer', 'police', 'politician', 'president', 'professor', 'publisher', 'recycling', 'register', 'reporter', 'resident', 'salesperson', 'sander', 'scientist', 'scout', 'security', 'servant', 'shag', 'solar', 'starter', 'sticker', 'superior', 'sweeper', 'ta', 'tenant', 'transporter', 'visitor', 'weatherman', 'welder', 'wrapper']",91
75,"['actor', 'apprentice', 'artist', 'boner', 'breeder', 'burner', 'buyer', 'cafeteria', 'colorist', 'conservationist', 'construction', 'consultant', 'critic', 'curator', 'dc', 'dean', 'display', 'driver', 'fatter', 'film', 'freak', 'grunt', 'guard', 'historian', 'hunter', 'judge', 'jumper', 'justice', 'lawyer', 'layer', 'lobbyist', 'lookout', 'marker', 'media', 'member', 'miller', 'model', 'naturalist', 'nester', 'outsider', 'owner', 'painter', 'philosopher', 'photographer', 'poet', 'politician', 'president', 'representative', 'ringer', 'security', 'shepherd', 'sponsor', 'sticker', 'superior', 'timer', 'visitor', 'wheeler', 'whistler']",58
76,"['actor', 'agent', 'assistant', 'bellman', 'bishop', 'bookie', 'bos', 'botanist', 'bouncer', 'breaker', 'broker', 'buyer', 'caller', 'chaplain', 'chiropractor', 'cleaner', 'climber', 'composer', 'conservationist', 'cop', 'cracker', 'dc', 'deacon', 'digger', 'doctor', 'domer', 'doorman', 'dresser', 'dumper', 'farmer', 'film', 'freak', 'gardener', 'guard', 'hunter', 'jumper', 'landlord', 'landscaping', 'lawyer', 'lieutenant', 'lobbyist', 'locksmith', 'maintenance', 'media', 'member', 'minister', 'monk', 'official', 'operator', 'osteopath', 'outsider', 'owner', 'pastor', 'percher', 'police', 'politician', 'preacher', 'president', 'priest', 'proctologist', 'producer', 'professor', 'realtor', 'renter', 'reporter', 'ringer', 'salesperson', 'security', 'seller', 'smelter', 'solar', 'solicitor', 'tenant', 'treater', 'verger', 'visitor', 'washer', 'watcher']",78
77,"['actor', 'advertising', 'assistant', 'attorney', 'binder', 'booker', 'boomer', 'booster', 'bos', 'calculator', 'chef', 'companion', 'competitor', 'consultant', 'cook', 'corker', 'cracker', 'crane', 'critic', 'dc', 'designer', 'director', 'display', 'doctor', 'enlarger', 'executive', 'farming', 'fitnes', 'folder', 'golfer', 'grinder', 'holder', 'judge', 'lawyer', 'leader', 'member', 'molecular', 'novelist', 'operator', 'optometrist', 'oral', 'owner', 'painter', 'police', 'politician', 'presenter', 'president', 'printer', 'producer', 'pt', 'publisher', 'realtor', 'register', 'representative', 'salesperson', 'sampler', 'security', 'seller', 'senator', 'shaker', 'shooter', 'snapper', 'sommelier', 'sponsor', 'starter', 'stripper', 'teamster', 'tender', 'tier', 'tipper', 'trapper', 'turner', 'waiter', 'waitres', 'watcher', 'wheeler', 'writer']",77
78,"['adjuster', 'advertising', 'agent', 'anthropologist', 'anthropology', 'apprentice', 'archaeologist', 'archeologist', 'artist', 'assistant', 'attorney', 'babysitter', 'biographer', 'bishop', 'blogger', 'booker', 'bos', 'broker', 'cartoonist', 'checker', 'chef', 'chiseler', 'climber', 'clown', 'collector', 'columnist', 'consultant', 'cook', 'cop', 'critic', 'curator', 'decorator', 'delegate', 'designer', 'director', 'doctor', 'doorman', 'drawer', 'editor', 'education', 'elder', 'exterminator', 'fatter', 'film', 'fitnes', 'fixer', 'forger', 'freak', 'fuller', 'gatherer', 'grader', 'grunt', 'guard', 'handyman', 'historian', 'hunter', 'intern', 'inventor', 'journalist', 'judge', 'justice', 'landlord', 'lawyer', 'leader', 'maintenance', 'maker', 'marker', 'mason', 'media', 'member', 'model', 'monk', 'narrator', 'outsider', 'owner', 'painter', 'paleontologist', 'photographer', 'president', 'printer', 'production', 'publicist', 'realtor', 'register', 'remodeling', 'renter', 'reporter', 'representative', 'resident', 'ringer', 'rocker', 'scientist', 'scorekeeper', 'security', 'senator', 'sharpener', 'sponsor', 'stager', 'sticker', 'stylist', 'tagger', 'teacher', 'tenant', 'tutor', 'usher', 'watcher', 'weatherman']",107
79,"['actor', 'admiral', 'analyst', 'apothecary', 'archaeologist', 'aromatherapist', 'artist', 'assistant', 'boarder', 'booster', 'bos', 'builder', 'butler', 'cardiologist', 'carpenter', 'chief', 'chucker', 'cleaner', 'cleaver', 'clinical', 'conditioner', 'congressman', 'cook', 'critic', 'dc', 'decorator', 'dentist', 'director', 'diver', 'doctor', 'drawer', 'education', 'electrical', 'employee', 'equipment', 'executive', 'feller', 'fixer', 'freak', 'fuller', 'groomer', 'hydrotherapist', 'hygienist', 'judge', 'landlord', 'lather', 'laundry', 'lawyer', 'layer', 'leader', 'lumberjack', 'maintenance', 'maker', 'media', 'member', 'miller', 'oral', 'owner', 'physician', 'poet', 'president', 'priest', 'psychiatrist', 'psychic', 'psychoanalyst', 'psychologist', 'psychotherapist', 'ranger', 'remodeling', 'reverend', 'rider', 'ringer', 'sampler', 'scratcher', 'scrubber', 'secretary', 'security', 'senator', 'soaker', 'surrogate', 'tenant', 'therapist', 'twister', 'watcher', 'wrecker']",85
80,"['actor', 'advisor', 'agent', 'agitator', 'analyst', 'anthropology', 'assistant', 'athlete', 'auditor', 'blogger', 'booker', 'bos', 'brainer', 'cafeteria', 'caller', 'checker', 'chef', 'chief', 'cleaner', 'clicker', 'clinical', 'clown', 'collector', 'colonel', 'congressman', 'consultant', 'controller', 'costumer', 'counselor', 'cracker', 'critic', 'cybersecurity', 'dean', 'dermatologist', 'designer', 'director', 'doctor', 'drummer', 'ducker', 'education', 'employee', 'engineer', 'executive', 'farmer', 'farming', 'fatter', 'filing', 'film', 'fletcher', 'flyer', 'foreman', 'gopher', 'hacker', 'hunter', 'intern', 'judge', 'justice', 'lather', 'lawyer', 'layout', 'leader', 'lecturer', 'lieutenant', 'loading', 'lobbyist', 'maid', 'maker', 'mayor', 'md', 'media', 'member', 'mentor', 'military', 'miner', 'mining', 'model', 'naturalist', 'nester', 'novelist', 'officer', 'payroll', 'physician', 'picker', 'pilot', 'piper', 'politician', 'prefect', 'president', 'proctor', 'production', 'professor', 'programmer', 'recruiter', 'register', 'representative', 'researcher', 'resident', 'reviewer', 'ringer', 'router', 'runner', 'salesperson', 'sander', 'scientist', 'scorer', 'secretary', 'security', 'seller', 'senator', 'server', 'skinner', 'slacker', 'smoother', 'specialist', 'sponsor', 'starter', 'superior', 'supervisor', 'teacher', 'technician', 'tender', 'tester', 'tier', 'timer', 'transformer', 'typing', 'typist', 'vlogger', 'volunteer', 'whistler', 'writer']",131
81,"['accountant', 'admiral', 'advertising', 'agent', 'ambulance', 'assistant', 'attorney', 'author', 'bishop', 'bitter', 'blower', 'bos', 'broker', 'bugler', 'butler', 'chaperone', 'chaser', 'chef', 'chief', 'chiropractor', 'cleaner', 'clerk', 'collector', 'colonel', 'columnist', 'congressman', 'constable', 'cook', 'costumer', 'counsellor', 'counselor', 'dagger', 'dc', 'deliverer', 'deputy', 'detective', 'director', 'dj', 'doctor', 'driver', 'education', 'employee', 'emt', 'executive', 'exterminator', 'filing', 'finer', 'flyer', 'folder', 'freak', 'hacker', 'hunter', 'impersonator', 'intern', 'judge', 'juicer', 'landlord', 'laundry', 'lawyer', 'mailman', 'maker', 'marshal', 'masseuse', 'media', 'member', 'minister', 'monk', 'mover', 'opener', 'operator', 'orthopedist', 'paramedic', 'pastor', 'performer', 'physician', 'police', 'politician', 'pollster', 'postman', 'president', 'priest', 'principal', 'printer', 'production', 'professor', 'psychic', 'register', 'representative', 'reverend', 'rider', 'runner', 'salesperson', 'sander', 'scratcher', 'secretary', 'seller', 'senator', 'sergeant', 'server', 'solar', 'stabber', 'starter', 'supervisor', 'ta', 'telemarketer', 'tenant', 'thrower', 'ventriloquist', 'vicar', 'volunteer', 'wiper', 'writer']",112
82,"['actres', 'advertising', 'adviser', 'advocate', 'arborist', 'attorney', 'babysitter', 'barker', 'boomer', 'bos', 'brancher', 'cartoonist', 'carver', 'checker', 'chief', 'developer', 'doctor', 'elder', 'film', 'fuller', 'groom', 'jogger', 'lawyer', 'logger', 'lumberjack', 'manager', 'mayor', 'media', 'member', 'miller', 'model', 'nester', 'owner', 'physician', 'picker', 'poet', 'politician', 'president', 'producer', 'professor', 'puffer', 'realtor', 'recycling', 'reporter', 'ripper', 'scientist', 'senator', 'stabber', 'stylist', 'visitor', 'watcher']",51
83,"['advertising', 'adviser', 'agent', 'alteration', 'assistant', 'attorney', 'blazer', 'boner', 'bos', 'buyer', 'carver', 'ceo', 'chief', 'cleaner', 'clerk', 'clown', 'conditioner', 'consultant', 'cop', 'dc', 'decorator', 'designer', 'detective', 'display', 'doctor', 'dresser', 'drummer', 'editor', 'employee', 'filing', 'fitnes', 'floorwalker', 'freak', 'greeter', 'guard', 'hanger', 'heater', 'hunter', 'iceman', 'intern', 'jollier', 'lawyer', 'layer', 'limber', 'lumberjack', 'maintenance', 'manager', 'mannequin', 'media', 'model', 'opener', 'operative', 'oral', 'outsider', 'owner', 'packing', 'payroll', 'police', 'president', 'professor', 'psychic', 'register', 'salesperson', 'seamstres', 'secretary', 'security', 'senator', 'shopper', 'stabber', 'starter', 'steamer', 'supervisor', 'thinner', 'thrower', 'timer', 'vendor', 'vp', 'wrapper']",78
84,"['agent', 'ambassador', 'ambulance', 'attorney', 'barkeep', 'bartender', 'bitter', 'boomer', 'bos', 'bouncer', 'brewmaster', 'bumper', 'cardiologist', 'chaser', 'chief', 'companion', 'congressman', 'cracker', 'dealer', 'dj', 'doctor', 'driver', 'dyer', 'employee', 'equipment', 'farmer', 'feller', 'ferryman', 'film', 'guard', 'heater', 'hoist', 'horseman', 'journalist', 'judge', 'leader', 'maker', 'media', 'miller', 'minister', 'mohel', 'opener', 'operator', 'police', 'politician', 'president', 'priest', 'rabbi', 'rider', 'ringer', 'salesperson', 'scraper', 'secretary', 'security', 'senator', 'sharpener', 'smoother', 'sponsor', 'ta', 'topper', 'undertaker']",61
85,"['advocate', 'agent', 'analyst', 'assistant', 'attendant', 'attorney', 'babysitter', 'blender', 'buffer', 'cargo', 'charger', 'cleaner', 'clipper', 'companion', 'congressman', 'contortionist', 'cop', 'counselor', 'custom', 'dc', 'dentist', 'designer', 'detective', 'doctor', 'driver', 'flyer', 'freak', 'handler', 'inspector', 'judge', 'laundry', 'lawyer', 'loader', 'loading', 'maid', 'media', 'member', 'packing', 'physician', 'police', 'president', 'puppeteer', 'register', 'rider', 'roller', 'scanner', 'screener', 'security', 'senator', 'spinner', 'tester', 'therapist', 'transit', 'trooper', 'ventriloquist']",55
86,"['adviser', 'atmospheric', 'blaster', 'bos', 'bouncer', 'cartoonist', 'chiropractor', 'cleaner', 'climber', 'companion', 'copper', 'custom', 'decorator', 'display', 'doctor', 'drawer', 'driver', 'equipment', 'feller', 'fitnes', 'flyer', 'guard', 'hanger', 'inventor', 'judge', 'jumper', 'justice', 'lawyer', 'maker', 'mayor', 'member', 'miner', 'mining', 'monk', 'packing', 'philosopher', 'photographer', 'president', 'proctologist', 'pt', 'publicist', 'recycling', 'remodeling', 'rocker', 'roller', 'security', 'shorthand', 'showman', 'slipper', 'solicitor', 'spinner', 'superior', 'timer', 'urologist', 'visitor']",55
87,"['ambulance', 'anthropologist', 'anthropology', 'attache', 'attorney', 'barker', 'bitter', 'bouncer', 'breeder', 'bumper', 'buyer', 'chief', 'choker', 'cleaner', 'companion', 'cook', 'cop', 'dentist', 'designer', 'doctor', 'driver', 'drummer', 'education', 'elder', 'evangelist', 'executive', 'exterminator', 'fitnes', 'freak', 'gatherer', 'grinder', 'guard', 'hunter', 'investor', 'judge', 'justice', 'landlord', 'laundry', 'lawyer', 'layout', 'leader', 'lobbyist', 'mailman', 'maintenance', 'mayor', 'media', 'missionary', 'opener', 'oral', 'owner', 'paleontologist', 'police', 'president', 'prosecutor', 'psychoanalyst', 'roller', 'sander', 'scientist', 'secretary', 'security', 'seller', 'slipper', 'snapper', 'solicitor', 'starter', 'sticker', 'tamper', 'teacher', 'tenant', 'trainer', 'veterinarian', 'visitor', 'watcher']",73
88,"['admiral', 'agent', 'ambassador', 'analyst', 'animator', 'archaeologist', 'assistant', 'astronaut', 'barker', 'beamer', 'blaster', 'blower', 'bos', 'breeder', 'bumper', 'cargo', 'cartoonist', 'chaperone', 'chief', 'cleaner', 'clown', 'communicator', 'companion', 'cook', 'cooper', 'cosmonaut', 'cowboy', 'cracker', 'croupier', 'custodian', 'dc', 'diplomat', 'director', 'display', 'doctor', 'exerciser', 'groom', 'groomer', 'guard', 'impersonator', 'interpreter', 'judge', 'leader', 'lieutenant', 'limber', 'mailman', 'maintenance', 'media', 'member', 'miller', 'molecular', 'navigator', 'operator', 'ot', 'owner', 'packing', 'picker', 'pointer', 'politician', 'president', 'proctologist', 'producer', 'professor', 'receiver', 'representative', 'ruler', 'runner', 'scanner', 'scientist', 'security', 'servant', 'shepherd', 'signaler', 'slipper', 'smoother', 'solar', 'sticker', 'stripper', 'superior', 'taker', 'towing', 'transporter', 'treater', 'tucker', 'visitor', 'volunteer', 'wrapper']",87
89,"['actor', 'advertising', 'agent', 'analyst', 'assistant', 'boarder', 'bodyguard', 'bos', 'botanist', 'brewer', 'cartoonist', 'chaser', 'climatologist', 'collector', 'companion', 'construction', 'cowboy', 'dc', 'dealer', 'dean', 'director', 'doctor', 'driller', 'employee', 'finisher', 'fitnes', 'founder', 'freak', 'gardener', 'golfer', 'grinder', 'guard', 'jogger', 'judge', 'jumper', 'leader', 'maintenance', 'media', 'member', 'miller', 'owner', 'police', 'president', 'pricker', 'production', 'professor', 'pt', 'rabbi', 'ranger', 'referee', 'representative', 'runner', 'sander', 'secretary', 'security', 'senator', 'slasher', 'slicker', 'sticker', 'superior', 'ta', 'trainer', 'transporter', 'tuber', 'volunteer']",65
90,"['admiral', 'advisor', 'agent', 'architect', 'artist', 'assistant', 'attorney', 'baker', 'baster', 'bedder', 'bitter', 'blender', 'boner', 'breadman', 'bulldozer', 'butcher', 'cafeteria', 'cardiologist', 'chef', 'chief', 'clinical', 'confectioner', 'consultant', 'contractor', 'cook', 'cracker', 'cutter', 'dc', 'dentist', 'dietitian', 'display', 'doctor', 'driver', 'drummer', 'electrical', 'engineer', 'filing', 'fitnes', 'guard', 'host', 'import', 'intern', 'internist', 'justice', 'kneader', 'layer', 'maker', 'marker', 'md', 'member', 'mentor', 'military', 'minstrel', 'molecular', 'nurse', 'nutritionist', 'od', 'operative', 'packing', 'paramedic', 'periodontist', 'physician', 'police', 'practitioner', 'president', 'production', 'professor', 'psychiatrist', 'register', 'researcher', 'resident', 'runner', 'salesperson', 'sander', 'scout', 'security', 'specialist', 'sponsor', 'starter', 'striper', 'surgeon', 'ta', 'taster', 'timer', 'visitor', 'volunteer']",86
91,"['advertising', 'adviser', 'apprentice', 'assistant', 'atmospheric', 'barista', 'blaster', 'blazer', 'bos', 'bouncer', 'boxer', 'broker', 'cafeteria', 'camper', 'cartoonist', 'caterer', 'ceo', 'charger', 'chef', 'chief', 'chopper', 'climber', 'colonel', 'companion', 'construction', 'consultant', 'cop', 'critic', 'dc', 'designer', 'doorman', 'driver', 'electrical', 'executive', 'exterminator', 'fitnes', 'flyer', 'greeter', 'inspector', 'intern', 'investor', 'judge', 'laundry', 'layer', 'leader', 'loading', 'maker', 'mannequin', 'media', 'member', 'mentor', 'miller', 'monk', 'opener', 'oral', 'owner', 'pager', 'pastor', 'practitioner', 'president', 'psychic', 'realtor', 'register', 'resident', 'reviewer', 'salesperson', 'sander', 'scientist', 'scout', 'shifter', 'sommelier', 'specialist', 'taker', 'tender', 'topper', 'truer', 'valet', 'vendor', 'waiter', 'waitres', 'writer']",81
92,"['agent', 'anthropologist', 'archaeologist', 'archeologist', 'archer', 'artist', 'bitter', 'censor', 'chef', 'climber', 'companion', 'cracker', 'critic', 'decorator', 'dentist', 'display', 'doctor', 'editor', 'education', 'fatter', 'film', 'finer', 'freak', 'gatherer', 'grunt', 'guard', 'heater', 'hunter', 'intern', 'inventor', 'judge', 'justice', 'lawyer', 'lister', 'loading', 'media', 'model', 'oral', 'outsider', 'owner', 'painter', 'philosopher', 'photographer', 'photojournalist', 'police', 'politician', 'president', 'printer', 'producer', 'production', 'professor', 'prosecutor', 'purchaser', 'representative', 'ringer', 'salesperson', 'scientist', 'security', 'senator', 'setter', 'slasher', 'spokesperson', 'sponsor', 'superior', 'ta', 'thinner', 'thrower', 'tinner', 'trader', 'tutor', 'watcher', 'zoologist']",72
93,"['actres', 'agent', 'artist', 'attorney', 'ballerina', 'blazer', 'blocker', 'buyer', 'cafeteria', 'carrier', 'chef', 'construction', 'converter', 'cook', 'cpa', 'critic', 'curator', 'dc', 'dentist', 'director', 'display', 'doctor', 'duller', 'film', 'finer', 'flyer', 'freak', 'grader', 'guard', 'hatter', 'installer', 'judge', 'kindergartner', 'laundry', 'lawyer', 'legislator', 'loading', 'maintenance', 'maker', 'media', 'member', 'missionary', 'model', 'observer', 'ot', 'outsider', 'packing', 'painter', 'police', 'practitioner', 'president', 'principal', 'production', 'professor', 'recycling', 'representative', 'researcher', 'salesperson', 'scavenger', 'security', 'senator', 'slacker', 'starter', 'steward', 'stretcher', 'trustee', 'turner', 'urologist', 'visitor', 'whistler']",70
94,"['admiral', 'agent', 'assistant', 'astronaut', 'attendant', 'boomer', 'bos', 'cargo', 'carrier', 'ceo', 'charger', 'chief', 'climber', 'clipper', 'comedian', 'competitor', 'construction', 'controller', 'cooper', 'copper', 'cowboy', 'dc', 'designer', 'director', 'display', 'diver', 'doctor', 'drifter', 'driver', 'employee', 'engineer', 'film', 'floater', 'flyer', 'freak', 'hacker', 'harpist', 'hitcher', 'holder', 'inspector', 'investor', 'jacker', 'journalist', 'jumper', 'justice', 'lawyer', 'loader', 'loading', 'maintenance', 'maker', 'marshal', 'member', 'moocher', 'novice', 'officer', 'packing', 'pilot', 'poet', 'politician', 'prefect', 'president', 'puffer', 'recorder', 'rider', 'rocker', 'router', 'scanner', 'screener', 'searcher', 'secretary', 'security', 'sergeant', 'skipper', 'slasher', 'solar', 'stewardes', 'sticker', 'stoner', 'technician', 'thinner', 'timer', 'tripper', 'tumbler', 'turner', 'visitor', 'volunteer', 'weatherman']",87
95,"['accountant', 'actor', 'actuary', 'agent', 'apprentice', 'astronaut', 'bishop', 'bitter', 'blacksmith', 'blower', 'boomer', 'bos', 'broker', 'cardiologist', 'carpenter', 'cartoonist', 'cleaner', 'clown', 'comedian', 'coroner', 'cosmetician', 'cpa', 'dc', 'designer', 'detective', 'director', 'display', 'doctor', 'dresser', 'driver', 'education', 'employee', 'equalizer', 'equipment', 'escort', 'exterminator', 'faker', 'farming', 'filler', 'film', 'flyer', 'greeter', 'harvester', 'hoist', 'holder', 'horseman', 'judge', 'justice', 'lawyer', 'leader', 'loading', 'maker', 'mannequin', 'manufacturer', 'media', 'member', 'military', 'model', 'monk', 'mortician', 'oncologist', 'outsider', 'packing', 'pallbearer', 'pastor', 'physician', 'police', 'politician', 'preacher', 'president', 'printer', 'production', 'register', 'reverend', 'rider', 'ringer', 'ripper', 'roper', 'salesperson', 'seamstres', 'secretary', 'security', 'sewing', 'sharpener', 'shaver', 'shoemaker', 'shopper', 'slacker', 'sticker', 'undertaker', 'upholsterer', 'valet', 'visitor', 'wholesale', 'wrapper']",95
96,"['agent', 'bishop', 'boiler', 'booker', 'bos', 'breaker', 'burner', 'buyer', 'carman', 'carpenter', 'chaplain', 'chief', 'choru', 'cleaner', 'clergy', 'companion', 'conditioner', 'consultant', 'critic', 'dc', 'deacon', 'decorator', 'designer', 'director', 'dispenser', 'dj', 'doctor', 'driver', 'education', 'equipment', 'executive', 'fireman', 'fitter', 'flyer', 'freak', 'fuller', 'groom', 'handyman', 'heater', 'hunter', 'installer', 'judge', 'justice', 'landlord', 'laundry', 'lawyer', 'layer', 'leader', 'maestro', 'maintenance', 'maker', 'media', 'member', 'miller', 'mining', 'minister', 'napper', 'opener', 'organist', 'owner', 'pastor', 'physicist', 'pianist', 'pipefitter', 'plumber', 'pointer', 'police', 'politician', 'preacher', 'president', 'priest', 'printer', 'production', 'professor', 'pusher', 'rabbi', 'radiologist', 'rafter', 'raiser', 'ranger', 'recycling', 'register', 'resident', 'restorer', 'reverend', 'reviewer', 'roller', 'salesperson', 'seller', 'sergeant', 'sewing', 'sexton', 'skinner', 'solar', 'sponsor', 'steamer', 'steamfitter', 'superior', 'ta', 'technician', 'tenant', 'tinker', 'trustee', 'tuner', 'vicar', 'webber']",106
97,"['admiral', 'advertising', 'agent', 'artisan', 'artist', 'boomer', 'buyer', 'caregiver', 'cargo', 'cartoonist', 'chief', 'cleaner', 'conductor', 'construction', 'consultant', 'dc', 'deacon', 'decker', 'designer', 'director', 'dispenser', 'display', 'doctor', 'driver', 'engineer', 'film', 'finer', 'fitnes', 'governor', 'grinder', 'grinding', 'guard', 'hanger', 'layer', 'leader', 'loading', 'maintenance', 'marshal', 'mayor', 'media', 'member', 'military', 'motorman', 'naval', 'observer', 'officer', 'packing', 'physician', 'pianist', 'playwright', 'police', 'president', 'printer', 'reporter', 'representative', 'resident', 'rider', 'ruler', 'runner', 'secretary', 'sponsor', 'stoner', 'superior', 'trader', 'transit', 'vendor', 'visitor', 'watcher']",68
98,"['advertising', 'agent', 'ambassador', 'apprentice', 'assistant', 'attorney', 'baker', 'banker', 'baster', 'blender', 'boiler', 'bondsman', 'bos', 'breaker', 'bugler', 'burner', 'butler', 'cafeteria', 'caterer', 'chef', 'chief', 'circulator', 'cleaver', 'clipper', 'clown', 'cobbler', 'collector', 'colonel', 'competitor', 'confectioner', 'congressman', 'cook', 'cop', 'coroner', 'councilman', 'cowboy', 'cpa', 'cracker', 'crane', 'critic', 'custom', 'dagger', 'dentist', 'detective', 'diplomat', 'doctor', 'drawer', 'drier', 'employee', 'equipment', 'examiner', 'executive', 'faker', 'filer', 'filing', 'film', 'fireman', 'fixer', 'flipper', 'freak', 'governor', 'grinder', 'grocer', 'guard', 'hoist', 'iceman', 'inspector', 'investor', 'judge', 'juror', 'justice', 'laundry', 'lawyer', 'layer', 'maker', 'mariner', 'mayor', 'member', 'minister', 'mixer', 'officer', 'opener', 'outsider', 'owner', 'packing', 'peeler', 'police', 'policeman', 'politician', 'president', 'printer', 'production', 'professor', 'prosecutor', 'puffer', 'rabbi', 'reviewer', 'rider', 'roller', 'runner', 'saucier', 'scanner', 'scout', 'secretary', 'security', 'seller', 'senator', 'separator', 'shaker', 'shepherd', 'shoemaker', 'slicer', 'sommelier', 'spreader', 'starter', 'steward', 'taker', 'taster', 'teller', 'timer', 'transit', 'usher', 'visitor', 'waiter', 'waitres']",125
